P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"Grudger,First by Joss: 0.9","[0, 0, 10]","[236, 280, 245, 215, 293, 241, 236, 275, 237, 288]","[1.262, 1.2121, 1.25, 1.2952, 1.2008, 1.2552, 1.262, 1.2168, 1.2606, 1.205]","[236, 280, 245, 215, 293, 241, 236, 275, 237, 288]","[1.262, 1.2121, 1.25, 1.2952, 1.2008, 1.2552, 1.262, 1.2168, 1.2606, 1.205]",254.6,1.24197,254.6,1.24197
"Tit For Tat,First by Graaskamp: 0.05","[0, 4, 6]","[590, 550, 650, 375, 380, 600, 505, 465, 375, 415]","[2.5991, 2.619, 2.5896, 2.6596, 2.6761, 2.5974, 2.6302, 2.642, 2.6786, 2.6603]","[595, 550, 655, 380, 380, 605, 505, 465, 375, 415]","[2.6211, 2.619, 2.6096, 2.695, 2.6761, 2.619, 2.6302, 2.642, 2.6786, 2.6603]",490.5,2.63519,492.5,2.64509
"Grudger,First by Tullock","[10, 0, 0]","[239, 289, 219, 282, 219, 203, 312, 199, 205, 216]","[1.3278, 1.2565, 1.3687, 1.2646, 1.3687, 1.4097, 1.2332, 1.4214, 1.4041, 1.3758]","[204, 254, 184, 247, 184, 168, 277, 164, 170, 181]","[1.1333, 1.1043, 1.15, 1.1076, 1.15, 1.1667, 1.0949, 1.1714, 1.1644, 1.1529]",238.3,1.34305,203.3,1.13955
"Tit For Tat,First by Downing","[0, 0, 10]","[609, 609, 654, 438, 426, 429, 684, 582, 687, 576]","[2.9853, 2.9853, 2.9863, 2.9796, 2.979, 2.9792, 2.9869, 2.9846, 2.987, 2.9845]","[609, 609, 654, 438, 426, 429, 684, 582, 687, 576]","[2.9853, 2.9853, 2.9863, 2.9796, 2.979, 2.9792, 2.9869, 2.9846, 2.987, 2.9845]",569.4,2.98377,569.4,2.98377
"Grudger,First by Anonymous","[10, 0, 0]","[659, 743, 521, 651, 758, 566, 482, 584, 532, 721]","[3.1381, 3.0203, 3.1012, 3.1602, 2.996, 3.1271, 3.0701, 3.0576, 3.1111, 3.0551]","[104, 128, 86, 101, 133, 91, 82, 99, 87, 121]","[0.4952, 0.5203, 0.5119, 0.4903, 0.5257, 0.5028, 0.5223, 0.5183, 0.5088, 0.5127]",621.7,3.08368,103.2,0.51083
"Tit For Tat,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[262, 228, 245, 259, 242, 264, 280, 256, 300, 273]","[1.4556, 1.5616, 1.5031, 1.4633, 1.5125, 1.4505, 1.4141, 1.4713, 1.3761, 1.4293]","[267, 233, 250, 264, 247, 269, 285, 261, 305, 278]","[1.4833, 1.5959, 1.5337, 1.4915, 1.5437, 1.478, 1.4394, 1.5, 1.3991, 1.4555]",260.9,1.46374,265.9,1.49201
"Grudger,Random: 0.5","[10, 0, 0]","[730, 617, 523, 725, 610, 804, 776, 576, 820, 711]","[3.1602, 3.0545, 3.1131, 3.1522, 3.0653, 3.2289, 3.2199, 3.0476, 3.2411, 3.1741]","[110, 102, 83, 110, 100, 114, 111, 96, 115, 106]","[0.4762, 0.505, 0.494, 0.4783, 0.5025, 0.4578, 0.4606, 0.5079, 0.4545, 0.4732]",689.2,3.14569,104.7,0.481
"Tit For Tat,First by Joss: 0.9","[0, 10, 0]","[207, 208, 240, 166, 184, 156, 165, 187, 210, 241]","[1.0561, 1.0558, 1.048, 1.071, 1.0636, 1.0759, 1.0714, 1.0625, 1.0553, 1.0478]","[212, 213, 245, 171, 189, 161, 170, 192, 215, 246]","[1.0816, 1.0812, 1.0699, 1.1032, 1.0925, 1.1103, 1.1039, 1.0909, 1.0804, 1.0696]",196.4,1.06074,201.4,1.08835
"First by Davis: 10,First by Davis: 10","[0, 0, 10]","[606, 669, 420, 465, 621, 573, 699, 705, 654, 468]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[606, 669, 420, 465, 621, 573, 699, 705, 654, 468]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",588.0,3.0,588.0,3.0
"Tit For Tat,First by Tullock","[0, 10, 0]","[251, 326, 278, 288, 284, 265, 270, 274, 265, 214]","[1.4181, 1.2937, 1.3627, 1.3458, 1.3524, 1.3874, 1.3776, 1.37, 1.3874, 1.5286]","[256, 331, 283, 293, 289, 270, 275, 279, 270, 219]","[1.4463, 1.3135, 1.3873, 1.3692, 1.3762, 1.4136, 1.4031, 1.395, 1.4136, 1.5643]",271.5,1.38237,276.5,1.40821
"First by Davis: 10,First by Graaskamp: 0.05","[10, 0, 0]","[347, 355, 377, 437, 381, 451, 354, 434, 454, 398]","[2.4097, 2.3355, 2.1667, 1.8675, 2.1404, 1.8185, 2.3444, 1.8788, 1.8088, 2.041]","[222, 230, 252, 312, 256, 326, 229, 309, 329, 273]","[1.5417, 1.5132, 1.4483, 1.3333, 1.4382, 1.3145, 1.5166, 1.3377, 1.3108, 1.4]",398.8,2.08113,273.8,1.41543
"Tit For Tat,First by Anonymous","[0, 3, 7]","[516, 484, 318, 463, 471, 391, 513, 428, 353, 539]","[2.2435, 2.2723, 2.2238, 2.2808, 2.2864, 2.2733, 2.2699, 2.2646, 2.2484, 2.2273]","[521, 489, 318, 463, 471, 391, 513, 433, 353, 539]","[2.2652, 2.2958, 2.2238, 2.2808, 2.2864, 2.2733, 2.2699, 2.291, 2.2484, 2.2273]",447.6,2.25903,449.1,2.26619
"First by Graaskamp: 0.05,First by Downing","[10, 0, 0]","[496, 736, 534, 566, 476, 759, 733, 447, 455, 808]","[3.1195, 3.1588, 3.1228, 3.1271, 3.1111, 3.1625, 3.1595, 3.1042, 3.1164, 3.1686]","[441, 636, 474, 501, 426, 654, 633, 402, 405, 693]","[2.7736, 2.7296, 2.7719, 2.768, 2.7843, 2.725, 2.7284, 2.7917, 2.774, 2.7176]",601.0,3.13505,526.5,2.75641
"Tit For Tat,Random: 0.5","[0, 7, 3]","[568, 321, 397, 442, 381, 524, 471, 376, 392, 536]","[2.254, 2.2766, 2.3353, 2.3141, 2.3232, 2.2684, 2.2754, 2.3067, 2.3333, 2.2712]","[573, 326, 397, 447, 381, 529, 476, 381, 392, 541]","[2.2738, 2.3121, 2.3353, 2.3403, 2.3232, 2.29, 2.2995, 2.3374, 2.3333, 2.2924]",440.8,2.29582,444.3,2.31373
"First by Graaskamp: 0.05,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[556, 472, 509, 452, 436, 512, 480, 425, 419, 500]","[2.1634, 2.3251, 2.3136, 2.342, 2.3441, 2.3167, 2.3077, 2.4011, 2.3943, 2.3041]","[836, 637, 694, 602, 581, 697, 655, 545, 539, 685]","[3.2529, 3.1379, 3.1545, 3.1192, 3.1237, 3.1538, 3.149, 3.0791, 3.08, 3.1567]",476.1,2.32121,647.1,3.14068
"First by Tideman and Chieruzzi: (D, D),First by Tideman and Chieruzzi: (D, D)","[0, 0, 10]","[569, 470, 698, 440, 773, 494, 482, 755, 674, 653]","[2.9791, 2.9747, 2.9829, 2.973, 2.9846, 2.9759, 2.9753, 2.9842, 2.9823, 2.9817]","[569, 470, 698, 440, 773, 494, 482, 755, 674, 653]","[2.9791, 2.9747, 2.9829, 2.973, 2.9846, 2.9759, 2.9753, 2.9842, 2.9823, 2.9817]",600.8,2.97937,600.8,2.97937
"First by Graaskamp: 0.05,First by Tullock","[0, 10, 0]","[545, 627, 399, 519, 637, 528, 455, 510, 615, 496]","[2.6202, 2.6125, 2.6078, 2.6212, 2.6107, 2.6139, 2.5706, 2.6154, 2.6059, 2.5969]","[615, 717, 449, 584, 727, 598, 525, 575, 705, 566]","[2.9567, 2.9875, 2.9346, 2.9495, 2.9795, 2.9604, 2.9661, 2.9487, 2.9873, 2.9634]",533.1,2.60751,606.1,2.96337
"First by Tideman and Chieruzzi: (D, D),First by Nydegger","[10, 0, 0]","[748, 727, 532, 439, 685, 712, 442, 622, 571, 739]","[3.0161, 3.0166, 3.0227, 3.0276, 3.0176, 3.0169, 3.0274, 3.0194, 3.0212, 3.0163]","[738, 717, 522, 429, 675, 702, 432, 612, 561, 729]","[2.9758, 2.9751, 2.9659, 2.9586, 2.9736, 2.9746, 2.9589, 2.9709, 2.9683, 2.9755]",621.7,3.02018,611.7,2.96972
"First by Graaskamp: 0.05,Random: 0.5","[10, 0, 0]","[352, 662, 674, 380, 414, 565, 662, 521, 488, 367]","[2.4615, 2.6586, 2.664, 2.4516, 2.4497, 2.6651, 2.6586, 2.605, 2.555, 2.4467]","[162, 217, 219, 170, 179, 195, 217, 191, 188, 167]","[1.1329, 0.8715, 0.8656, 1.0968, 1.0592, 0.9198, 0.8715, 0.955, 0.9843, 1.1133]",508.5,2.56158,190.5,0.98699
"First by Tideman and Chieruzzi: (D, D),First by Grofman","[10, 0, 0]","[556, 733, 733, 487, 586, 652, 616, 625, 598, 736]","[3.0217, 3.0165, 3.0165, 3.0248, 3.0206, 3.0185, 3.0196, 3.0193, 3.0202, 3.0164]","[546, 723, 723, 477, 576, 642, 606, 615, 588, 726]","[2.9674, 2.9753, 2.9753, 2.9627, 2.9691, 2.9722, 2.9706, 2.971, 2.9697, 2.9754]",632.2,3.01941,622.2,2.97087
"First by Downing,First by Tullock","[10, 0, 0]","[217, 225, 195, 277, 278, 199, 250, 284, 269, 224]","[1.2191, 1.2032, 1.25, 1.159, 1.1583, 1.2437, 1.1792, 1.1545, 1.1645, 1.2043]","[182, 195, 160, 247, 248, 164, 220, 254, 239, 194]","[1.0225, 1.0428, 1.0256, 1.0335, 1.0333, 1.025, 1.0377, 1.0325, 1.0346, 1.043]",241.8,1.19358,210.3,1.03305
"First by Tideman and Chieruzzi: (D, D),First by Shubik","[10, 0, 0]","[774, 717, 669, 642, 771, 453, 447, 705, 555, 531]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[769, 712, 664, 637, 766, 448, 442, 700, 550, 526]","[2.9806, 2.9791, 2.9776, 2.9766, 2.9805, 2.9669, 2.9664, 2.9787, 2.973, 2.9718]",626.4,3.0,621.4,2.97512
"First by Downing,Random: 0.5","[10, 0, 0]","[465, 625, 728, 455, 633, 621, 675, 639, 427, 521]","[2.9618, 2.9343, 2.9355, 3.0132, 2.9171, 2.9713, 2.9221, 2.9178, 2.986, 2.8785]","[85, 115, 133, 80, 118, 111, 125, 119, 77, 101]","[0.5414, 0.5399, 0.5363, 0.5298, 0.5438, 0.5311, 0.5411, 0.5434, 0.5385, 0.558]",578.9,2.94376,106.4,0.54033
"First by Tideman and Chieruzzi: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[485, 647, 641, 458, 668, 464, 680, 548, 686, 533]","[2.9755, 2.9816, 2.9814, 2.974, 2.9821, 2.9744, 2.9825, 2.9783, 2.9826, 2.9777]","[485, 647, 641, 458, 668, 464, 680, 548, 686, 533]","[2.9755, 2.9816, 2.9814, 2.974, 2.9821, 2.9744, 2.9825, 2.9783, 2.9826, 2.9777]",581.0,2.97901,581.0,2.97901
"First by Feld: 1.0, 0.5, 200,First by Joss: 0.9","[0, 10, 0]","[250, 250, 166, 167, 174, 178, 279, 262, 178, 200]","[1.1062, 1.1062, 1.169, 1.1678, 1.16, 1.1558, 1.0941, 1.1008, 1.1558, 1.1364]","[255, 255, 171, 172, 179, 183, 284, 267, 183, 205]","[1.1283, 1.1283, 1.2042, 1.2028, 1.1933, 1.1883, 1.1137, 1.1218, 1.1883, 1.1648]",210.4,1.13521,215.4,1.16338
"First by Tideman and Chieruzzi: (D, D),Grudger","[10, 0, 0]","[507, 732, 579, 702, 609, 642, 546, 639, 486, 561]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[502, 727, 574, 697, 604, 637, 541, 634, 481, 556]","[2.9704, 2.9795, 2.9741, 2.9786, 2.9754, 2.9766, 2.9725, 2.9765, 2.9691, 2.9733]",600.3,3.0,595.3,2.9746
"First by Feld: 1.0, 0.5, 200,First by Tullock","[0, 10, 0]","[203, 259, 295, 262, 250, 214, 207, 272, 291, 296]","[1.3904, 1.2822, 1.2395, 1.278, 1.2953, 1.3631, 1.38, 1.2651, 1.2436, 1.2385]","[208, 264, 300, 267, 255, 219, 212, 277, 296, 301]","[1.4247, 1.3069, 1.2605, 1.3024, 1.3212, 1.3949, 1.4133, 1.2884, 1.265, 1.2594]",254.9,1.29757,259.9,1.32367
"First by Tideman and Chieruzzi: (D, D),First by Davis: 10","[10, 0, 0]","[555, 441, 744, 423, 501, 765, 456, 519, 762, 585]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[550, 436, 739, 418, 496, 760, 451, 514, 757, 580]","[2.973, 2.966, 2.9798, 2.9645, 2.9701, 2.9804, 2.9671, 2.9711, 2.9803, 2.9744]",575.1,3.0,570.1,2.97267
"First by Feld: 1.0, 0.5, 200,First by Anonymous","[10, 0, 0]","[320, 414, 539, 600, 419, 459, 508, 579, 421, 473]","[2.2695, 2.2623, 2.3233, 2.3346, 2.2649, 2.2836, 2.2679, 2.3441, 2.2513, 2.2632]","[280, 349, 419, 445, 354, 379, 413, 434, 356, 393]","[1.9858, 1.9071, 1.806, 1.7315, 1.9135, 1.8856, 1.8438, 1.7571, 1.9037, 1.8804]",473.2,2.28647,382.2,1.86145
"First by Tideman and Chieruzzi: (D, D),First by Graaskamp: 0.05","[10, 0, 0]","[728, 510, 685, 422, 551, 422, 607, 510, 510, 602]","[2.9959, 3.0, 2.9783, 3.0143, 2.9946, 3.0143, 2.9755, 3.0, 3.0, 2.995]","[673, 470, 640, 382, 511, 382, 567, 470, 470, 557]","[2.7695, 2.7647, 2.7826, 2.7286, 2.7772, 2.7286, 2.7794, 2.7647, 2.7647, 2.7711]",554.7,2.99679,512.2,2.76311
"First by Joss: 0.9,First by Joss: 0.9","[5, 5, 0]","[201, 187, 174, 248, 182, 212, 262, 149, 190, 240]","[1.0308, 1.0331, 1.0357, 1.0248, 1.0341, 1.0291, 1.0234, 1.042, 1.0326, 1.0256]","[206, 192, 179, 253, 187, 217, 267, 154, 195, 245]","[1.0564, 1.0608, 1.0655, 1.0455, 1.0625, 1.0534, 1.043, 1.0769, 1.0598, 1.047]",204.5,1.03112,209.5,1.05708
"First by Tideman and Chieruzzi: (D, D),First by Downing","[10, 0, 0]","[237, 215, 238, 177, 226, 220, 223, 228, 213, 220]","[1.1618, 1.1813, 1.161, 1.2292, 1.171, 1.1765, 1.1737, 1.1692, 1.1833, 1.1765]","[207, 185, 208, 147, 196, 190, 193, 198, 183, 190]","[1.0147, 1.0165, 1.0146, 1.0208, 1.0155, 1.016, 1.0158, 1.0154, 1.0167, 1.016]",219.7,1.17835,189.7,1.0162
"First by Joss: 0.9,First by Anonymous","[10, 0, 0]","[392, 463, 502, 413, 344, 406, 405, 619, 346, 352]","[2.3473, 2.3622, 2.3791, 2.3466, 2.4225, 2.3605, 2.3684, 2.418, 2.4028, 2.3946]","[342, 398, 432, 358, 294, 351, 350, 534, 296, 302]","[2.0479, 2.0306, 2.0474, 2.0341, 2.0704, 2.0407, 2.0468, 2.0859, 2.0556, 2.0544]",424.2,2.3802,365.7,2.05138
"First by Tideman and Chieruzzi: (D, D),First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[332, 250, 224, 221, 224, 227, 266, 236, 244, 233]","[1.3071, 1.4535, 1.5342, 1.5455, 1.5342, 1.5235, 1.4149, 1.4937, 1.4699, 1.5032]","[332, 250, 224, 221, 224, 227, 266, 236, 244, 233]","[1.3071, 1.4535, 1.5342, 1.5455, 1.5342, 1.5235, 1.4149, 1.4937, 1.4699, 1.5032]",245.7,1.47797,245.7,1.47797
"First by Joss: 0.9,Random: 0.5","[10, 0, 0]","[574, 433, 383, 583, 372, 418, 509, 427, 567, 354]","[2.4741, 2.4885, 2.471, 2.4703, 2.48, 2.503, 2.4951, 2.4971, 2.4868, 2.5106]","[499, 373, 333, 508, 322, 358, 444, 367, 492, 309]","[2.1509, 2.1437, 2.1484, 2.1525, 2.1467, 2.1437, 2.1765, 2.1462, 2.1579, 2.1915]",462.0,2.48765,400.5,2.1558
"First by Tideman and Chieruzzi: (D, D),First by Joss: 0.9","[0, 0, 10]","[213, 300, 211, 194, 237, 197, 301, 249, 307, 215]","[1.3396, 1.2195, 1.3439, 1.3857, 1.2951, 1.3776, 1.2186, 1.2769, 1.2134, 1.3354]","[213, 300, 211, 194, 237, 197, 301, 249, 307, 215]","[1.3396, 1.2195, 1.3439, 1.3857, 1.2951, 1.3776, 1.2186, 1.2769, 1.2134, 1.3354]",242.4,1.30057,242.4,1.30057
"First by Tullock,First by Anonymous","[10, 0, 0]","[524, 489, 405, 352, 328, 497, 554, 319, 388, 416]","[2.211, 2.183, 2.2011, 2.271, 2.2162, 2.1798, 2.216, 2.2465, 2.2299, 2.2246]","[424, 414, 330, 282, 273, 417, 454, 254, 318, 331]","[1.789, 1.8482, 1.7935, 1.8194, 1.8446, 1.8289, 1.816, 1.7887, 1.8276, 1.7701]",427.2,2.21791,349.7,1.8126
"First by Tideman and Chieruzzi: (D, D),First by Tullock","[0, 0, 10]","[337, 273, 226, 257, 243, 303, 272, 275, 303, 305]","[1.2962, 1.3929, 1.5168, 1.4278, 1.4639, 1.3407, 1.3949, 1.3889, 1.3407, 1.3377]","[337, 273, 226, 257, 243, 303, 272, 275, 303, 305]","[1.2962, 1.3929, 1.5168, 1.4278, 1.4639, 1.3407, 1.3949, 1.3889, 1.3407, 1.3377]",279.4,1.39005,279.4,1.39005
"First by Anonymous,First by Anonymous","[5, 5, 0]","[327, 425, 314, 286, 436, 344, 442, 340, 350, 286]","[2.0185, 2.0335, 2.0523, 2.0141, 2.0566, 2.0235, 2.0463, 2.0238, 2.0231, 2.0141]","[397, 515, 374, 351, 516, 414, 527, 410, 425, 351]","[2.4506, 2.4641, 2.4444, 2.4718, 2.434, 2.4353, 2.4398, 2.4405, 2.4566, 2.4718]",355.0,2.03058,428.0,2.4508900000000002
"First by Tideman and Chieruzzi: (D, D),First by Anonymous","[10, 0, 0]","[431, 417, 424, 563, 489, 660, 605, 415, 566, 426]","[2.5353, 2.6063, 2.6012, 2.6186, 2.5337, 2.6295, 2.6078, 2.6433, 2.6204, 2.5818]","[176, 167, 169, 203, 194, 230, 220, 160, 206, 171]","[1.0353, 1.0437, 1.0368, 0.9442, 1.0052, 0.9163, 0.9483, 1.0191, 0.9537, 1.0364]",499.6,2.59779,189.6,0.9939
"Random: 0.5,Random: 0.5","[5, 5, 0]","[362, 416, 386, 392, 411, 496, 473, 326, 459, 338]","[2.2767, 2.2609, 2.2312, 2.2273, 2.2459, 2.2342, 2.2632, 2.2483, 2.2611, 2.2237]","[367, 421, 406, 412, 421, 511, 483, 341, 469, 353]","[2.3082, 2.288, 2.3468, 2.3409, 2.3005, 2.3018, 2.311, 2.3517, 2.3103, 2.3224]",405.9,2.2472499999999997,418.4,2.3181599999999998
"First by Tideman and Chieruzzi: (D, D),Random: 0.5","[10, 0, 0]","[637, 667, 414, 555, 494, 670, 409, 414, 420, 603]","[2.6878, 2.7004, 2.671, 2.6683, 2.6995, 2.68, 2.6558, 2.671, 2.6752, 2.704]","[202, 207, 149, 180, 164, 210, 149, 149, 150, 193]","[0.8523, 0.8381, 0.9613, 0.8654, 0.8962, 0.84, 0.9675, 0.9613, 0.9554, 0.8655]",528.3,2.6813000000000002,175.3,0.9003
"First by Nydegger,First by Nydegger","[0, 0, 10]","[636, 726, 438, 621, 480, 642, 765, 546, 426, 456]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[636, 726, 438, 621, 480, 642, 765, 546, 426, 456]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",573.6,3.0,573.6,3.0
"First by Nydegger,First by Grofman","[0, 0, 10]","[687, 618, 525, 423, 648, 447, 693, 759, 741, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[687, 618, 525, 423, 648, 447, 693, 759, 741, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",614.1,3.0,614.1,3.0
"First by Nydegger,First by Shubik","[0, 0, 10]","[645, 462, 687, 453, 768, 678, 630, 648, 606, 507]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[645, 462, 687, 453, 768, 678, 630, 648, 606, 507]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",608.4,3.0,608.4,3.0
