P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Nydegger,First by Grofman","[0, 0, 10]","[477, 723, 588, 642, 753, 687, 639, 429, 477, 558]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[477, 723, 588, 642, 753, 687, 639, 429, 477, 558]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",597.3,3.0,597.3,3.0
"First by Joss: 0.9,First by Joss: 0.9","[5, 5, 0]","[264, 211, 151, 183, 152, 179, 163, 220, 199, 254]","[1.0435, 1.055, 1.0786, 1.064, 1.078, 1.0655, 1.0724, 1.0526, 1.0585, 1.0453]","[259, 206, 146, 178, 147, 174, 158, 215, 194, 249]","[1.0237, 1.03, 1.0429, 1.0349, 1.0426, 1.0357, 1.0395, 1.0287, 1.0319, 1.0247]",197.6,1.06134,192.6,1.03346
"First by Nydegger,First by Shubik","[0, 0, 10]","[663, 513, 765, 465, 609, 462, 528, 564, 627, 531]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[663, 513, 765, 465, 609, 462, 528, 564, 627, 531]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",572.7,3.0,572.7,3.0
"First by Joss: 0.9,First by Anonymous","[10, 0, 0]","[514, 326, 503, 479, 334, 388, 460, 364, 553, 447]","[2.2348, 2.2483, 2.2257, 2.2279, 2.2721, 2.2299, 2.233, 2.275, 2.248, 2.235]","[454, 296, 448, 424, 299, 348, 405, 324, 493, 397]","[1.9739, 2.0414, 1.9823, 1.9721, 2.034, 2.0, 1.966, 2.025, 2.0041, 1.985]",436.8,2.24297,388.8,1.99838
"First by Nydegger,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[477, 585, 492, 618, 489, 624, 720, 762, 726, 480]","[2.9627, 2.9695, 2.9639, 2.9712, 2.9636, 2.9714, 2.9752, 2.9766, 2.9754, 2.963]","[487, 595, 502, 628, 499, 634, 730, 772, 736, 490]","[3.0248, 3.0203, 3.0241, 3.0192, 3.0242, 3.019, 3.0165, 3.0156, 3.0164, 3.0247]",597.3,2.96925,607.3,3.02048
"First by Tullock,First by Tullock","[5, 5, 0]","[297, 288, 343, 243, 341, 320, 245, 272, 263, 259]","[1.3879, 1.4049, 1.3192, 1.5188, 1.3217, 1.3502, 1.5123, 1.4392, 1.4611, 1.4716]","[307, 298, 353, 253, 351, 330, 255, 282, 273, 269]","[1.4346, 1.4537, 1.3577, 1.5813, 1.3605, 1.3924, 1.5741, 1.4921, 1.5167, 1.5284]",287.1,1.41869,297.1,1.46915
"First by Nydegger,Grudger","[0, 0, 10]","[720, 621, 444, 654, 564, 633, 528, 513, 774, 660]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[720, 621, 444, 654, 564, 633, 528, 513, 774, 660]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",611.1,3.0,611.1,3.0
"First by Tullock,Random: 0.5","[10, 0, 0]","[402, 407, 552, 549, 351, 481, 375, 569, 401, 374]","[2.221, 2.2363, 2.2623, 2.278, 2.2357, 2.2689, 2.1802, 2.2851, 2.2278, 2.1871]","[362, 362, 482, 479, 311, 411, 345, 489, 361, 344]","[2.0, 1.989, 1.9754, 1.9876, 1.9809, 1.9387, 2.0058, 1.9639, 2.0056, 2.0117]",446.1,2.2382400000000002,394.6,1.98586
"First by Nydegger,First by Davis: 10","[0, 0, 10]","[432, 690, 645, 651, 636, 486, 621, 507, 690, 666]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[432, 690, 645, 651, 636, 486, 621, 507, 690, 666]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",602.4,3.0,602.4,3.0
"First by Anonymous,Random: 0.5","[6, 3, 1]","[360, 464, 503, 594, 378, 462, 418, 328, 328, 370]","[2.293, 2.2415, 2.2864, 2.2934, 2.2771, 2.2537, 2.3094, 2.3262, 2.3262, 2.2561]","[355, 479, 493, 584, 378, 477, 413, 313, 313, 375]","[2.2611, 2.314, 2.2409, 2.2548, 2.2771, 2.3268, 2.2818, 2.2199, 2.2199, 2.2866]",420.5,2.2862999999999998,418.0,2.26829
"First by Nydegger,First by Graaskamp: 0.05","[0, 10, 0]","[645, 456, 468, 636, 441, 627, 648, 504, 516, 702]","[2.7447, 2.7805, 2.7692, 2.7414, 2.7911, 2.75, 2.7458, 2.7541, 2.7594, 2.7422]","[745, 516, 533, 736, 496, 722, 748, 579, 591, 812]","[3.1702, 3.1463, 3.1538, 3.1724, 3.1392, 3.1667, 3.1695, 3.1639, 3.1604, 3.1719]",564.3,2.75784,647.8,3.16143
"First by Nydegger,First by Downing","[0, 10, 0]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[0.0664, 0.0593, 0.0579, 0.102, 0.0591, 0.0658, 0.1042, 0.0605, 0.102, 0.0735]","[1110, 1245, 1275, 715, 1250, 1120, 700, 1220, 715, 1000]","[4.9115, 4.9209, 4.9228, 4.8639, 4.9213, 4.9123, 4.8611, 4.9194, 4.8639, 4.902]",15.0,0.07507,1035.0,4.89991
"First by Nydegger,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[372, 555, 558, 471, 507, 390, 465, 534, 387, 378]","[2.5655, 2.1595, 2.1462, 2.3668, 2.2335, 2.5161, 2.4093, 2.1975, 2.5294, 2.5541]","[477, 915, 928, 681, 797, 515, 655, 859, 507, 488]","[3.2897, 3.5603, 3.5692, 3.4221, 3.511, 3.3226, 3.3938, 3.535, 3.3137, 3.2973]",461.7,2.36779,682.2,3.42147
"First by Nydegger,First by Joss: 0.9","[0, 10, 0]","[546, 621, 717, 429, 696, 621, 534, 507, 573, 474]","[2.7857, 2.7973, 2.7791, 2.8039, 2.7729, 2.7848, 2.7812, 2.7705, 2.7951, 2.8047]","[616, 696, 812, 479, 791, 701, 604, 577, 643, 529]","[3.1429, 3.1351, 3.1473, 3.1307, 3.1514, 3.1435, 3.1458, 3.153, 3.1366, 3.1302]",571.8,2.78752,644.8,3.14165
"First by Nydegger,First by Tullock","[0, 10, 0]","[690, 678, 615, 627, 447, 513, 426, 696, 495, 696]","[2.8279, 2.825, 2.8341, 2.8371, 2.8113, 2.8343, 2.8212, 2.8293, 2.8286, 2.8293]","[760, 748, 675, 687, 497, 563, 471, 766, 545, 766]","[3.1148, 3.1167, 3.1106, 3.1086, 3.1258, 3.1105, 3.1192, 3.1138, 3.1143, 3.1138]",588.3,2.82781,647.8,3.11481
"First by Nydegger,First by Anonymous","[0, 10, 0]","[402, 360, 318, 240, 336, 300, 402, 270, 354, 402]","[1.5827, 1.6364, 1.6562, 1.6667, 1.6471, 1.6484, 1.5581, 1.6564, 1.6389, 1.5952]","[997, 855, 743, 555, 791, 705, 1017, 630, 839, 987]","[3.9252, 3.8864, 3.8698, 3.8542, 3.8775, 3.8736, 3.9419, 3.865, 3.8843, 3.9167]",338.4,1.6286100000000001,811.9,3.88946
"First by Nydegger,Random: 0.5","[0, 10, 0]","[357, 198, 204, 333, 198, 204, 189, 237, 288, 327]","[1.428, 1.3655, 1.3421, 1.4541, 1.3289, 1.3421, 1.35, 1.4192, 1.4472, 1.4533]","[1012, 593, 624, 923, 613, 624, 574, 677, 803, 907]","[4.048, 4.0897, 4.1053, 4.0306, 4.1141, 4.1053, 4.1, 4.0539, 4.0352, 4.0311]",253.5,1.39304,735.0,4.07132
"First by Grofman,First by Grofman","[0, 0, 10]","[471, 486, 705, 471, 726, 699, 576, 738, 462, 630]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[471, 486, 705, 471, 726, 699, 576, 738, 462, 630]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",596.4,3.0,596.4,3.0
"First by Grofman,First by Shubik","[0, 0, 10]","[609, 684, 684, 702, 591, 552, 489, 603, 501, 762]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[609, 684, 684, 702, 591, 552, 489, 603, 501, 762]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",617.7,3.0,617.7,3.0
"First by Grofman,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[502, 442, 715, 517, 547, 457, 748, 583, 748, 532]","[2.9704, 2.9664, 2.9792, 2.9713, 2.9728, 2.9675, 2.9801, 2.9745, 2.9801, 2.9721]","[507, 447, 720, 522, 552, 462, 753, 588, 753, 537]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",579.1,2.97344,584.1,3.0
"First by Grofman,Grudger","[0, 0, 10]","[723, 780, 627, 570, 444, 570, 651, 546, 597, 762]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[723, 780, 627, 570, 444, 570, 651, 546, 597, 762]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",627.0,3.0,627.0,3.0
"First by Grofman,First by Davis: 10","[0, 0, 10]","[441, 489, 579, 435, 498, 756, 435, 531, 546, 435]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[441, 489, 579, 435, 498, 756, 435, 531, 546, 435]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",514.5,3.0,514.5,3.0
"First by Grofman,First by Graaskamp: 0.05","[10, 0, 0]","[738, 706, 573, 637, 655, 729, 792, 781, 598, 607]","[3.0622, 3.0696, 3.0642, 3.0773, 3.0607, 3.063, 3.1059, 3.1116, 3.0667, 3.0657]","[643, 611, 498, 547, 570, 634, 662, 651, 518, 527]","[2.668, 2.6565, 2.6631, 2.6425, 2.6636, 2.6639, 2.5961, 2.5936, 2.6564, 2.6616]",681.6,3.07469,586.1,2.64653
"First by Grofman,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[335, 470, 333, 381, 484, 399, 347, 430, 429, 430]","[2.2333, 1.9831, 2.2653, 2.1167, 1.9438, 2.089, 2.1824, 2.0188, 2.0236, 2.0188]","[430, 665, 423, 511, 699, 544, 457, 600, 599, 600]","[2.8667, 2.8059, 2.8776, 2.8389, 2.8072, 2.8482, 2.8742, 2.8169, 2.8255, 2.8169]",403.8,2.08748,552.8,2.8378
"First by Grofman,First by Tullock","[0, 10, 0]","[574, 574, 458, 458, 476, 479, 447, 383, 479, 378]","[2.2688, 2.2688, 2.2233, 2.2233, 2.2347, 2.2279, 2.2239, 2.2798, 2.2176, 2.2771]","[664, 664, 548, 548, 566, 574, 532, 443, 579, 438]","[2.6245, 2.6245, 2.6602, 2.6602, 2.6573, 2.6698, 2.6468, 2.6369, 2.6806, 2.6386]",470.6,2.24452,555.6,2.64994
"First by Grofman,Random: 0.5","[0, 10, 0]","[396, 460, 324, 467, 442, 503, 311, 416, 481, 416]","[2.0842, 2.0087, 2.0377, 2.0043, 2.0463, 2.0282, 2.0872, 2.0493, 2.021, 2.0493]","[536, 655, 454, 667, 612, 708, 421, 576, 681, 576]","[2.8211, 2.8603, 2.8553, 2.8627, 2.8333, 2.8548, 2.8255, 2.8374, 2.8613, 2.8374]",421.6,2.04162,588.6,2.84491
"First by Shubik,Grudger","[0, 0, 10]","[597, 732, 663, 762, 429, 471, 693, 660, 600, 498]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[597, 732, 663, 762, 429, 471, 693, 660, 600, 498]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",610.5,3.0,610.5,3.0
"First by Shubik,First by Davis: 10","[0, 0, 10]","[426, 603, 762, 606, 624, 627, 642, 759, 588, 774]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[426, 603, 762, 606, 624, 627, 642, 759, 588, 774]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",641.1,3.0,641.1,3.0
"First by Shubik,First by Graaskamp: 0.05","[10, 0, 0]","[575, 665, 550, 729, 734, 570, 685, 692, 743, 751]","[3.4226, 3.5561, 3.3951, 3.1021, 3.0583, 3.4132, 3.5677, 3.5487, 2.972, 2.9109]","[350, 355, 345, 414, 419, 350, 360, 362, 433, 441]","[2.0833, 1.8984, 2.1296, 1.7617, 1.7458, 2.0958, 1.875, 1.8564, 1.732, 1.7093]",669.4,3.29467,382.9,1.88873
"First by Stein and Rapoport: 0.05: (D, D),Grudger","[10, 0, 0]","[657, 780, 741, 438, 618, 429, 702, 771, 657, 624]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[652, 775, 736, 433, 613, 424, 697, 766, 652, 619]","[2.9772, 2.9808, 2.9798, 2.9658, 2.9757, 2.965, 2.9786, 2.9805, 2.9772, 2.976]",641.7,3.0,636.7,2.97566
"First by Stein and Rapoport: 0.05: (D, D),First by Downing","[10, 0, 0]","[379, 364, 396, 333, 511, 559, 492, 338, 411, 446]","[2.3395, 2.3185, 2.3713, 2.2966, 2.4806, 2.2724, 2.5759, 2.2533, 2.4176, 2.5198]","[194, 179, 206, 163, 226, 264, 212, 168, 206, 206]","[1.1975, 1.1401, 1.2335, 1.1241, 1.0971, 1.0732, 1.1099, 1.12, 1.2118, 1.1638]",422.9,2.38455,202.4,1.1471
"First by Stein and Rapoport: 0.05: (D, D),First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[380, 370, 289, 365, 338, 359, 301, 270, 330, 333]","[1.4729, 1.4919, 1.7305, 1.5021, 1.5648, 1.5148, 1.6816, 1.8243, 1.5865, 1.5782]","[385, 375, 294, 370, 343, 364, 306, 275, 335, 338]","[1.4922, 1.5121, 1.7605, 1.5226, 1.588, 1.5359, 1.7095, 1.8581, 1.6106, 1.6019]",333.5,1.59476,338.5,1.61914
"First by Stein and Rapoport: 0.05: (D, D),First by Joss: 0.9","[0, 10, 0]","[188, 173, 221, 186, 155, 157, 227, 255, 192, 152]","[1.0682, 1.0745, 1.0574, 1.069, 1.0839, 1.0828, 1.0558, 1.0494, 1.0667, 1.0857]","[193, 178, 226, 191, 160, 162, 232, 260, 197, 157]","[1.0966, 1.1056, 1.0813, 1.0977, 1.1189, 1.1172, 1.0791, 1.07, 1.0944, 1.1214]",190.6,1.06934,195.6,1.09822
"First by Stein and Rapoport: 0.05: (D, D),First by Tullock","[5, 1, 4]","[694, 491, 417, 701, 514, 609, 535, 686, 436, 664]","[2.754, 2.8713, 2.8562, 2.749, 2.8556, 2.8592, 2.8457, 2.7886, 2.8312, 2.8255]","[699, 481, 412, 701, 509, 599, 530, 686, 436, 664]","[2.7738, 2.8129, 2.8219, 2.749, 2.8278, 2.8122, 2.8191, 2.7886, 2.8312, 2.8255]",574.7,2.82363,571.7,2.8062
"First by Stein and Rapoport: 0.05: (D, D),First by Anonymous","[10, 0, 0]","[615, 621, 579, 658, 476, 446, 741, 489, 754, 615]","[3.0296, 3.0293, 3.0314, 3.0183, 2.975, 2.9733, 2.9759, 2.9636, 2.9685, 3.0296]","[150, 151, 144, 158, 131, 126, 176, 134, 179, 150]","[0.7389, 0.7366, 0.7539, 0.7248, 0.8187, 0.84, 0.7068, 0.8121, 0.7047, 0.7389]",599.4,2.99945,149.9,0.75754
"First by Stein and Rapoport: 0.05: (D, D),Random: 0.5","[10, 0, 0]","[605, 475, 740, 710, 577, 663, 703, 626, 512, 679]","[3.0556, 3.125, 3.1224, 3.1278, 3.1022, 3.1274, 3.1384, 3.0837, 3.103, 3.1435]","[125, 100, 140, 135, 117, 128, 133, 126, 107, 129]","[0.6313, 0.6579, 0.5907, 0.5947, 0.629, 0.6038, 0.5938, 0.6207, 0.6485, 0.5972]",629.0,3.1129,124.0,0.61676
"Grudger,First by Davis: 10","[0, 0, 10]","[723, 738, 609, 750, 558, 759, 555, 561, 687, 639]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[723, 738, 609, 750, 558, 759, 555, 561, 687, 639]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",657.9,3.0,657.9,3.0
"Grudger,First by Downing","[10, 0, 0]","[253, 257, 185, 253, 266, 262, 267, 182, 208, 171]","[1.0455, 1.0447, 1.0632, 1.0455, 1.0431, 1.0438, 1.043, 1.0643, 1.0558, 1.0688]","[243, 247, 175, 243, 256, 252, 257, 172, 198, 161]","[1.0041, 1.0041, 1.0057, 1.0041, 1.0039, 1.004, 1.0039, 1.0058, 1.0051, 1.0063]",230.4,1.05177,220.4,1.0047
"Grudger,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[242, 280, 214, 279, 177, 279, 178, 216, 230, 256]","[1.1805, 1.1523, 1.209, 1.1529, 1.2643, 1.1529, 1.2624, 1.2067, 1.1917, 1.1689]","[242, 280, 214, 279, 177, 279, 178, 216, 230, 256]","[1.1805, 1.1523, 1.209, 1.1529, 1.2643, 1.1529, 1.2624, 1.2067, 1.1917, 1.1689]",235.1,1.19416,235.1,1.19416
"Grudger,First by Joss: 0.9","[0, 10, 0]","[155, 162, 231, 156, 175, 243, 250, 159, 261, 237]","[1.0764, 1.0728, 1.05, 1.0759, 1.0671, 1.0474, 1.046, 1.0743, 1.044, 1.0487]","[160, 167, 236, 161, 180, 248, 255, 164, 266, 242]","[1.1111, 1.106, 1.0727, 1.1103, 1.0976, 1.069, 1.0669, 1.1081, 1.064, 1.0708]",202.9,1.06026,207.9,1.08765
"Grudger,First by Tullock","[10, 0, 0]","[286, 292, 283, 246, 259, 206, 225, 244, 180, 207]","[1.1579, 1.1542, 1.1598, 1.1884, 1.1773, 1.2335, 1.2097, 1.1902, 1.2766, 1.2321]","[276, 282, 273, 236, 249, 196, 215, 234, 170, 197]","[1.1174, 1.1146, 1.1189, 1.1401, 1.1318, 1.1737, 1.1559, 1.1415, 1.2057, 1.1726]",242.8,1.19797,232.8,1.14722
"Grudger,First by Anonymous","[10, 0, 0]","[526, 544, 718, 561, 697, 414, 545, 704, 705, 431]","[2.9061, 2.9091, 2.8379, 2.8622, 2.8566, 2.9362, 2.8989, 2.8502, 2.8427, 2.9521]","[101, 104, 143, 111, 137, 79, 105, 139, 140, 81]","[0.558, 0.5561, 0.5652, 0.5663, 0.5615, 0.5603, 0.5585, 0.5628, 0.5645, 0.5548]",584.5,2.8851999999999998,114.0,0.5608
"Grudger,Random: 0.5","[10, 0, 0]","[665, 663, 535, 463, 684, 598, 597, 458, 535, 425]","[2.7033, 2.7172, 2.675, 2.6307, 2.7036, 2.6816, 2.6892, 2.6171, 2.675, 2.6899]","[150, 148, 125, 113, 154, 138, 137, 113, 125, 100]","[0.6098, 0.6066, 0.625, 0.642, 0.6087, 0.6188, 0.6171, 0.6457, 0.625, 0.6329]",562.3,2.67826,130.3,0.62316
"First by Davis: 10,First by Davis: 10","[0, 0, 10]","[552, 711, 591, 633, 501, 657, 444, 771, 753, 636]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[552, 711, 591, 633, 501, 657, 444, 771, 753, 636]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",624.9,3.0,624.9,3.0
"First by Davis: 10,First by Graaskamp: 0.05","[10, 0, 0]","[394, 367, 398, 445, 369, 381, 424, 424, 430, 371]","[2.153, 2.3526, 2.1283, 1.9017, 2.3354, 2.2412, 1.9906, 1.9906, 1.9635, 2.3188]","[259, 232, 263, 310, 234, 246, 289, 289, 295, 236]","[1.4153, 1.4872, 1.4064, 1.3248, 1.481, 1.4471, 1.3568, 1.3568, 1.347, 1.475]",400.3,2.1375699999999997,265.3,1.40974
"First by Graaskamp: 0.05,First by Downing","[10, 0, 0]","[503, 646, 727, 497, 561, 491, 456, 727, 820, 456]","[3.1437, 3.1512, 3.1609, 3.1456, 3.1517, 3.1474, 3.1448, 3.1609, 3.166, 3.1448]","[438, 561, 627, 432, 486, 426, 396, 627, 705, 396]","[2.7375, 2.7366, 2.7261, 2.7342, 2.7303, 2.7308, 2.731, 2.7261, 2.722, 2.731]",588.4,3.1517,509.4,2.73056
"First by Graaskamp: 0.05,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[543, 438, 392, 559, 484, 511, 444, 447, 511, 478]","[2.3205, 2.4333, 2.5128, 2.236, 2.396, 2.3879, 2.4396, 2.4293, 2.3767, 2.39]","[768, 578, 492, 829, 654, 691, 584, 592, 696, 648]","[3.2821, 3.2111, 3.1538, 3.316, 3.2376, 3.229, 3.2088, 3.2174, 3.2372, 3.24]",480.7,2.39221,653.2,3.2333
"First by Graaskamp: 0.05,First by Tullock","[0, 0, 10]","[328, 247, 254, 262, 328, 305, 248, 317, 274, 230]","[1.3782, 1.5732, 1.5488, 1.5233, 1.3782, 1.4186, 1.5696, 1.3965, 1.4891, 1.6429]","[328, 247, 254, 262, 328, 305, 248, 317, 274, 230]","[1.3782, 1.5732, 1.5488, 1.5233, 1.3782, 1.4186, 1.5696, 1.3965, 1.4891, 1.6429]",279.3,1.49184,279.3,1.49184
"First by Graaskamp: 0.05,Random: 0.5","[10, 0, 0]","[387, 563, 635, 512, 686, 596, 630, 565, 383, 613]","[2.6149, 2.7598, 2.7371, 2.709, 2.823, 2.6968, 2.7273, 2.7427, 2.6597, 2.7124]","[172, 198, 215, 192, 216, 211, 215, 200, 168, 213]","[1.1622, 0.9706, 0.9267, 1.0159, 0.8889, 0.9548, 0.9307, 0.9709, 1.1667, 0.9425]",557.0,2.71827,200.0,0.99299
"First by Downing,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[444, 450, 561, 510, 540, 531, 498, 429, 477, 462]","[2.3125, 2.3196, 2.2, 2.2467, 2.2314, 2.2311, 2.2432, 2.3966, 2.2607, 2.31]","[659, 665, 896, 790, 845, 831, 773, 604, 732, 687]","[3.4323, 3.4278, 3.5137, 3.4802, 3.4917, 3.4916, 3.482, 3.3743, 3.4692, 3.435]",490.2,2.2751799999999998,748.2,3.45978
"First by Downing,First by Tullock","[10, 0, 0]","[256, 280, 283, 221, 224, 216, 220, 208, 216, 276]","[1.1743, 1.157, 1.1551, 1.2143, 1.2043, 1.2203, 1.2155, 1.2308, 1.2203, 1.1597]","[226, 250, 253, 186, 194, 181, 185, 173, 181, 246]","[1.0367, 1.0331, 1.0327, 1.022, 1.043, 1.0226, 1.0221, 1.0237, 1.0226, 1.0336]",240.0,1.19516,207.5,1.02921
"First by Downing,Random: 0.5","[10, 0, 0]","[736, 761, 634, 634, 667, 639, 711, 467, 571, 526]","[2.9677, 2.9611, 2.9626, 2.9626, 2.991, 2.9721, 2.9749, 2.9371, 2.9895, 2.9551]","[126, 131, 109, 109, 112, 109, 121, 82, 96, 91]","[0.5081, 0.5097, 0.5093, 0.5093, 0.5022, 0.507, 0.5063, 0.5157, 0.5026, 0.5112]",634.6,2.96737,108.6,0.50814
"First by Feld: 1.0, 0.5, 200,First by Joss: 0.9","[0, 10, 0]","[197, 252, 253, 191, 213, 214, 182, 172, 188, 146]","[1.0051, 1.004, 1.004, 1.0053, 1.0047, 1.0047, 1.0055, 1.0058, 1.0053, 1.0069]","[202, 257, 258, 196, 218, 219, 187, 177, 193, 151]","[1.0306, 1.0239, 1.0238, 1.0316, 1.0283, 1.0282, 1.0331, 1.0351, 1.0321, 1.0414]",200.8,1.00513,205.8,1.03081
"First by Feld: 1.0, 0.5, 200,First by Tullock","[10, 0, 0]","[311, 307, 311, 360, 361, 285, 313, 343, 376, 304]","[1.7571, 1.7746, 1.7571, 1.5929, 1.5903, 1.8874, 1.7486, 1.6411, 1.5537, 1.7882]","[296, 292, 296, 345, 346, 270, 298, 328, 361, 289]","[1.6723, 1.6879, 1.6723, 1.5265, 1.5242, 1.7881, 1.6648, 1.5694, 1.4917, 1.7]",327.1,1.7091,312.1,1.62972
"First by Feld: 1.0, 0.5, 200,Random: 0.5","[10, 0, 0]","[560, 412, 355, 385, 593, 501, 377, 567, 427, 515]","[2.5455, 2.5432, 2.4315, 2.5, 2.556, 2.5431, 2.4803, 2.5312, 2.5118, 2.5622]","[380, 302, 285, 295, 398, 346, 292, 387, 312, 350]","[1.7273, 1.8642, 1.9521, 1.9156, 1.7155, 1.7563, 1.9211, 1.7277, 1.8353, 1.7413]",469.2,2.52048,334.7,1.81564
"First by Joss: 0.9,First by Tullock","[0, 0, 10]","[290, 240, 253, 256, 231, 268, 224, 195, 268, 201]","[1.2236, 1.2834, 1.265, 1.2611, 1.2978, 1.2465, 1.3099, 1.3732, 1.2465, 1.3581]","[290, 240, 253, 256, 231, 268, 224, 195, 268, 201]","[1.2236, 1.2834, 1.265, 1.2611, 1.2978, 1.2465, 1.3099, 1.3732, 1.2465, 1.3581]",242.6,1.28651,242.6,1.28651
"First by Joss: 0.9,Random: 0.5","[10, 0, 0]","[402, 344, 429, 517, 325, 507, 588, 518, 448, 551]","[2.3237, 2.2933, 2.2819, 2.308, 2.2887, 2.3257, 2.2791, 2.3022, 2.2741, 2.3054]","[342, 294, 374, 447, 285, 432, 518, 448, 388, 481]","[1.9769, 1.96, 1.9894, 1.9955, 2.007, 1.9817, 2.0078, 1.9911, 1.9695, 2.0126]",462.9,2.29821,400.9,1.98915
"First by Tullock,First by Anonymous","[9, 0, 1]","[595, 355, 363, 467, 557, 326, 389, 395, 432, 476]","[2.3152, 2.2756, 2.2547, 2.3005, 2.3602, 2.2639, 2.2486, 2.2571, 2.25, 2.3107]","[555, 345, 363, 427, 497, 311, 379, 380, 412, 431]","[2.1595, 2.2115, 2.2547, 2.1034, 2.1059, 2.1597, 2.1908, 2.1714, 2.1458, 2.0922]",435.5,2.28365,410.0,2.15949
"First by Anonymous,First by Anonymous","[4, 4, 2]","[529, 520, 421, 442, 347, 347, 506, 473, 465, 470]","[2.1592, 2.2034, 2.3389, 2.2437, 2.3767, 2.3605, 2.2291, 2.2, 2.2038, 2.217]","[584, 550, 396, 442, 317, 322, 521, 493, 480, 480]","[2.3837, 2.3305, 2.2, 2.2437, 2.1712, 2.1905, 2.2952, 2.293, 2.2749, 2.2642]",452.0,2.25323,458.5,2.26469
"Random: 0.5,Random: 0.5","[5, 5, 0]","[372, 543, 566, 369, 482, 429, 388, 408, 338, 484]","[2.241, 2.2625, 2.2823, 2.2364, 2.2844, 2.2344, 2.269, 2.2541, 2.2092, 2.2723]","[342, 483, 501, 339, 432, 404, 348, 378, 323, 434]","[2.0602, 2.0125, 2.0202, 2.0545, 2.0474, 2.1042, 2.0351, 2.0884, 2.1111, 2.0376]",437.9,2.25456,398.4,2.05712
