P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Nydegger,First by Grofman","[0, 0, 10]","[675, 780, 657, 462, 720, 684, 444, 756, 747, 735]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[675, 780, 657, 462, 720, 684, 444, 756, 747, 735]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",666.0,3.0,666.0,3.0
"First by Tullock,First by Tullock","[5, 5, 0]","[270, 263, 334, 346, 291, 286, 274, 287, 269, 272]","[1.4835, 1.5029, 1.3577, 1.3411, 1.4335, 1.4444, 1.4731, 1.4422, 1.4862, 1.4783]","[260, 253, 324, 336, 281, 276, 264, 277, 259, 262]","[1.4286, 1.4457, 1.3171, 1.3023, 1.3842, 1.3939, 1.4194, 1.392, 1.4309, 1.4239]",289.2,1.44429,279.2,1.3938
"First by Nydegger,First by Shubik","[0, 0, 10]","[573, 675, 558, 702, 600, 711, 612, 711, 552, 534]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[573, 675, 558, 702, 600, 711, 612, 711, 552, 534]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",622.8,3.0,622.8,3.0
"First by Tullock,Random: 0.5","[3, 6, 1]","[538, 512, 372, 407, 526, 372, 323, 446, 368, 337]","[2.2605, 2.2456, 2.1136, 2.1765, 2.2575, 2.1136, 2.1391, 2.2079, 2.1647, 2.1603]","[508, 492, 397, 412, 501, 397, 338, 446, 383, 347]","[2.1345, 2.1579, 2.2557, 2.2032, 2.1502, 2.2557, 2.2384, 2.2079, 2.2529, 2.2244]",420.1,2.18393,422.1,2.20808
"First by Nydegger,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[708, 693, 522, 501, 699, 735, 543, 636, 561, 693]","[2.9748, 2.9742, 2.9659, 2.9645, 2.9745, 2.9757, 2.9672, 2.972, 2.9683, 2.9742]","[718, 703, 532, 511, 709, 745, 553, 646, 571, 703]","[3.0168, 3.0172, 3.0227, 3.0237, 3.017, 3.0162, 3.0219, 3.0187, 3.0212, 3.0172]",629.1,2.97113,639.1,3.01926
"First by Anonymous,Random: 0.5","[3, 5, 2]","[563, 449, 428, 497, 459, 378, 481, 346, 335, 357]","[2.2253, 2.245, 2.2766, 2.2089, 2.2067, 2.2635, 2.1765, 2.2914, 2.2789, 2.3032]","[593, 449, 423, 522, 479, 383, 516, 341, 335, 352]","[2.3439, 2.245, 2.25, 2.32, 2.3029, 2.2934, 2.3348, 2.2583, 2.2789, 2.271]",429.3,2.2476,439.3,2.28982
"First by Nydegger,Grudger","[0, 0, 10]","[684, 765, 540, 633, 579, 759, 498, 492, 483, 591]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[684, 765, 540, 633, 579, 759, 498, 492, 483, 591]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",602.4,3.0,602.4,3.0
"First by Nydegger,First by Davis: 10","[0, 0, 10]","[552, 705, 492, 681, 771, 708, 498, 780, 639, 756]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[552, 705, 492, 681, 771, 708, 498, 780, 639, 756]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",658.2,3.0,658.2,3.0
"First by Nydegger,First by Graaskamp: 0.05","[0, 10, 0]","[507, 414, 453, 531, 660, 672, 663, 636, 426, 663]","[2.7705, 2.7785, 2.7791, 2.7656, 2.7731, 2.7654, 2.7625, 2.7652, 2.7843, 2.7625]","[577, 469, 513, 606, 750, 767, 758, 726, 481, 758]","[3.153, 3.1477, 3.1472, 3.1562, 3.1513, 3.1564, 3.1583, 3.1565, 3.1438, 3.1583]",562.5,2.77067,640.5,3.15287
"First by Nydegger,First by Downing","[0, 10, 0]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[0.0685, 0.092, 0.0649, 0.0904, 0.0636, 0.0615, 0.0718, 0.0691, 0.0877, 0.0993]","[1075, 795, 1135, 810, 1160, 1200, 1025, 1065, 835, 735]","[4.9087, 4.8773, 4.9134, 4.8795, 4.9153, 4.918, 4.9043, 4.9078, 4.883, 4.8675]",15.0,0.07688,983.5,4.89748
"First by Nydegger,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[366, 492, 477, 504, 492, 489, 387, 459, 414, 447]","[2.3165, 1.9839, 2.0649, 1.9688, 2.0082, 2.0546, 2.2632, 2.1449, 2.25, 2.2129]","[546, 912, 837, 944, 897, 864, 597, 764, 644, 712]","[3.4557, 3.6774, 3.6234, 3.6875, 3.6612, 3.6303, 3.4912, 3.5701, 3.5, 3.5248]",452.7,2.12679,771.7,3.58216
"First by Nydegger,First by Joss: 0.9","[0, 10, 0]","[483, 555, 609, 543, 660, 471, 510, 525, 537, 588]","[2.6833, 2.6812, 2.6828, 2.6881, 2.6939, 2.6914, 2.6984, 2.6923, 2.6985, 2.6849]","[578, 665, 729, 648, 785, 561, 605, 625, 637, 703]","[3.2111, 3.2126, 3.2115, 3.2079, 3.2041, 3.2057, 3.2011, 3.2051, 3.201, 3.21]",548.1,2.68948,653.6,3.20701
"First by Nydegger,First by Tullock","[0, 10, 0]","[609, 555, 594, 486, 582, 630, 480, 501, 636, 402]","[2.6711, 2.6683, 2.6637, 2.6557, 2.682, 2.6695, 2.6519, 2.6508, 2.6611, 2.68]","[734, 670, 719, 591, 697, 760, 585, 611, 771, 482]","[3.2193, 3.2212, 3.2242, 3.2295, 3.212, 3.2203, 3.232, 3.2328, 3.2259, 3.2133]",547.5,2.66541,662.0,3.22305
"First by Nydegger,First by Anonymous","[0, 10, 0]","[270, 303, 369, 237, 228, 285, 243, 339, 351, 318]","[1.5341, 1.5075, 1.4701, 1.539, 1.52, 1.4844, 1.4908, 1.4675, 1.4504, 1.493]","[700, 803, 1009, 612, 598, 770, 653, 929, 976, 853]","[3.9773, 3.995, 4.0199, 3.974, 3.9867, 4.0104, 4.0061, 4.0216, 4.0331, 4.0047]",294.3,1.49568,790.3,4.00288
"First by Nydegger,Random: 0.5","[0, 10, 0]","[352, 268, 271, 262, 265, 298, 370, 274, 247, 289]","[1.4667, 1.4255, 1.4339, 1.4802, 1.4247, 1.419, 1.4625, 1.4051, 1.436, 1.4029]","[952, 748, 751, 697, 740, 838, 1005, 779, 682, 824]","[3.9667, 3.9787, 3.9735, 3.9379, 3.9785, 3.9905, 3.9723, 3.9949, 3.9651, 4.0]",289.6,1.4356499999999999,801.6,3.97581
"First by Grofman,First by Grofman","[0, 0, 10]","[468, 735, 543, 510, 426, 504, 441, 597, 723, 777]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[468, 735, 543, 510, 426, 504, 441, 597, 723, 777]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",572.4,3.0,572.4,3.0
"First by Grofman,First by Shubik","[0, 0, 10]","[543, 681, 654, 606, 420, 564, 471, 729, 579, 768]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[543, 681, 654, 606, 420, 564, 471, 729, 579, 768]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",601.5,3.0,601.5,3.0
"First by Grofman,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[667, 487, 661, 490, 421, 745, 655, 601, 484, 454]","[2.9777, 2.9695, 2.9775, 2.9697, 2.9648, 2.98, 2.9773, 2.9752, 2.9693, 2.9673]","[672, 492, 666, 495, 426, 750, 660, 606, 489, 459]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",566.5,2.97283,571.5,3.0
"First by Grofman,Grudger","[0, 0, 10]","[546, 537, 471, 747, 678, 528, 507, 480, 618, 642]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[546, 537, 471, 747, 678, 528, 507, 480, 618, 642]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",575.4,3.0,575.4,3.0
"First by Grofman,First by Davis: 10","[0, 0, 10]","[588, 747, 441, 498, 453, 678, 705, 423, 717, 594]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[588, 747, 441, 498, 453, 678, 705, 423, 717, 594]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",584.4,3.0,584.4,3.0
"First by Grofman,First by Graaskamp: 0.05","[10, 0, 0]","[751, 700, 654, 697, 576, 453, 615, 674, 437, 528]","[2.9684, 2.9915, 2.9196, 2.9914, 2.9538, 2.9608, 2.9426, 2.9561, 2.9527, 2.9831]","[706, 645, 639, 642, 546, 428, 590, 639, 417, 488]","[2.7905, 2.7564, 2.8527, 2.7554, 2.8, 2.7974, 2.823, 2.8026, 2.8176, 2.7571]",608.5,2.962,574.0,2.79527
"First by Grofman,First by Downing","[0, 10, 0]","[77, 101, 89, 92, 79, 102, 104, 75, 96, 79]","[0.4783, 0.4469, 0.466, 0.4623, 0.4675, 0.4474, 0.4444, 0.4747, 0.4465, 0.4675]","[532, 761, 634, 662, 564, 767, 789, 525, 726, 564]","[3.3043, 3.3673, 3.3194, 3.3266, 3.3373, 3.364, 3.3718, 3.3228, 3.3767, 3.3373]",89.4,0.46015,652.4,3.34275
"First by Grofman,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[476, 443, 374, 380, 362, 484, 456, 467, 496, 476]","[2.0255, 2.0701, 2.125, 2.1229, 2.142, 2.0, 2.0357, 2.0393, 2.0, 2.0429]","[646, 583, 484, 490, 467, 664, 611, 622, 676, 636]","[2.7489, 2.7243, 2.75, 2.7374, 2.7633, 2.7438, 2.7277, 2.7162, 2.7258, 2.7296]",441.4,2.06034,587.9,2.7367
"First by Grofman,First by Joss: 0.9","[0, 10, 0]","[485, 372, 591, 561, 567, 432, 423, 570, 492, 354]","[2.401, 2.3544, 2.3831, 2.3771, 2.3625, 2.3867, 2.4034, 2.3651, 2.3768, 2.36]","[545, 422, 676, 641, 652, 492, 478, 655, 557, 399]","[2.698, 2.6709, 2.7258, 2.7161, 2.7167, 2.7182, 2.7159, 2.7178, 2.6908, 2.66]",484.7,2.37701,551.7,2.70302
"First by Grofman,First by Tullock","[0, 10, 0]","[549, 390, 406, 466, 346, 432, 463, 492, 337, 476]","[2.1614, 2.0856, 2.1146, 2.1878, 2.1899, 2.1386, 2.1943, 2.1867, 2.2026, 2.1735]","[709, 525, 536, 591, 436, 567, 583, 627, 422, 611]","[2.7913, 2.8075, 2.7917, 2.7746, 2.7595, 2.8069, 2.763, 2.7867, 2.7582, 2.79]",435.7,2.1635,560.7,2.78294
"First by Grofman,First by Anonymous","[0, 10, 0]","[424, 416, 416, 320, 472, 401, 396, 454, 493, 381]","[1.9721, 1.9716, 1.9716, 1.9753, 1.9749, 2.0151, 2.0, 1.9739, 1.9333, 2.0053]","[604, 591, 591, 445, 672, 556, 556, 644, 718, 531]","[2.8093, 2.8009, 2.8009, 2.7469, 2.8117, 2.794, 2.8081, 2.8, 2.8157, 2.7947]",417.3,1.97931,590.8,2.79822
"First by Grofman,Random: 0.5","[0, 10, 0]","[320, 409, 310, 441, 498, 468, 525, 508, 535, 338]","[2.0126, 2.0348, 2.0261, 2.0607, 2.0924, 2.0708, 2.1, 2.0992, 2.098, 2.024]","[455, 559, 435, 591, 648, 623, 680, 658, 695, 468]","[2.8616, 2.7811, 2.8431, 2.7617, 2.7227, 2.7566, 2.72, 2.719, 2.7255, 2.8024]",435.2,2.0618600000000002,581.2,2.76937
"First by Shubik,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[418, 493, 568, 562, 451, 748, 487, 607, 544, 496]","[2.9645, 2.9699, 2.9738, 2.9735, 2.9671, 2.9801, 2.9695, 2.9755, 2.9727, 2.9701]","[423, 498, 573, 567, 456, 753, 492, 612, 549, 501]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",537.4,2.97167,542.4,3.0
"First by Shubik,First by Downing","[0, 10, 0]","[254, 249, 265, 294, 256, 235, 296, 256, 210, 231]","[1.2893, 1.3037, 1.274, 1.2564, 1.2864, 1.3352, 1.2489, 1.2864, 1.3291, 1.343]","[269, 259, 280, 309, 271, 240, 316, 271, 220, 236]","[1.3655, 1.356, 1.3462, 1.3205, 1.3618, 1.3636, 1.3333, 1.3618, 1.3924, 1.3721]",254.6,1.29524,267.1,1.35732
"First by Shubik,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[331, 330, 333, 238, 269, 341, 330, 321, 316, 318]","[1.3792, 1.3808, 1.3704, 1.5762, 1.5028, 1.3586, 1.3808, 1.3957, 1.4044, 1.4009]","[366, 365, 373, 263, 294, 381, 365, 356, 351, 353]","[1.525, 1.5272, 1.535, 1.7417, 1.6425, 1.5179, 1.5272, 1.5478, 1.56, 1.5551]",312.7,1.41498,346.7,1.56794
"First by Shubik,First by Joss: 0.9","[0, 10, 0]","[274, 233, 247, 313, 246, 349, 235, 246, 332, 294]","[1.4652, 1.5329, 1.5153, 1.4227, 1.5185, 1.374, 1.526, 1.5185, 1.3833, 1.4412]","[279, 238, 252, 318, 251, 359, 240, 251, 342, 299]","[1.492, 1.5658, 1.546, 1.4455, 1.5494, 1.4134, 1.5584, 1.5494, 1.425, 1.4657]",276.9,1.46976,282.9,1.50106
"First by Shubik,First by Tullock","[0, 10, 0]","[253, 284, 339, 267, 315, 241, 278, 271, 255, 267]","[1.5241, 1.4271, 1.3191, 1.4751, 1.3578, 1.5752, 1.4404, 1.4649, 1.5179, 1.4751]","[298, 339, 409, 317, 380, 281, 333, 321, 300, 317]","[1.7952, 1.7035, 1.5914, 1.7514, 1.6379, 1.8366, 1.7254, 1.7351, 1.7857, 1.7514]",277.0,1.45767,329.5,1.73136
"First by Shubik,First by Anonymous","[10, 0, 0]","[530, 499, 375, 499, 602, 680, 581, 530, 440, 395]","[2.8962, 2.8352, 2.6786, 2.8352, 2.8531, 2.8099, 2.8621, 2.8962, 2.7848, 2.7431]","[205, 204, 180, 204, 237, 260, 226, 205, 190, 180]","[1.1202, 1.1591, 1.2857, 1.1591, 1.1232, 1.0744, 1.1133, 1.1202, 1.2025, 1.25]",513.1,2.81944,209.1,1.16077
"First by Shubik,Random: 0.5","[10, 0, 0]","[488, 556, 660, 600, 533, 474, 407, 394, 454, 442]","[2.6961, 2.7255, 2.6829, 2.7149, 2.7056, 2.7086, 2.7133, 2.7172, 2.7349, 2.7284]","[218, 236, 275, 250, 233, 214, 192, 189, 204, 202]","[1.2044, 1.1569, 1.1179, 1.1312, 1.1827, 1.2229, 1.28, 1.3034, 1.2289, 1.2469]",500.8,2.71274,221.3,1.20752
"First by Stein and Rapoport: 0.05: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[578, 542, 665, 590, 635, 422, 446, 629, 557, 587]","[2.9794, 2.978, 2.9821, 2.9798, 2.9812, 2.9718, 2.9733, 2.981, 2.9786, 2.9797]","[578, 542, 665, 590, 635, 422, 446, 629, 557, 587]","[2.9794, 2.978, 2.9821, 2.9798, 2.9812, 2.9718, 2.9733, 2.981, 2.9786, 2.9797]",565.1,2.97849,565.1,2.97849
"First by Stein and Rapoport: 0.05: (D, D),First by Davis: 10","[10, 0, 0]","[720, 732, 633, 690, 570, 570, 579, 468, 435, 516]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[715, 727, 628, 685, 565, 565, 574, 463, 430, 511]","[2.9792, 2.9795, 2.9763, 2.9783, 2.9737, 2.9737, 2.9741, 2.9679, 2.9655, 2.9709]",591.3,3.0,586.3,2.97391
"First by Stein and Rapoport: 0.05: (D, D),First by Graaskamp: 0.05","[3, 0, 7]","[401, 516, 511, 396, 641, 596, 406, 646, 566, 656]","[2.6733, 2.6193, 2.6205, 2.6577, 2.5951, 2.6026, 2.6711, 2.5944, 2.6083, 2.6032]","[396, 516, 511, 396, 641, 596, 401, 646, 566, 651]","[2.64, 2.6193, 2.6205, 2.6577, 2.5951, 2.6026, 2.6382, 2.5944, 2.6083, 2.5833]",533.5,2.62455,532.0,2.61594
"Grudger,Grudger","[0, 0, 10]","[666, 741, 618, 774, 435, 510, 603, 519, 498, 606]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[666, 741, 618, 774, 435, 510, 603, 519, 498, 606]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",597.0,3.0,597.0,3.0
"Grudger,First by Graaskamp: 0.05","[10, 0, 0]","[365, 378, 376, 419, 374, 353, 396, 359, 400, 451]","[2.3701, 2.2635, 2.2788, 2.0144, 2.2945, 2.4859, 2.1405, 2.4257, 2.1164, 1.8792]","[230, 243, 241, 284, 239, 218, 261, 224, 265, 316]","[1.4935, 1.4551, 1.4606, 1.3654, 1.4663, 1.5352, 1.4108, 1.5135, 1.4021, 1.3167]",387.1,2.2269,252.1,1.44192
"First by Davis: 10,First by Downing","[0, 10, 0]","[152, 182, 185, 154, 147, 206, 238, 210, 194, 188]","[1.034, 1.052, 1.0511, 1.0336, 1.0352, 1.0457, 1.0393, 1.0448, 1.0486, 1.0503]","[182, 207, 210, 184, 177, 231, 263, 235, 219, 213]","[1.2381, 1.1965, 1.1932, 1.2349, 1.2465, 1.1726, 1.1485, 1.1692, 1.1838, 1.1899]",185.6,1.04346,212.1,1.19732
"First by Davis: 10,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[232, 252, 322, 228, 312, 277, 253, 256, 242, 203]","[1.3728, 1.3333, 1.2432, 1.3818, 1.253, 1.2944, 1.3316, 1.3264, 1.352, 1.45]","[232, 252, 322, 228, 312, 277, 253, 256, 242, 203]","[1.3728, 1.3333, 1.2432, 1.3818, 1.253, 1.2944, 1.3316, 1.3264, 1.352, 1.45]",257.7,1.33385,257.7,1.33385
"First by Davis: 10,First by Joss: 0.9","[0, 0, 10]","[275, 178, 210, 229, 277, 263, 223, 205, 214, 182]","[1.0827, 1.1338, 1.1111, 1.101, 1.082, 1.0868, 1.104, 1.1141, 1.1088, 1.1304]","[275, 178, 210, 229, 277, 263, 223, 205, 214, 182]","[1.0827, 1.1338, 1.1111, 1.101, 1.082, 1.0868, 1.104, 1.1141, 1.1088, 1.1304]",225.6,1.10547,225.6,1.10547
"First by Davis: 10,First by Tullock","[10, 0, 0]","[204, 304, 273, 280, 312, 312, 227, 212, 210, 305]","[1.4468, 1.2614, 1.3, 1.2903, 1.253, 1.253, 1.3841, 1.4228, 1.4286, 1.2603]","[189, 289, 258, 265, 297, 297, 212, 197, 195, 290]","[1.3404, 1.1992, 1.2286, 1.2212, 1.1928, 1.1928, 1.2927, 1.3221, 1.3265, 1.1983]",263.9,1.33003,248.9,1.25146
"First by Davis: 10,First by Anonymous","[10, 0, 0]","[643, 577, 460, 732, 501, 705, 609, 554, 484, 561]","[2.9631, 3.0209, 2.987, 2.928, 3.0, 2.9498, 2.942, 3.0109, 2.9877, 3.0]","[143, 127, 110, 162, 116, 155, 139, 124, 114, 126]","[0.659, 0.6649, 0.7143, 0.648, 0.6946, 0.6485, 0.6715, 0.6739, 0.7037, 0.6738]",582.6,2.97894,131.6,0.67522
"First by Davis: 10,Random: 0.5","[10, 0, 0]","[647, 447, 468, 698, 499, 505, 450, 542, 396, 727]","[2.9409, 2.8654, 2.8364, 2.8724, 2.8352, 2.8371, 2.8302, 2.8377, 2.8085, 2.8398]","[147, 117, 123, 163, 129, 130, 120, 137, 111, 172]","[0.6682, 0.75, 0.7455, 0.6708, 0.733, 0.7303, 0.7547, 0.7173, 0.7872, 0.6719]",537.9,2.85036,134.9,0.72289
"First by Graaskamp: 0.05,First by Graaskamp: 0.05","[0, 0, 10]","[315, 242, 275, 309, 278, 298, 323, 267, 326, 315]","[1.4651, 1.7042, 1.5714, 1.4785, 1.5618, 1.5051, 1.4484, 1.5988, 1.4425, 1.4651]","[315, 242, 275, 309, 278, 298, 323, 267, 326, 315]","[1.4651, 1.7042, 1.5714, 1.4785, 1.5618, 1.5051, 1.4484, 1.5988, 1.4425, 1.4651]",294.8,1.52409,294.8,1.52409
"First by Graaskamp: 0.05,First by Joss: 0.9","[0, 10, 0]","[411, 466, 480, 392, 515, 568, 594, 547, 641, 536]","[2.7039, 2.7251, 2.7273, 2.7413, 2.7249, 2.7177, 2.7248, 2.735, 2.7393, 2.7347]","[451, 506, 520, 422, 560, 623, 649, 592, 696, 581]","[2.9671, 2.9591, 2.9545, 2.951, 2.963, 2.9809, 2.9771, 2.96, 2.9744, 2.9643]",515.0,2.7274,560.0,2.96514
"First by Graaskamp: 0.05,First by Anonymous","[10, 0, 0]","[460, 703, 405, 765, 765, 659, 448, 692, 442, 671]","[2.6901, 2.9538, 2.6645, 2.9883, 2.9883, 2.9159, 2.6826, 2.9447, 2.6788, 2.9174]","[210, 233, 200, 240, 240, 229, 208, 232, 207, 231]","[1.2281, 0.979, 1.3158, 0.9375, 0.9375, 1.0133, 1.2455, 0.9872, 1.2545, 1.0043]",601.0,2.84244,223.0,1.09027
"First by Downing,First by Downing","[0, 0, 10]","[186, 171, 256, 175, 192, 231, 184, 232, 188, 181]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[186, 171, 256, 175, 192, 231, 184, 232, 188, 181]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",199.6,1.0,199.6,1.0
"First by Downing,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[381, 390, 438, 450, 534, 396, 525, 501, 444, 438]","[2.4581, 2.4684, 2.3676, 2.356, 2.0778, 2.4444, 2.1084, 2.2466, 2.3492, 2.3676]","[516, 525, 628, 650, 924, 541, 890, 776, 644, 628]","[3.329, 3.3228, 3.3946, 3.4031, 3.5953, 3.3395, 3.5743, 3.4798, 3.4074, 3.3946]",449.7,2.32441,672.2,3.42404
"First by Downing,First by Joss: 0.9","[0, 10, 0]","[660, 585, 672, 594, 534, 384, 417, 621, 513, 621]","[2.6295, 2.6116, 2.6353, 2.6053, 2.6049, 2.6301, 2.6392, 2.6203, 2.6041, 2.6092]","[810, 725, 822, 739, 664, 469, 507, 766, 638, 771]","[3.2271, 3.2366, 3.2235, 3.2412, 3.239, 3.2123, 3.2089, 3.2321, 3.2386, 3.2395]",560.1,2.61895,691.1,3.22988
"First by Downing,First by Anonymous","[10, 0, 0]","[473, 435, 630, 777, 722, 550, 597, 752, 463, 530]","[3.0127, 3.042, 3.0583, 3.0711, 3.0336, 3.022, 3.0305, 3.082, 2.9871, 3.046]","[78, 70, 100, 122, 117, 90, 97, 117, 78, 85]","[0.4968, 0.4895, 0.4854, 0.4822, 0.4916, 0.4945, 0.4924, 0.4795, 0.5032, 0.4885]",592.9,3.0385299999999997,95.4,0.49036
"First by Feld: 1.0, 0.5, 200,First by Feld: 1.0, 0.5, 200","[5, 5, 0]","[288, 290, 228, 319, 204, 245, 211, 280, 302, 255]","[1.2857, 1.2832, 1.3902, 1.251, 1.4571, 1.3536, 1.4354, 1.2963, 1.2689, 1.3351]","[293, 295, 233, 324, 209, 250, 216, 285, 307, 260]","[1.308, 1.3053, 1.4207, 1.2706, 1.4929, 1.3812, 1.4694, 1.3194, 1.2899, 1.3613]",262.2,1.33565,267.2,1.36187
"First by Feld: 1.0, 0.5, 200,First by Tullock","[0, 0, 10]","[238, 240, 220, 177, 234, 221, 290, 213, 215, 180]","[1.161, 1.1594, 1.1765, 1.2292, 1.1642, 1.1755, 1.1284, 1.1833, 1.1813, 1.2245]","[238, 240, 220, 177, 234, 221, 290, 213, 215, 180]","[1.161, 1.1594, 1.1765, 1.2292, 1.1642, 1.1755, 1.1284, 1.1833, 1.1813, 1.2245]",222.8,1.17833,222.8,1.17833
"First by Feld: 1.0, 0.5, 200,Random: 0.5","[10, 0, 0]","[512, 395, 657, 354, 646, 573, 598, 431, 490, 582]","[2.5729, 2.5, 2.6071, 2.4583, 2.5944, 2.5695, 2.5776, 2.4913, 2.5789, 2.5752]","[392, 320, 462, 294, 461, 428, 438, 346, 370, 432]","[1.9698, 2.0253, 1.8333, 2.0417, 1.8514, 1.9193, 1.8879, 2.0, 1.9474, 1.9115]",523.8,2.55252,394.3,1.93876
"First by Joss: 0.9,First by Tullock","[10, 0, 0]","[257, 256, 248, 188, 180, 268, 193, 290, 293, 246]","[1.1577, 1.1584, 1.1643, 1.2288, 1.2414, 1.1502, 1.2215, 1.1373, 1.1357, 1.1659]","[247, 246, 238, 178, 170, 258, 183, 280, 283, 236]","[1.1126, 1.1131, 1.1174, 1.1634, 1.1724, 1.1073, 1.1582, 1.098, 1.0969, 1.1185]",241.9,1.17612,231.9,1.12578
"First by Joss: 0.9,Random: 0.5","[10, 0, 0]","[578, 575, 594, 340, 518, 513, 364, 467, 382, 583]","[2.3689, 2.3958, 2.376, 2.3944, 2.3981, 2.386, 2.3636, 2.3827, 2.3727, 2.3699]","[493, 485, 504, 290, 438, 438, 314, 397, 322, 498]","[2.0205, 2.0208, 2.016, 2.0423, 2.0278, 2.0372, 2.039, 2.0255, 2.0, 2.0244]",491.4,2.38081,417.9,2.02535
"First by Tullock,First by Anonymous","[10, 0, 0]","[329, 564, 515, 494, 512, 515, 478, 356, 508, 576]","[2.223, 2.2651, 2.2294, 2.2353, 2.2456, 2.2489, 2.2028, 2.2112, 2.2478, 2.2677]","[274, 459, 430, 404, 417, 420, 403, 301, 413, 471]","[1.8514, 1.8434, 1.8615, 1.8281, 1.8289, 1.8341, 1.8571, 1.8696, 1.8274, 1.8543]",484.7,2.23768,399.2,1.84558
"First by Anonymous,First by Anonymous","[4, 4, 2]","[445, 434, 488, 344, 476, 450, 510, 568, 311, 409]","[2.2362, 2.2487, 2.2698, 2.15, 2.2885, 2.25, 2.2667, 2.3279, 2.1448, 2.2228]","[450, 434, 478, 374, 456, 450, 500, 533, 326, 419]","[2.2613, 2.2487, 2.2233, 2.3375, 2.1923, 2.25, 2.2222, 2.1844, 2.2483, 2.2772]",443.5,2.24054,442.0,2.24452
"Random: 0.5,Random: 0.5","[5, 5, 0]","[487, 507, 500, 457, 391, 370, 538, 472, 462, 493]","[2.1549, 2.1483, 2.1459, 2.2736, 2.2343, 2.2424, 2.152, 2.2476, 2.2871, 2.1528]","[547, 572, 570, 472, 411, 385, 598, 497, 472, 558]","[2.4204, 2.4237, 2.4464, 2.3483, 2.3486, 2.3333, 2.392, 2.3667, 2.3366, 2.4367]",467.7,2.20389,508.2,2.38527
