P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Nydegger,First by Grofman","[0, 0, 10]","[684, 582, 681, 654, 597, 513, 687, 537, 519, 660]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[684, 582, 681, 654, 597, 513, 687, 537, 519, 660]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",611.4,3.0,611.4,3.0
"First by Downing,First by Tullock","[10, 0, 0]","[269, 284, 249, 298, 243, 229, 206, 183, 195, 244]","[1.1645, 1.1545, 1.1801, 1.1462, 1.1854, 1.199, 1.2335, 1.2708, 1.25, 1.1845]","[239, 254, 219, 268, 213, 199, 171, 148, 160, 214]","[1.0346, 1.0325, 1.0379, 1.0308, 1.039, 1.0419, 1.024, 1.0278, 1.0256, 1.0388]",240.0,1.19685,208.5,1.03329
"First by Nydegger,First by Shubik","[0, 0, 10]","[636, 465, 507, 426, 435, 711, 774, 645, 738, 555]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[636, 465, 507, 426, 435, 711, 774, 645, 738, 555]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",589.2,3.0,589.2,3.0
"First by Downing,Random: 0.5","[10, 0, 0]","[596, 823, 703, 597, 583, 651, 751, 572, 716, 682]","[3.1702, 3.1776, 3.1525, 3.1587, 3.1858, 3.1449, 3.1423, 3.1778, 3.1404, 3.1869]","[86, 118, 103, 87, 83, 96, 111, 82, 106, 97]","[0.4574, 0.4556, 0.4619, 0.4603, 0.4536, 0.4638, 0.4644, 0.4556, 0.4649, 0.4533]",667.4,3.16371,96.9,0.45908
"First by Nydegger,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[537, 687, 465, 726, 630, 456, 774, 741, 585, 540]","[2.9669, 2.974, 2.9618, 2.9754, 2.9717, 2.961, 2.9769, 2.9759, 2.9695, 2.967]","[547, 697, 475, 736, 640, 466, 784, 751, 595, 550]","[3.0221, 3.0173, 3.0255, 3.0164, 3.0189, 3.026, 3.0154, 3.0161, 3.0203, 3.022]",614.1,2.9700100000000003,624.1,3.02
"First by Feld: 1.0, 0.5, 200,Random: 0.5","[10, 0, 0]","[585, 331, 383, 396, 638, 347, 680, 659, 674, 586]","[2.5658, 2.3643, 2.4088, 2.4146, 2.583, 2.3605, 2.6154, 2.5945, 2.6124, 2.559]","[410, 291, 323, 326, 428, 302, 445, 439, 444, 411]","[1.7982, 2.0786, 2.0314, 1.9878, 1.7328, 2.0544, 1.7115, 1.7283, 1.7209, 1.7948]",527.9,2.5078300000000002,381.9,1.86387
"First by Nydegger,Grudger","[0, 0, 10]","[444, 759, 489, 720, 522, 546, 609, 510, 618, 486]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[444, 759, 489, 720, 522, 546, 609, 510, 618, 486]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",570.3,3.0,570.3,3.0
"First by Joss: 0.9,First by Tullock","[10, 0, 0]","[298, 206, 285, 252, 217, 279, 195, 185, 183, 211]","[1.1506, 1.2335, 1.1585, 1.1831, 1.2191, 1.1625, 1.25, 1.2671, 1.2708, 1.2267]","[293, 201, 280, 247, 212, 274, 190, 180, 178, 206]","[1.1313, 1.2036, 1.1382, 1.1596, 1.191, 1.1417, 1.2179, 1.2329, 1.2361, 1.1977]",231.1,1.21219,226.1,1.185
"First by Nydegger,First by Davis: 10","[0, 0, 10]","[762, 525, 663, 633, 747, 696, 582, 588, 495, 675]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[762, 525, 663, 633, 747, 696, 582, 588, 495, 675]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",636.6,3.0,636.6,3.0
"First by Joss: 0.9,Random: 0.5","[10, 0, 0]","[402, 492, 321, 461, 483, 329, 585, 462, 515, 523]","[2.2971, 2.2569, 2.2606, 2.2488, 2.257, 2.2534, 2.2587, 2.2427, 2.2588, 2.2446]","[362, 447, 296, 416, 433, 299, 530, 417, 470, 478]","[2.0686, 2.0505, 2.0845, 2.0293, 2.0234, 2.0479, 2.0463, 2.0243, 2.0614, 2.0515]",457.3,2.25786,414.8,2.04877
"First by Nydegger,First by Graaskamp: 0.05","[0, 10, 0]","[483, 468, 675, 651, 639, 660, 507, 408, 489, 438]","[2.7919, 2.8024, 2.7551, 2.7585, 2.7662, 2.7615, 2.8011, 2.8138, 2.7943, 2.8077]","[543, 523, 775, 746, 729, 755, 567, 453, 549, 488]","[3.1387, 3.1317, 3.1633, 3.161, 3.1558, 3.159, 3.1326, 3.1241, 3.1371, 3.1282]",541.8,2.78525,612.8,3.14315
"First by Tullock,First by Tullock","[5, 5, 0]","[250, 255, 290, 190, 240, 188, 282, 222, 231, 250]","[1.2077, 1.2028, 1.1741, 1.2925, 1.2183, 1.2966, 1.1799, 1.2402, 1.2287, 1.2077]","[270, 275, 310, 210, 260, 208, 302, 242, 251, 270]","[1.3043, 1.2972, 1.2551, 1.4286, 1.3198, 1.4345, 1.2636, 1.352, 1.3351, 1.3043]",239.8,1.22485,259.8,1.32945
"First by Nydegger,First by Downing","[0, 10, 0]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[0.0694, 0.0872, 0.0888, 0.0781, 0.0743, 0.1042, 0.0794, 0.0862, 0.0664, 0.0798]","[1060, 840, 825, 940, 990, 700, 925, 850, 1110, 920]","[4.9074, 4.8837, 4.8817, 4.8958, 4.901, 4.8611, 4.8942, 4.8851, 4.9115, 4.8936]",15.0,0.08138000000000001,916.0,4.89151
"First by Tullock,Random: 0.5","[10, 0, 0]","[541, 548, 525, 608, 327, 562, 414, 535, 567, 327]","[2.3728, 2.3723, 2.3438, 2.3385, 2.2867, 2.3223, 2.3931, 2.3673, 2.3333, 2.2867]","[486, 488, 485, 528, 317, 502, 359, 485, 502, 317]","[2.1316, 2.1126, 2.1652, 2.0308, 2.2168, 2.0744, 2.0751, 2.146, 2.0658, 2.2168]",495.4,2.34168,446.9,2.12351
"First by Nydegger,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[354, 525, 405, 423, 516, 435, 357, 486, 375, 411]","[2.4755, 2.0508, 2.3684, 2.2989, 2.0476, 2.197, 2.4792, 2.0506, 2.451, 2.3352]","[479, 930, 585, 638, 916, 700, 482, 861, 515, 606]","[3.3497, 3.6328, 3.4211, 3.4674, 3.6349, 3.5354, 3.3472, 3.6329, 3.366, 3.4432]",428.7,2.27542,671.2,3.48306
"First by Anonymous,Random: 0.5","[10, 0, 0]","[438, 394, 545, 363, 582, 545, 341, 435, 428, 438]","[2.3422, 2.3452, 2.3093, 2.3725, 2.2824, 2.3093, 2.3197, 2.3387, 2.3388, 2.3422]","[393, 359, 505, 328, 552, 505, 321, 390, 383, 393]","[2.1016, 2.1369, 2.1398, 2.1438, 2.1647, 2.1398, 2.1837, 2.0968, 2.0929, 2.1016]",450.9,2.33003,412.9,2.13016
"First by Nydegger,First by Joss: 0.9","[0, 10, 0]","[483, 495, 483, 387, 714, 543, 705, 507, 444, 573]","[2.7759, 2.7809, 2.7759, 2.7447, 2.811, 2.7846, 2.82, 2.7857, 2.775, 2.7951]","[548, 560, 548, 447, 794, 613, 780, 572, 504, 643]","[3.1494, 3.1461, 3.1494, 3.1702, 3.126, 3.1436, 3.12, 3.1429, 3.15, 3.1366]",533.4,2.78488,600.9,3.14342
"First by Nydegger,First by Tullock","[0, 10, 0]","[423, 501, 582, 630, 564, 645, 525, 417, 534, 690]","[2.7115, 2.6791, 2.682, 2.6809, 2.673, 2.6875, 2.665, 2.7078, 2.67, 2.6953]","[498, 601, 697, 755, 679, 770, 635, 492, 644, 820]","[3.1923, 3.2139, 3.212, 3.2128, 3.218, 3.2083, 3.2234, 3.1948, 3.22, 3.2031]",551.1,2.68521,659.1,3.20986
"First by Nydegger,First by Anonymous","[0, 10, 0]","[373, 301, 367, 358, 373, 286, 373, 355, 385, 391]","[1.5607, 1.6448, 1.5957, 1.6498, 1.5413, 1.6437, 1.5477, 1.6512, 1.5587, 1.5516]","[938, 706, 897, 838, 953, 671, 948, 830, 970, 991]","[3.9247, 3.8579, 3.9, 3.8618, 3.938, 3.8563, 3.9336, 3.8605, 3.9271, 3.9325]",356.2,1.59452,874.2,3.89924
"First by Nydegger,Random: 0.5","[0, 10, 0]","[265, 316, 364, 355, 391, 343, 355, 265, 352, 325]","[1.6987, 1.672, 1.5424, 1.6063, 1.5333, 1.6256, 1.5919, 1.6987, 1.6, 1.6414]","[565, 696, 899, 830, 976, 788, 840, 565, 827, 735]","[3.6218, 3.6825, 3.8093, 3.7557, 3.8275, 3.7346, 3.7668, 3.6218, 3.7591, 3.7121]",333.1,1.62103,772.1,3.72912
"First by Grofman,First by Grofman","[0, 0, 10]","[459, 747, 558, 615, 558, 606, 513, 570, 462, 690]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[459, 747, 558, 615, 558, 606, 513, 570, 462, 690]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",577.8,3.0,577.8,3.0
"First by Grofman,First by Shubik","[0, 0, 10]","[762, 618, 549, 690, 597, 558, 714, 780, 720, 567]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[762, 618, 549, 690, 597, 558, 714, 780, 720, 567]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",655.5,3.0,655.5,3.0
"First by Grofman,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[774, 429, 573, 615, 756, 495, 501, 708, 561, 483]","[2.9769, 2.9586, 2.9689, 2.971, 2.9764, 2.9641, 2.9645, 2.9748, 2.9683, 2.9632]","[784, 439, 583, 625, 766, 505, 511, 718, 571, 493]","[3.0154, 3.0276, 3.0207, 3.0193, 3.0157, 3.024, 3.0237, 3.0168, 3.0212, 3.0245]",589.5,2.96867,599.5,3.02089
"First by Grofman,Grudger","[0, 0, 10]","[483, 639, 576, 468, 624, 495, 741, 570, 486, 447]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[483, 639, 576, 468, 624, 495, 741, 570, 486, 447]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",552.9,3.0,552.9,3.0
"First by Grofman,First by Davis: 10","[0, 0, 10]","[615, 474, 558, 480, 465, 639, 450, 615, 504, 639]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[615, 474, 558, 480, 465, 639, 450, 615, 504, 639]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",543.9,3.0,543.9,3.0
"First by Grofman,First by Graaskamp: 0.05","[10, 0, 0]","[674, 731, 475, 666, 626, 493, 589, 635, 747, 539]","[3.0224, 2.9959, 3.0645, 3.0136, 3.0242, 3.0432, 3.0205, 3.0238, 3.0, 3.0452]","[609, 676, 415, 606, 566, 438, 534, 575, 687, 479]","[2.7309, 2.7705, 2.6774, 2.7421, 2.7343, 2.7037, 2.7385, 2.7381, 2.759, 2.7062]",617.5,3.02533,558.5,2.73007
"First by Grofman,First by Tullock","[0, 10, 0]","[504, 409, 379, 504, 415, 460, 383, 397, 438, 613]","[2.4231, 2.4491, 2.5099, 2.4231, 2.4556, 2.4731, 2.487, 2.4658, 2.4746, 2.4039]","[599, 484, 434, 599, 490, 535, 443, 462, 513, 743]","[2.8798, 2.8982, 2.8742, 2.8798, 2.8994, 2.8763, 2.8766, 2.8696, 2.8983, 2.9137]",450.2,2.4565200000000003,530.2,2.88659
"First by Grofman,Random: 0.5","[0, 10, 0]","[270, 245, 310, 422, 316, 286, 484, 270, 433, 321]","[1.8121, 1.75, 1.8452, 1.9182, 1.8588, 1.8101, 1.936, 1.8121, 1.9244, 1.8663]","[440, 415, 495, 627, 496, 466, 704, 440, 638, 501]","[2.953, 2.9643, 2.9464, 2.85, 2.9176, 2.9494, 2.816, 2.953, 2.8356, 2.9128]",335.7,1.85332,522.2,2.90981
"First by Shubik,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[463, 442, 484, 631, 673, 460, 499, 436, 580, 514]","[2.9679, 2.9664, 2.9693, 2.9764, 2.9779, 2.9677, 2.9702, 2.966, 2.9744, 2.9711]","[468, 447, 489, 636, 678, 465, 504, 441, 585, 519]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",518.2,2.97073,523.2,3.0
"First by Shubik,First by Graaskamp: 0.05","[10, 0, 0]","[559, 540, 601, 553, 629, 581, 587, 525, 523, 621]","[3.0216, 3.2727, 2.613, 3.1067, 2.4286, 2.7933, 2.7302, 3.5473, 3.5822, 2.4741]","[329, 305, 386, 318, 419, 356, 367, 280, 278, 411]","[1.7784, 1.8485, 1.6783, 1.7865, 1.6178, 1.7115, 1.707, 1.8919, 1.9041, 1.6375]",571.9,2.95697,344.9,1.7561499999999999
"First by Stein and Rapoport: 0.05: (D, D),Grudger","[10, 0, 0]","[672, 765, 696, 483, 477, 765, 504, 651, 735, 666]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[667, 760, 691, 478, 472, 760, 499, 646, 730, 661]","[2.9777, 2.9804, 2.9784, 2.9689, 2.9686, 2.9804, 2.9702, 2.977, 2.9796, 2.9775]",641.4,3.0,636.4,2.97587
"First by Stein and Rapoport: 0.05: (D, D),First by Graaskamp: 0.05","[2, 0, 8]","[656, 666, 496, 426, 416, 446, 621, 641, 511, 656]","[2.6032, 2.5914, 2.6243, 2.646, 2.6497, 2.6391, 2.6092, 2.5951, 2.6205, 2.5929]","[651, 666, 496, 426, 416, 446, 616, 641, 511, 656]","[2.5833, 2.5914, 2.6243, 2.646, 2.6497, 2.6391, 2.5882, 2.5951, 2.6205, 2.5929]",553.5,2.61714,552.5,2.61305
"Grudger,First by Downing","[10, 0, 0]","[192, 218, 167, 193, 220, 171, 203, 169, 237, 164]","[1.0608, 1.0531, 1.0705, 1.0604, 1.0526, 1.0688, 1.0573, 1.0696, 1.0487, 1.0719]","[182, 208, 157, 183, 210, 161, 193, 159, 227, 154]","[1.0055, 1.0048, 1.0064, 1.0055, 1.0048, 1.0063, 1.0052, 1.0063, 1.0044, 1.0065]",193.4,1.06137,183.4,1.00557
"Grudger,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[240, 216, 219, 186, 214, 302, 186, 196, 250, 247]","[1.2183, 1.2486, 1.2443, 1.3007, 1.2515, 1.166, 1.3007, 1.281, 1.2077, 1.2108]","[240, 216, 219, 186, 214, 302, 186, 196, 250, 247]","[1.2183, 1.2486, 1.2443, 1.3007, 1.2515, 1.166, 1.3007, 1.281, 1.2077, 1.2108]",225.6,1.24296,225.6,1.24296
"Grudger,First by Joss: 0.9","[0, 0, 10]","[184, 260, 267, 192, 264, 187, 200, 154, 248, 176]","[1.0636, 1.0442, 1.043, 1.0608, 1.0435, 1.0625, 1.0582, 1.0769, 1.0464, 1.0667]","[184, 260, 267, 192, 264, 187, 200, 154, 248, 176]","[1.0636, 1.0442, 1.043, 1.0608, 1.0435, 1.0625, 1.0582, 1.0769, 1.0464, 1.0667]",213.2,1.05658,213.2,1.05658
"Grudger,First by Tullock","[10, 0, 0]","[299, 319, 293, 230, 248, 265, 210, 251, 226, 250]","[1.2778, 1.2559, 1.2851, 1.3939, 1.3552, 1.325, 1.4483, 1.3495, 1.4037, 1.3514]","[279, 299, 273, 210, 228, 245, 190, 231, 206, 230]","[1.1923, 1.1772, 1.1974, 1.2727, 1.2459, 1.225, 1.3103, 1.2419, 1.2795, 1.2432]",259.1,1.3445799999999999,239.1,1.23854
"Grudger,First by Anonymous","[10, 0, 0]","[457, 624, 744, 812, 481, 508, 663, 604, 581, 664]","[3.2183, 3.2332, 3.2489, 3.2095, 3.2067, 3.2357, 3.25, 3.1958, 3.1923, 3.239]","[72, 94, 109, 122, 76, 78, 98, 94, 91, 99]","[0.507, 0.487, 0.476, 0.4822, 0.5067, 0.4968, 0.4804, 0.4974, 0.5, 0.4829]",613.8,3.22294,93.3,0.49164
"Grudger,Random: 0.5","[10, 0, 0]","[582, 599, 772, 791, 755, 492, 624, 806, 614, 450]","[3.1803, 3.1862, 3.2033, 3.1895, 3.1992, 3.1338, 3.1045, 3.1608, 3.1487, 3.0612]","[92, 94, 117, 121, 115, 82, 104, 126, 99, 80]","[0.5027, 0.5, 0.4855, 0.4879, 0.4873, 0.5223, 0.5174, 0.4941, 0.5077, 0.5442]",648.5,3.1567499999999997,103.0,0.50491
"First by Davis: 10,First by Davis: 10","[0, 0, 10]","[546, 708, 699, 660, 420, 429, 498, 582, 423, 576]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[546, 708, 699, 660, 420, 429, 498, 582, 423, 576]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",554.1,3.0,554.1,3.0
"First by Davis: 10,First by Downing","[0, 10, 0]","[230, 150, 217, 261, 218, 261, 248, 245, 209, 168]","[1.0407, 1.0345, 1.0433, 1.0357, 1.0431, 1.0357, 1.0377, 1.0381, 1.045, 1.0307]","[255, 180, 242, 286, 243, 286, 273, 270, 234, 198]","[1.1538, 1.2414, 1.1635, 1.1349, 1.1627, 1.1349, 1.1423, 1.1441, 1.17, 1.2147]",220.7,1.03845,246.7,1.16623
"First by Davis: 10,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[253, 243, 200, 274, 252, 196, 245, 300, 293, 238]","[1.2048, 1.215, 1.2739, 1.1861, 1.2057, 1.281, 1.2129, 1.1673, 1.172, 1.2205]","[253, 243, 200, 274, 252, 196, 245, 300, 293, 238]","[1.2048, 1.215, 1.2739, 1.1861, 1.2057, 1.281, 1.2129, 1.1673, 1.172, 1.2205]",249.4,1.2139199999999999,249.4,1.2139199999999999
"First by Davis: 10,First by Joss: 0.9","[0, 10, 0]","[179, 251, 272, 207, 189, 228, 260, 240, 160, 241]","[1.0915, 1.0636, 1.0584, 1.0781, 1.0862, 1.0704, 1.0612, 1.0667, 1.1034, 1.0664]","[189, 261, 282, 217, 199, 238, 270, 250, 170, 251]","[1.1524, 1.1059, 1.0973, 1.1302, 1.1437, 1.1174, 1.102, 1.1111, 1.1724, 1.1106]",222.7,1.07459,232.7,1.1243
"First by Davis: 10,First by Tullock","[10, 0, 0]","[237, 292, 225, 226, 238, 209, 207, 251, 205, 228]","[1.3167, 1.2426, 1.3393, 1.3373, 1.3149, 1.375, 1.38, 1.2938, 1.3851, 1.3333]","[217, 272, 205, 206, 218, 189, 187, 231, 185, 208]","[1.2056, 1.1574, 1.2202, 1.2189, 1.2044, 1.2434, 1.2467, 1.1907, 1.25, 1.2164]",231.8,1.3317999999999999,211.8,1.21537
"First by Davis: 10,First by Anonymous","[10, 0, 0]","[445, 670, 509, 696, 553, 571, 735, 734, 603, 626]","[3.0068, 3.0317, 2.9593, 3.013, 3.0054, 3.0053, 3.0372, 3.0456, 3.0455, 3.0537]","[105, 140, 119, 146, 123, 126, 150, 149, 128, 131]","[0.7095, 0.6335, 0.6919, 0.632, 0.6685, 0.6632, 0.6198, 0.6183, 0.6465, 0.639]",614.2,3.02035,131.7,0.65222
"First by Davis: 10,Random: 0.5","[10, 0, 0]","[754, 596, 445, 527, 494, 551, 516, 690, 589, 705]","[2.9339, 2.8792, 2.9276, 2.8956, 2.8555, 2.9, 2.8827, 2.9114, 2.8873, 2.9375]","[164, 141, 110, 127, 124, 131, 126, 155, 139, 155]","[0.6381, 0.6812, 0.7237, 0.6978, 0.7168, 0.6895, 0.7039, 0.654, 0.6814, 0.6458]",586.7,2.90107,137.2,0.68322
"First by Graaskamp: 0.05,First by Graaskamp: 0.05","[0, 0, 10]","[360, 351, 294, 254, 272, 282, 354, 288, 287, 336]","[1.3846, 1.3984, 1.5155, 1.6494, 1.5814, 1.5495, 1.3937, 1.5319, 1.5348, 1.4237]","[360, 351, 294, 254, 272, 282, 354, 288, 287, 336]","[1.3846, 1.3984, 1.5155, 1.6494, 1.5814, 1.5495, 1.3937, 1.5319, 1.5348, 1.4237]",307.8,1.4962900000000001,307.8,1.4962900000000001
"First by Graaskamp: 0.05,First by Joss: 0.9","[0, 10, 0]","[241, 274, 203, 280, 216, 213, 205, 271, 248, 216]","[1.2234, 1.1913, 1.2767, 1.1864, 1.2558, 1.2604, 1.2733, 1.1938, 1.2157, 1.2558]","[251, 284, 213, 290, 226, 223, 215, 281, 258, 226]","[1.2741, 1.2348, 1.3396, 1.2288, 1.314, 1.3195, 1.3354, 1.2379, 1.2647, 1.314]",236.7,1.23326,246.7,1.2862799999999999
"First by Graaskamp: 0.05,First by Anonymous","[10, 0, 0]","[705, 510, 600, 600, 589, 422, 684, 645, 667, 786]","[3.0, 2.9651, 2.9126, 2.9126, 2.9598, 2.8514, 2.9739, 3.0, 2.9644, 3.0231]","[205, 175, 195, 195, 189, 167, 204, 195, 202, 216]","[0.8723, 1.0174, 0.9466, 0.9466, 0.9497, 1.1284, 0.887, 0.907, 0.8978, 0.8308]",620.8,2.95629,194.3,0.93836
"First by Downing,First by Downing","[0, 0, 10]","[209, 158, 238, 206, 239, 201, 193, 186, 206, 188]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[209, 158, 238, 206, 239, 201, 193, 186, 206, 188]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",202.4,1.0,202.4,1.0
"First by Downing,First by Joss: 0.9","[0, 10, 0]","[516, 516, 672, 651, 570, 636, 414, 537, 525, 426]","[2.7016, 2.7016, 2.7097, 2.7012, 2.7014, 2.7064, 2.7059, 2.7121, 2.7062, 2.6962]","[606, 606, 787, 766, 670, 746, 484, 627, 615, 501]","[3.1728, 3.1728, 3.1734, 3.1784, 3.1754, 3.1745, 3.1634, 3.1667, 3.1701, 3.1709]",546.3,2.70423,640.8,3.17184
"First by Downing,First by Anonymous","[10, 0, 0]","[734, 602, 476, 528, 521, 492, 739, 481, 751, 540]","[3.0082, 3.01, 2.9383, 2.9663, 2.9771, 2.9639, 3.0163, 2.9509, 3.0161, 2.967]","[149, 127, 111, 118, 116, 112, 149, 111, 151, 120]","[0.6107, 0.635, 0.6852, 0.6629, 0.6629, 0.6747, 0.6082, 0.681, 0.6064, 0.6593]",586.4,2.98141,126.4,0.64863
"First by Feld: 1.0, 0.5, 200,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[272, 321, 231, 319, 270, 321, 267, 293, 219, 269]","[1.3014, 1.2442, 1.375, 1.2461, 1.3043, 1.2442, 1.3088, 1.2739, 1.4038, 1.3058]","[272, 321, 231, 319, 270, 321, 267, 293, 219, 269]","[1.3014, 1.2442, 1.375, 1.2461, 1.3043, 1.2442, 1.3088, 1.2739, 1.4038, 1.3058]",278.2,1.30075,278.2,1.30075
"First by Feld: 1.0, 0.5, 200,First by Joss: 0.9","[0, 0, 10]","[255, 221, 245, 238, 207, 198, 276, 208, 240, 281]","[1.1283, 1.151, 1.1343, 1.1388, 1.1629, 1.1716, 1.1174, 1.162, 1.1374, 1.1151]","[255, 221, 245, 238, 207, 198, 276, 208, 240, 281]","[1.1283, 1.151, 1.1343, 1.1388, 1.1629, 1.1716, 1.1174, 1.162, 1.1374, 1.1151]",236.9,1.14188,236.9,1.14188
"First by Feld: 1.0, 0.5, 200,First by Tullock","[0, 10, 0]","[242, 233, 205, 221, 234, 309, 200, 224, 251, 254]","[1.3152, 1.3314, 1.3946, 1.3558, 1.3295, 1.2311, 1.4085, 1.3494, 1.3005, 1.2959]","[247, 238, 210, 226, 239, 314, 205, 229, 256, 259]","[1.3424, 1.36, 1.4286, 1.3865, 1.358, 1.251, 1.4437, 1.3795, 1.3264, 1.3214]",237.3,1.3311899999999999,242.3,1.35975
"First by Feld: 1.0, 0.5, 200,First by Anonymous","[10, 0, 0]","[459, 565, 533, 412, 381, 591, 609, 374, 585, 428]","[2.522, 2.4781, 2.5142, 2.4819, 2.4114, 2.4728, 2.4857, 2.4129, 2.4788, 2.474]","[344, 400, 378, 327, 316, 411, 419, 314, 405, 338]","[1.8901, 1.7544, 1.783, 1.9699, 2.0, 1.7197, 1.7102, 2.0258, 1.7161, 1.9538]",493.7,2.47318,365.2,1.8523
"First by Joss: 0.9,First by Joss: 0.9","[5, 5, 0]","[150, 164, 262, 178, 268, 201, 192, 187, 206, 232]","[1.0563, 1.0513, 1.0315, 1.0471, 1.0308, 1.0415, 1.0435, 1.0447, 1.0404, 1.0357]","[145, 159, 257, 173, 263, 196, 187, 182, 201, 227]","[1.0211, 1.0192, 1.0118, 1.0176, 1.0115, 1.0155, 1.0163, 1.0168, 1.0152, 1.0134]",204.0,1.04228,199.0,1.01584
"First by Joss: 0.9,First by Anonymous","[10, 0, 0]","[633, 500, 505, 397, 377, 625, 605, 545, 463, 492]","[2.4535, 2.451, 2.4634, 2.4506, 2.4323, 2.4414, 2.4694, 2.4661, 2.4628, 2.4478]","[568, 455, 455, 357, 342, 565, 540, 495, 418, 447]","[2.2016, 2.2304, 2.2195, 2.2037, 2.2065, 2.207, 2.2041, 2.2398, 2.2234, 2.2239]",514.2,2.45383,464.2,2.21599
"First by Tullock,First by Anonymous","[10, 0, 0]","[348, 377, 553, 567, 462, 355, 431, 349, 445, 445]","[2.3836, 2.4167, 2.3734, 2.3724, 2.3216, 2.3826, 2.3552, 2.3741, 2.367, 2.367]","[313, 322, 488, 502, 417, 315, 381, 314, 390, 390]","[2.1438, 2.0641, 2.0944, 2.1004, 2.0955, 2.1141, 2.082, 2.1361, 2.0745, 2.0745]",433.2,2.37136,383.2,2.09794
"First by Anonymous,First by Anonymous","[5, 5, 0]","[344, 363, 550, 532, 347, 506, 332, 561, 440, 516]","[2.2933, 2.2547, 2.2727, 2.313, 2.2829, 2.3426, 2.338, 2.253, 2.3529, 2.3348]","[319, 348, 520, 487, 327, 446, 292, 541, 390, 456]","[2.1267, 2.1615, 2.1488, 2.1174, 2.1513, 2.0648, 2.0563, 2.1727, 2.0856, 2.0633]",449.1,2.3037900000000002,412.6,2.11484
"Random: 0.5,Random: 0.5","[5, 5, 0]","[539, 404, 352, 462, 345, 382, 557, 455, 454, 457]","[2.1304, 2.2955, 2.3311, 2.2105, 2.3469, 2.3152, 2.1506, 2.2087, 2.2146, 2.1971]","[569, 369, 317, 457, 305, 342, 577, 455, 454, 457]","[2.249, 2.0966, 2.0993, 2.1866, 2.0748, 2.0727, 2.2278, 2.2087, 2.2146, 2.1971]",440.7,2.24006,430.2,2.16272
