P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Nydegger,First by Grofman","[0, 0, 10]","[705, 603, 423, 660, 678, 447, 732, 774, 693, 672]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[705, 603, 423, 660, 678, 447, 732, 774, 693, 672]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",638.7,3.0,638.7,3.0
"Random: 0.5,Random: 0.5","[5, 5, 0]","[505, 452, 452, 475, 359, 461, 397, 452, 491, 461]","[2.0868, 2.1121, 2.1121, 2.0925, 2.2025, 2.0955, 2.1694, 2.1121, 2.0983, 2.1147]","[565, 482, 482, 520, 369, 501, 407, 482, 541, 491]","[2.3347, 2.2523, 2.2523, 2.2907, 2.2638, 2.2773, 2.224, 2.2523, 2.312, 2.2523]",450.5,2.1196,484.0,2.27117
"First by Nydegger,First by Shubik","[0, 0, 10]","[693, 780, 732, 630, 633, 501, 648, 564, 642, 717]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[693, 780, 732, 630, 633, 501, 648, 564, 642, 717]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",654.0,3.0,654.0,3.0
"First by Nydegger,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[663, 738, 570, 426, 768, 450, 744, 720, 429, 600]","[2.9731, 2.9758, 2.9688, 2.9583, 2.9767, 2.9605, 2.976, 2.9752, 2.9586, 2.9703]","[673, 748, 580, 436, 778, 460, 754, 730, 439, 610]","[3.0179, 3.0161, 3.0208, 3.0278, 3.0155, 3.0263, 3.016, 3.0165, 3.0276, 3.0198]",610.8,2.9693300000000002,620.8,3.02043
"First by Nydegger,Grudger","[0, 0, 10]","[423, 627, 744, 534, 441, 438, 546, 426, 432, 687]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[423, 627, 744, 534, 441, 438, 546, 426, 432, 687]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",529.8,3.0,529.8,3.0
"First by Nydegger,First by Davis: 10","[0, 0, 10]","[570, 510, 540, 759, 618, 456, 483, 585, 771, 465]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[570, 510, 540, 759, 618, 456, 483, 585, 771, 465]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",575.7,3.0,575.7,3.0
"First by Nydegger,First by Graaskamp: 0.05","[0, 10, 0]","[414, 657, 549, 582, 543, 519, 510, 543, 585, 717]","[2.8356, 2.7839, 2.7868, 2.7847, 2.799, 2.8054, 2.8022, 2.799, 2.7857, 2.7683]","[454, 742, 619, 657, 608, 579, 570, 608, 660, 817]","[3.1096, 3.1441, 3.1421, 3.1435, 3.134, 3.1297, 3.1319, 3.134, 3.1429, 3.1544]",561.9,2.79506,631.4,3.1366199999999997
"First by Nydegger,First by Downing","[0, 10, 0]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[0.0605, 0.0857, 0.0847, 0.062, 0.0743, 0.098, 0.0993, 0.0714, 0.0704, 0.0628]","[1220, 855, 865, 1190, 990, 745, 735, 1030, 1045, 1175]","[4.9194, 4.8857, 4.887, 4.9174, 4.901, 4.8693, 4.8675, 4.9048, 4.9061, 4.9163]",15.0,0.07691,985.0,4.89745
"First by Nydegger,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[492, 495, 393, 363, 474, 354, 429, 558, 558, 516]","[2.2162, 2.2197, 2.3118, 2.3725, 2.2679, 2.3919, 2.2941, 2.1628, 2.1628, 2.1772]","[782, 785, 588, 523, 729, 504, 649, 918, 918, 841]","[3.5225, 3.5202, 3.4588, 3.4183, 3.488, 3.4054, 3.4706, 3.5581, 3.5581, 3.5485]",463.2,2.25769,723.7,3.49485
"First by Nydegger,First by Joss: 0.9","[0, 10, 0]","[555, 627, 666, 528, 711, 705, 555, 489, 414, 453]","[2.7073, 2.7026, 2.7184, 2.75, 2.7346, 2.7326, 2.7206, 2.7627, 2.76, 2.7791]","[655, 742, 781, 608, 826, 820, 650, 559, 474, 513]","[3.1951, 3.1983, 3.1878, 3.1667, 3.1769, 3.1783, 3.1863, 3.1582, 3.16, 3.1472]",570.3,2.73679,662.8,3.1754800000000003
"First by Nydegger,First by Tullock","[0, 10, 0]","[447, 492, 672, 492, 681, 417, 417, 396, 498, 513]","[2.7256, 2.7333, 2.6988, 2.7333, 2.7024, 2.7078, 2.7078, 2.6939, 2.7363, 2.7433]","[522, 572, 797, 572, 806, 492, 492, 471, 578, 593]","[3.1829, 3.1778, 3.2008, 3.1778, 3.1984, 3.1948, 3.1948, 3.2041, 3.1758, 3.1711]",502.5,2.71825,589.5,3.18783
"First by Nydegger,First by Anonymous","[0, 10, 0]","[322, 220, 307, 277, 250, 361, 298, 277, 316, 316]","[1.5333, 1.5172, 1.5274, 1.5137, 1.5432, 1.4979, 1.5204, 1.5054, 1.5415, 1.5192]","[832, 575, 797, 727, 640, 961, 778, 732, 811, 826]","[3.9619, 3.9655, 3.9652, 3.9727, 3.9506, 3.9876, 3.9694, 3.9783, 3.9561, 3.9712]",294.4,1.5219200000000002,767.9,3.96785
"First by Nydegger,Random: 0.5","[0, 10, 0]","[229, 349, 283, 352, 229, 394, 364, 331, 295, 391]","[1.4967, 1.4915, 1.5134, 1.4979, 1.5267, 1.5512, 1.4979, 1.491, 1.5206, 1.5455]","[609, 934, 743, 937, 594, 1004, 969, 886, 770, 1001]","[3.9804, 3.9915, 3.9733, 3.9872, 3.96, 3.9528, 3.9877, 3.991, 3.9691, 3.9565]",321.7,1.51324,844.7,3.9749499999999998
"First by Grofman,First by Grofman","[0, 0, 10]","[741, 642, 531, 435, 768, 453, 498, 735, 555, 519]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[741, 642, 531, 435, 768, 453, 498, 735, 555, 519]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",587.7,3.0,587.7,3.0
"First by Grofman,First by Shubik","[0, 0, 10]","[594, 531, 591, 594, 483, 663, 687, 744, 429, 708]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[594, 531, 591, 594, 483, 663, 687, 744, 429, 708]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",602.4,3.0,602.4,3.0
"First by Grofman,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[600, 615, 426, 693, 498, 507, 627, 513, 426, 414]","[2.9703, 2.971, 2.9583, 2.9742, 2.9643, 2.9649, 2.9716, 2.9653, 2.9583, 2.9571]","[610, 625, 436, 703, 508, 517, 637, 523, 436, 424]","[3.0198, 3.0193, 3.0278, 3.0172, 3.0238, 3.0234, 3.019, 3.0231, 3.0278, 3.0286]",531.9,2.96553,541.9,3.02298
"First by Grofman,Grudger","[0, 0, 10]","[462, 432, 435, 711, 435, 456, 507, 705, 552, 444]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[462, 432, 435, 711, 435, 456, 507, 705, 552, 444]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",513.9,3.0,513.9,3.0
"First by Grofman,First by Davis: 10","[0, 0, 10]","[465, 717, 492, 726, 717, 660, 570, 675, 762, 744]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[465, 717, 492, 726, 717, 660, 570, 675, 762, 744]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",652.8,3.0,652.8,3.0
"First by Grofman,First by Graaskamp: 0.05","[10, 0, 0]","[614, 496, 529, 543, 729, 419, 431, 540, 681, 519]","[3.0547, 2.9524, 3.0057, 3.0167, 3.0124, 2.9097, 2.9122, 3.0168, 3.0402, 2.9828]","[529, 466, 474, 483, 654, 409, 421, 480, 596, 474]","[2.6318, 2.7738, 2.6932, 2.6833, 2.7025, 2.8403, 2.8446, 2.6816, 2.6607, 2.7241]",550.1,2.99036,498.6,2.72359
"First by Grofman,First by Downing","[0, 10, 0]","[113, 96, 70, 74, 81, 86, 115, 111, 72, 91]","[0.4502, 0.4615, 0.493, 0.4901, 0.4909, 0.4674, 0.4492, 0.4512, 0.4932, 0.4619]","[838, 691, 465, 494, 536, 611, 855, 821, 477, 656]","[3.3386, 3.3221, 3.2746, 3.2715, 3.2485, 3.3207, 3.3398, 3.3374, 3.2671, 3.3299]",90.9,0.47086,644.4,3.30502
"First by Grofman,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[380, 479, 449, 362, 363, 356, 299, 348, 387, 386]","[1.9095, 1.9084, 1.9188, 1.9053, 1.8906, 1.9243, 2.0067, 1.9333, 1.8971, 1.9204]","[540, 679, 629, 517, 523, 501, 399, 483, 557, 546]","[2.7136, 2.7052, 2.688, 2.7211, 2.724, 2.7081, 2.6779, 2.6833, 2.7304, 2.7164]",380.9,1.92144,537.4,2.7068
"First by Grofman,First by Joss: 0.9","[0, 10, 0]","[626, 572, 466, 623, 541, 450, 361, 365, 472, 608]","[2.4358, 2.434, 2.4526, 2.4336, 2.4369, 2.4725, 2.5603, 2.5347, 2.4456, 2.4223]","[746, 682, 556, 743, 646, 530, 411, 420, 567, 728]","[2.9027, 2.9021, 2.9263, 2.9023, 2.9099, 2.9121, 2.9149, 2.9167, 2.9378, 2.9004]",508.4,2.46283,602.9,2.9125199999999998
"First by Grofman,First by Tullock","[0, 10, 0]","[459, 599, 447, 518, 579, 373, 469, 474, 599, 349]","[2.4811, 2.4855, 2.4833, 2.5268, 2.5065, 2.4221, 2.4947, 2.5079, 2.4752, 2.4069]","[539, 694, 522, 588, 669, 453, 544, 544, 699, 424]","[2.9135, 2.8797, 2.9, 2.8683, 2.8961, 2.9416, 2.8936, 2.8783, 2.8884, 2.9241]",486.6,2.479,567.6,2.8983600000000003
"First by Grofman,First by Anonymous","[0, 10, 0]","[499, 403, 428, 487, 452, 315, 309, 496, 437, 525]","[2.004, 1.9852, 2.0189, 2.0462, 2.0452, 1.9565, 1.9434, 2.0081, 2.0326, 2.0192]","[669, 543, 563, 637, 592, 430, 429, 661, 572, 690]","[2.6867, 2.6749, 2.6557, 2.6765, 2.6787, 2.6708, 2.6981, 2.6761, 2.6605, 2.6538]",435.1,2.00593,578.6,2.67318
"First by Grofman,Random: 0.5","[0, 10, 0]","[319, 536, 350, 379, 490, 445, 343, 303, 300, 436]","[2.1267, 2.1613, 2.1472, 2.1782, 2.1397, 2.1498, 2.1572, 2.1338, 2.1277, 2.1478]","[414, 681, 440, 464, 625, 565, 433, 388, 385, 551]","[2.76, 2.746, 2.6994, 2.6667, 2.7293, 2.7295, 2.7233, 2.7324, 2.7305, 2.7143]",390.1,2.14694,494.6,2.72314
"First by Shubik,First by Shubik","[0, 0, 10]","[525, 753, 483, 678, 498, 618, 453, 663, 690, 423]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[525, 753, 483, 678, 498, 618, 453, 663, 690, 423]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",578.4,3.0,578.4,3.0
"First by Shubik,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[454, 481, 652, 688, 601, 754, 625, 625, 748, 658]","[2.9673, 2.9691, 2.9772, 2.9784, 2.9752, 2.9802, 2.9762, 2.9762, 2.9801, 2.9774]","[459, 486, 657, 693, 606, 759, 630, 630, 753, 663]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",628.6,2.97573,633.6,3.0
"First by Shubik,First by Downing","[0, 10, 0]","[242, 289, 311, 273, 203, 297, 248, 268, 241, 236]","[1.3152, 1.2403, 1.2341, 1.2581, 1.3268, 1.2479, 1.3053, 1.2701, 1.3169, 1.3258]","[252, 309, 331, 293, 213, 317, 258, 283, 251, 246]","[1.3696, 1.3262, 1.3135, 1.3502, 1.3922, 1.3319, 1.3579, 1.3412, 1.3716, 1.382]",260.8,1.28405,275.3,1.3536299999999999
"First by Shubik,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[220, 225, 249, 269, 253, 267, 217, 300, 293, 222]","[1.375, 1.3636, 1.3316, 1.2933, 1.3246, 1.3024, 1.3822, 1.2712, 1.2795, 1.3704]","[245, 250, 279, 304, 283, 297, 242, 335, 328, 247]","[1.5312, 1.5152, 1.492, 1.4615, 1.4817, 1.4488, 1.5414, 1.4195, 1.4323, 1.5247]",251.5,1.32938,281.0,1.48483
"First by Shubik,First by Joss: 0.9","[0, 10, 0]","[233, 227, 249, 236, 211, 213, 235, 291, 243, 306]","[1.3239, 1.3353, 1.2902, 1.3111, 1.3439, 1.3313, 1.3128, 1.2707, 1.2995, 1.2697]","[243, 237, 264, 251, 221, 228, 250, 306, 258, 321]","[1.3807, 1.3941, 1.3679, 1.3944, 1.4076, 1.425, 1.3966, 1.3362, 1.3797, 1.332]",244.4,1.30884,257.9,1.38142
"First by Shubik,First by Tullock","[0, 10, 0]","[368, 296, 286, 347, 352, 317, 305, 346, 333, 338]","[1.4779, 1.711, 1.7654, 1.5286, 1.5107, 1.6256, 1.6667, 1.531, 1.5708, 1.5505]","[398, 306, 291, 372, 382, 332, 320, 371, 353, 363]","[1.5984, 1.7688, 1.7963, 1.6388, 1.6395, 1.7026, 1.7486, 1.6416, 1.6651, 1.6651]",328.8,1.59382,348.8,1.68648
"First by Shubik,First by Anonymous","[10, 0, 0]","[544, 641, 478, 538, 359, 570, 604, 372, 544, 489]","[2.6667, 2.787, 2.612, 2.6634, 2.5643, 2.7014, 2.733, 2.5655, 2.6667, 2.629]","[239, 251, 223, 238, 189, 245, 249, 192, 239, 224]","[1.1716, 1.0913, 1.2186, 1.1782, 1.35, 1.1611, 1.1267, 1.3241, 1.1716, 1.2043]",513.9,2.6589,228.9,1.1997499999999999
"First by Shubik,Random: 0.5","[10, 0, 0]","[677, 629, 557, 486, 491, 695, 563, 463, 639, 491]","[2.708, 2.7229, 2.7171, 2.7458, 2.7584, 2.7148, 2.7067, 2.8061, 2.6962, 2.7584]","[267, 249, 227, 206, 206, 270, 233, 188, 254, 206]","[1.068, 1.0779, 1.1073, 1.1638, 1.1573, 1.0547, 1.1202, 1.1394, 1.0717, 1.1573]",569.1,2.73344,230.6,1.11176
"First by Stein and Rapoport: 0.05: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[641, 530, 710, 614, 572, 617, 725, 617, 434, 506]","[2.9814, 2.9775, 2.9832, 2.9806, 2.9792, 2.9807, 2.9835, 2.9807, 2.9726, 2.9765]","[641, 530, 710, 614, 572, 617, 725, 617, 434, 506]","[2.9814, 2.9775, 2.9832, 2.9806, 2.9792, 2.9807, 2.9835, 2.9807, 2.9726, 2.9765]",596.6,2.97959,596.6,2.97959
"First by Stein and Rapoport: 0.05: (D, D),Grudger","[10, 0, 0]","[681, 645, 738, 651, 636, 627, 726, 714, 471, 552]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[676, 640, 733, 646, 631, 622, 721, 709, 466, 547]","[2.978, 2.9767, 2.9797, 2.977, 2.9764, 2.9761, 2.9793, 2.979, 2.9682, 2.9728]",644.1,3.0,639.1,2.97632
"First by Stein and Rapoport: 0.05: (D, D),First by Graaskamp: 0.05","[4, 0, 6]","[546, 601, 401, 606, 576, 661, 541, 576, 571, 661]","[2.6124, 2.6017, 2.6556, 2.6009, 2.6182, 2.6024, 2.6262, 2.6063, 2.6073, 2.6024]","[546, 601, 401, 606, 571, 656, 536, 576, 571, 656]","[2.6124, 2.6017, 2.6556, 2.6009, 2.5955, 2.5827, 2.6019, 2.6063, 2.6073, 2.5827]",574.0,2.61334,572.0,2.6047000000000002
"Grudger,Grudger","[0, 0, 10]","[498, 522, 591, 636, 705, 456, 669, 771, 669, 741]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[498, 522, 591, 636, 705, 456, 669, 771, 669, 741]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",625.8,3.0,625.8,3.0
"Grudger,First by Graaskamp: 0.05","[10, 0, 0]","[361, 437, 442, 446, 360, 432, 392, 431, 397, 403]","[2.3442, 1.9, 1.8809, 1.8661, 2.3529, 1.92, 2.1189, 1.9241, 2.0895, 2.0561]","[231, 307, 312, 316, 230, 302, 262, 301, 267, 273]","[1.5, 1.3348, 1.3277, 1.3222, 1.5033, 1.3422, 1.4162, 1.3438, 1.4053, 1.3929]",410.1,2.04527,280.1,1.38884
"First by Davis: 10,First by Downing","[0, 10, 0]","[206, 217, 193, 206, 165, 219, 152, 266, 175, 238]","[1.0457, 1.0433, 1.0489, 1.0457, 1.0312, 1.0429, 1.034, 1.035, 1.0542, 1.0393]","[231, 242, 218, 231, 195, 244, 182, 291, 200, 263]","[1.1726, 1.1635, 1.1848, 1.1726, 1.2188, 1.1619, 1.2381, 1.1323, 1.2048, 1.1485]",203.7,1.04202,229.7,1.1797900000000001
"First by Davis: 10,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[299, 251, 278, 225, 261, 241, 200, 184, 220, 263]","[1.15, 1.184, 1.1632, 1.2097, 1.1757, 1.1931, 1.2422, 1.269, 1.2155, 1.1741]","[299, 251, 278, 225, 261, 241, 200, 184, 220, 263]","[1.15, 1.184, 1.1632, 1.2097, 1.1757, 1.1931, 1.2422, 1.269, 1.2155, 1.1741]",242.2,1.1976499999999999,242.2,1.1976499999999999
"First by Davis: 10,First by Joss: 0.9","[0, 0, 10]","[193, 205, 240, 252, 212, 214, 203, 198, 225, 161]","[1.1221, 1.1141, 1.0959, 1.0909, 1.1099, 1.1088, 1.1154, 1.1186, 1.1029, 1.15]","[193, 205, 240, 252, 212, 214, 203, 198, 225, 161]","[1.1221, 1.1141, 1.0959, 1.0909, 1.1099, 1.1088, 1.1154, 1.1186, 1.1029, 1.15]",210.3,1.11286,210.3,1.11286
"First by Davis: 10,First by Tullock","[10, 0, 0]","[251, 258, 287, 263, 273, 288, 260, 258, 264, 247]","[1.3495, 1.3368, 1.2928, 1.3283, 1.3125, 1.2915, 1.3333, 1.3368, 1.3266, 1.3571]","[226, 233, 262, 238, 248, 263, 235, 233, 239, 222]","[1.2151, 1.2073, 1.1802, 1.202, 1.1923, 1.1794, 1.2051, 1.2073, 1.201, 1.2198]",264.9,1.32652,239.9,1.20095
"First by Davis: 10,First by Anonymous","[10, 0, 0]","[721, 704, 585, 726, 546, 798, 540, 801, 455, 755]","[3.1623, 3.157, 3.1117, 3.1703, 3.0847, 3.2048, 3.0857, 3.1786, 3.0333, 3.1723]","[131, 129, 115, 131, 111, 138, 110, 141, 100, 135]","[0.5746, 0.5785, 0.6117, 0.5721, 0.6271, 0.5542, 0.6286, 0.5595, 0.6667, 0.5672]",663.1,3.13607,124.1,0.59402
"First by Davis: 10,Random: 0.5","[10, 0, 0]","[453, 566, 573, 416, 661, 418, 453, 466, 585, 707]","[2.9226, 2.9479, 2.9385, 2.9296, 2.8615, 2.9028, 2.9226, 2.9125, 2.9397, 2.8857]","[113, 131, 133, 106, 156, 108, 113, 116, 135, 162]","[0.729, 0.6823, 0.6821, 0.7465, 0.6753, 0.75, 0.729, 0.725, 0.6784, 0.6612]",529.8,2.91634,127.3,0.7058800000000001
"First by Graaskamp: 0.05,First by Graaskamp: 0.05","[0, 0, 10]","[354, 243, 326, 305, 273, 279, 292, 259, 322, 275]","[1.3937, 1.6993, 1.4425, 1.4878, 1.578, 1.5587, 1.5208, 1.6289, 1.4505, 1.5714]","[354, 243, 326, 305, 273, 279, 292, 259, 322, 275]","[1.3937, 1.6993, 1.4425, 1.4878, 1.578, 1.5587, 1.5208, 1.6289, 1.4505, 1.5714]",292.8,1.53316,292.8,1.53316
"First by Graaskamp: 0.05,First by Joss: 0.9","[0, 10, 0]","[538, 372, 438, 576, 518, 355, 598, 461, 642, 659]","[2.514, 2.5306, 2.5029, 2.5374, 2.5024, 2.5177, 2.5232, 2.4785, 2.5476, 2.5444]","[638, 427, 518, 676, 618, 410, 708, 556, 752, 774]","[2.9813, 2.9048, 2.96, 2.978, 2.9855, 2.9078, 2.9873, 2.9892, 2.9841, 2.9884]",515.7,2.51987,607.7,2.96664
"First by Graaskamp: 0.05,First by Anonymous","[10, 0, 0]","[564, 417, 393, 657, 410, 626, 381, 637, 393, 674]","[2.6604, 2.5273, 2.5032, 2.7261, 2.5309, 2.7217, 2.4902, 2.7339, 2.5032, 2.7398]","[229, 207, 203, 242, 205, 236, 201, 237, 203, 244]","[1.0802, 1.2545, 1.293, 1.0041, 1.2654, 1.0261, 1.3137, 1.0172, 1.293, 0.9919]",515.2,2.61367,220.7,1.15391
"First by Downing,First by Downing","[0, 0, 10]","[157, 207, 231, 235, 246, 144, 158, 246, 159, 172]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[157, 207, 231, 235, 246, 144, 158, 246, 159, 172]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",195.5,1.0,195.5,1.0
"First by Downing,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[552, 480, 450, 468, 519, 546, 543, 531, 516, 390]","[2.1905, 2.2642, 2.2727, 2.25, 2.1992, 2.184, 2.1807, 2.1942, 2.1957, 2.3636]","[887, 735, 685, 723, 829, 881, 878, 851, 826, 560]","[3.5198, 3.467, 3.4596, 3.476, 3.5127, 3.524, 3.5261, 3.5165, 3.5149, 3.3939]",499.5,2.22948,785.5,3.49105
"First by Downing,First by Joss: 0.9","[0, 10, 0]","[684, 690, 405, 465, 465, 612, 459, 504, 579, 510]","[2.6615, 2.6641, 2.7, 2.7035, 2.6879, 2.6494, 2.7, 2.7097, 2.656, 2.7128]","[824, 830, 475, 545, 550, 742, 539, 589, 699, 595]","[3.2062, 3.2046, 3.1667, 3.1686, 3.1792, 3.2121, 3.1706, 3.1667, 3.2064, 3.1649]",537.3,2.6844900000000003,638.8,3.1846
"First by Downing,First by Tullock","[10, 0, 0]","[186, 232, 196, 290, 193, 197, 218, 267, 294, 263]","[1.2653, 1.1959, 1.2484, 1.1508, 1.2532, 1.2468, 1.2179, 1.1659, 1.1484, 1.1689]","[151, 202, 161, 260, 158, 162, 183, 237, 264, 233]","[1.0272, 1.0412, 1.0255, 1.0317, 1.026, 1.0253, 1.0223, 1.0349, 1.0312, 1.0356]",233.6,1.20615,201.1,1.03009
"First by Downing,First by Anonymous","[10, 0, 0]","[429, 445, 695, 633, 756, 510, 782, 508, 558, 764]","[3.0426, 3.069, 3.1166, 3.0878, 3.0984, 3.0723, 3.0787, 3.0976, 3.0659, 3.0806]","[69, 70, 105, 98, 116, 80, 122, 78, 88, 119]","[0.4894, 0.4828, 0.4709, 0.478, 0.4754, 0.4819, 0.4803, 0.4756, 0.4835, 0.4798]",608.0,3.08095,94.5,0.47976
"First by Feld: 1.0, 0.5, 200,First by Feld: 1.0, 0.5, 200","[5, 5, 0]","[288, 284, 308, 248, 266, 285, 282, 246, 205, 218]","[1.2743, 1.2793, 1.252, 1.3333, 1.3039, 1.278, 1.2818, 1.337, 1.4336, 1.3974]","[283, 279, 303, 243, 261, 280, 277, 241, 200, 213]","[1.2522, 1.2568, 1.2317, 1.3065, 1.2794, 1.2556, 1.2591, 1.3098, 1.3986, 1.3654]",263.0,1.3170600000000001,258.0,1.29151
"First by Feld: 1.0, 0.5, 200,First by Tullock","[0, 0, 10]","[214, 256, 221, 257, 295, 197, 217, 198, 246, 282]","[1.2588, 1.2075, 1.2486, 1.2066, 1.1753, 1.2876, 1.2543, 1.2857, 1.2178, 1.1849]","[214, 256, 221, 257, 295, 197, 217, 198, 246, 282]","[1.2588, 1.2075, 1.2486, 1.2066, 1.1753, 1.2876, 1.2543, 1.2857, 1.2178, 1.1849]",238.3,1.23271,238.3,1.23271
"First by Feld: 1.0, 0.5, 200,Random: 0.5","[10, 0, 0]","[523, 381, 455, 522, 489, 587, 499, 588, 578, 496]","[2.4101, 2.3374, 2.3947, 2.4167, 2.4328, 2.4664, 2.399, 2.4603, 2.4596, 2.4195]","[398, 316, 360, 397, 379, 417, 389, 418, 413, 386]","[1.8341, 1.9387, 1.8947, 1.838, 1.8856, 1.7521, 1.8702, 1.749, 1.7574, 1.8829]",511.8,2.41965,387.3,1.84027
"First by Joss: 0.9,First by Tullock","[0, 0, 10]","[196, 284, 191, 291, 203, 271, 278, 200, 257, 252]","[1.2025, 1.1315, 1.2089, 1.1279, 1.1941, 1.1387, 1.1347, 1.1976, 1.1473, 1.1507]","[196, 284, 191, 291, 203, 271, 278, 200, 257, 252]","[1.2025, 1.1315, 1.2089, 1.1279, 1.1941, 1.1387, 1.1347, 1.1976, 1.1473, 1.1507]",242.3,1.16339,242.3,1.16339
"First by Joss: 0.9,Random: 0.5","[10, 0, 0]","[388, 474, 570, 610, 570, 483, 510, 416, 499, 443]","[2.5032, 2.5079, 2.375, 2.3735, 2.3849, 2.5026, 2.4638, 2.5212, 2.4826, 2.5028]","[343, 414, 515, 555, 510, 423, 450, 371, 439, 393]","[2.2129, 2.1905, 2.1458, 2.1595, 2.1339, 2.1917, 2.1739, 2.2485, 2.1841, 2.2203]",496.3,2.46175,441.3,2.18611
"First by Tullock,First by Tullock","[5, 5, 0]","[330, 290, 273, 297, 356, 294, 301, 298, 300, 264]","[1.4103, 1.4948, 1.5424, 1.4776, 1.3692, 1.4848, 1.4683, 1.4752, 1.4706, 1.5714]","[320, 280, 263, 287, 346, 284, 291, 288, 290, 254]","[1.3675, 1.4433, 1.4859, 1.4279, 1.3308, 1.4343, 1.4195, 1.4257, 1.4216, 1.5119]",300.3,1.4764599999999999,290.3,1.4268399999999999
"First by Tullock,Random: 0.5","[10, 0, 0]","[432, 406, 604, 504, 336, 470, 452, 553, 406, 568]","[2.3867, 2.3468, 2.3502, 2.3662, 2.3333, 2.3153, 2.3179, 2.3042, 2.3468, 2.3089]","[337, 326, 489, 394, 276, 385, 362, 468, 326, 478]","[1.8619, 1.8844, 1.9027, 1.8498, 1.9167, 1.8966, 1.8564, 1.95, 1.8844, 1.9431]",473.1,2.33763,384.1,1.8946
"First by Anonymous,Random: 0.5","[0, 10, 0]","[329, 447, 323, 358, 418, 359, 367, 429, 521, 424]","[2.109, 2.0411, 2.0974, 2.0936, 2.09, 2.0632, 2.0276, 2.0429, 2.1179, 2.0887]","[359, 522, 358, 398, 463, 409, 427, 499, 576, 474]","[2.3013, 2.3836, 2.3247, 2.3275, 2.315, 2.3506, 2.3591, 2.3762, 2.3415, 2.335]",397.5,2.07714,448.5,2.34145
