P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Stein and Rapoport: 0.05: (D, D),First by Joss: 0.9","[0, 10, 0]","[274, 228, 177, 252, 248, 226, 225, 258, 289, 283]","[1.123, 1.1515, 1.2041, 1.1351, 1.1376, 1.1531, 1.1538, 1.1316, 1.1158, 1.1186]","[284, 238, 187, 262, 258, 236, 235, 268, 299, 293]","[1.1639, 1.202, 1.2721, 1.1802, 1.1835, 1.2041, 1.2051, 1.1754, 1.1544, 1.1581]",246.0,1.14242,256.0,1.18988
"Tit For Tat,First by Graaskamp: 0.05","[0, 4, 6]","[490, 645, 670, 390, 540, 410, 500, 465, 675, 380]","[2.6344, 2.5904, 2.5969, 2.6531, 2.6087, 2.6623, 2.6316, 2.642, 2.5962, 2.6573]","[490, 650, 670, 395, 545, 410, 500, 465, 675, 385]","[2.6344, 2.6104, 2.5969, 2.6871, 2.6329, 2.6623, 2.6316, 2.642, 2.5962, 2.6923]",516.5,2.62729,518.5,2.63861
"First by Stein and Rapoport: 0.05: (D, D),First by Tullock","[0, 10, 0]","[358, 255, 305, 276, 353, 320, 353, 333, 251, 286]","[1.3769, 1.6242, 1.4734, 1.5506, 1.3843, 1.4414, 1.3843, 1.417, 1.6405, 1.5213]","[363, 260, 310, 281, 358, 325, 358, 338, 256, 291]","[1.3962, 1.6561, 1.4976, 1.5787, 1.4039, 1.464, 1.4039, 1.4383, 1.6732, 1.5479]",309.0,1.48139,314.0,1.50598
"Tit For Tat,First by Downing","[0, 0, 10]","[651, 762, 684, 708, 471, 477, 693, 417, 702, 615]","[2.9862, 2.9882, 2.9869, 2.9873, 2.981, 2.9813, 2.9871, 2.9786, 2.9872, 2.9854]","[651, 762, 684, 708, 471, 477, 693, 417, 702, 615]","[2.9862, 2.9882, 2.9869, 2.9873, 2.981, 2.9813, 2.9871, 2.9786, 2.9872, 2.9854]",618.0,2.98492,618.0,2.98492
"First by Stein and Rapoport: 0.05: (D, D),First by Anonymous","[10, 0, 0]","[645, 701, 632, 596, 483, 695, 553, 632, 564, 743]","[3.0, 2.983, 3.0095, 3.0101, 3.0, 2.9828, 2.9572, 3.0095, 2.9684, 2.9839]","[140, 151, 137, 131, 113, 150, 128, 137, 129, 158]","[0.6512, 0.6426, 0.6524, 0.6616, 0.7019, 0.6438, 0.6845, 0.6524, 0.6789, 0.6345]",624.4,2.99044,137.4,0.66038
"Tit For Tat,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[266, 260, 293, 230, 252, 218, 230, 240, 267, 210]","[1.1667, 1.1712, 1.149, 1.1979, 1.1776, 1.2111, 1.1979, 1.1881, 1.1659, 1.2209]","[271, 265, 298, 235, 257, 223, 235, 245, 272, 215]","[1.1886, 1.1937, 1.1686, 1.224, 1.2009, 1.2389, 1.224, 1.2129, 1.1878, 1.25]",246.6,1.18463,251.6,1.2089400000000001
"First by Stein and Rapoport: 0.05: (D, D),Random: 0.5","[10, 0, 0]","[407, 668, 605, 529, 425, 483, 546, 563, 463, 595]","[2.7877, 2.8426, 2.8009, 2.7552, 2.6562, 2.7135, 2.7716, 2.7871, 2.6609, 2.8333]","[117, 163, 155, 144, 130, 138, 146, 148, 138, 150]","[0.8014, 0.6936, 0.7176, 0.75, 0.8125, 0.7753, 0.7411, 0.7327, 0.7931, 0.7143]",528.4,2.7609,142.9,0.75316
"Tit For Tat,First by Joss: 0.9","[0, 10, 0]","[377, 423, 422, 424, 450, 394, 425, 447, 401, 372]","[2.2047, 1.9493, 1.9537, 1.945, 1.8443, 2.0957, 1.9406, 1.8548, 2.0564, 2.241]","[382, 428, 427, 429, 455, 399, 430, 452, 406, 377]","[2.2339, 1.9724, 1.9769, 1.9679, 1.8648, 2.1223, 1.9635, 1.8755, 2.0821, 2.2711]",413.5,2.00855,418.5,2.03304
"Grudger,First by Davis: 10","[0, 0, 10]","[522, 516, 588, 747, 723, 561, 768, 684, 651, 675]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[522, 516, 588, 747, 723, 561, 768, 684, 651, 675]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",643.5,3.0,643.5,3.0
"Tit For Tat,First by Tullock","[0, 10, 0]","[270, 205, 298, 321, 255, 321, 206, 239, 210, 314]","[1.3107, 1.4539, 1.2735, 1.249, 1.3351, 1.249, 1.4507, 1.3657, 1.4384, 1.256]","[275, 210, 303, 326, 260, 326, 211, 244, 215, 319]","[1.335, 1.4894, 1.2949, 1.2685, 1.3613, 1.2685, 1.4859, 1.3943, 1.4726, 1.276]",263.9,1.3382,268.9,1.36464
"Grudger,First by Downing","[10, 0, 0]","[170, 216, 206, 161, 202, 261, 263, 231, 184, 214]","[1.0692, 1.0537, 1.0564, 1.0733, 1.0576, 1.044, 1.0437, 1.05, 1.0636, 1.0542]","[160, 206, 196, 151, 192, 251, 253, 221, 174, 204]","[1.0063, 1.0049, 1.0051, 1.0067, 1.0052, 1.004, 1.004, 1.0045, 1.0058, 1.0049]",210.8,1.05657,200.8,1.00514
"Tit For Tat,First by Anonymous","[0, 5, 5]","[438, 343, 609, 477, 510, 444, 405, 523, 371, 410]","[2.3676, 2.3655, 2.3423, 2.3382, 2.3288, 2.3617, 2.341, 2.3348, 2.3782, 2.3563]","[438, 348, 609, 482, 515, 444, 410, 528, 371, 410]","[2.3676, 2.4, 2.3423, 2.3627, 2.3516, 2.3617, 2.3699, 2.3571, 2.3782, 2.3563]",453.0,2.35144,455.5,2.36474
"Grudger,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[215, 202, 269, 207, 220, 198, 197, 208, 280, 194]","[1.1944, 1.2096, 1.1496, 1.2035, 1.1892, 1.2147, 1.216, 1.2023, 1.1429, 1.2201]","[215, 202, 269, 207, 220, 198, 197, 208, 280, 194]","[1.1944, 1.2096, 1.1496, 1.2035, 1.1892, 1.2147, 1.216, 1.2023, 1.1429, 1.2201]",219.0,1.19423,219.0,1.19423
"Tit For Tat,Random: 0.5","[0, 5, 5]","[445, 576, 390, 468, 425, 329, 340, 501, 576, 359]","[2.1921, 2.2588, 2.2286, 2.218, 2.2021, 2.2081, 2.2222, 2.2366, 2.25, 2.216]","[450, 576, 395, 468, 430, 329, 340, 501, 581, 364]","[2.2167, 2.2588, 2.2571, 2.218, 2.228, 2.2081, 2.2222, 2.2366, 2.2695, 2.2469]",440.9,2.22325,443.4,2.23619
"Grudger,First by Joss: 0.9","[0, 0, 10]","[154, 207, 178, 264, 205, 236, 258, 257, 226, 184]","[1.0336, 1.0248, 1.0289, 1.0193, 1.025, 1.0216, 1.0198, 1.0198, 1.0226, 1.0279]","[154, 207, 178, 264, 205, 236, 258, 257, 226, 184]","[1.0336, 1.0248, 1.0289, 1.0193, 1.025, 1.0216, 1.0198, 1.0198, 1.0226, 1.0279]",216.9,1.02433,216.9,1.02433
"First by Tideman and Chieruzzi: (D, D),First by Tideman and Chieruzzi: (D, D)","[0, 0, 10]","[752, 458, 629, 647, 524, 557, 593, 755, 635, 770]","[2.9841, 2.974, 2.981, 2.9816, 2.9773, 2.9786, 2.9799, 2.9842, 2.9812, 2.9845]","[752, 458, 629, 647, 524, 557, 593, 755, 635, 770]","[2.9841, 2.974, 2.981, 2.9816, 2.9773, 2.9786, 2.9799, 2.9842, 2.9812, 2.9845]",632.0,2.98064,632.0,2.98064
"Grudger,First by Tullock","[10, 0, 0]","[200, 244, 203, 244, 285, 248, 267, 311, 289, 224]","[1.4184, 1.3189, 1.4097, 1.3189, 1.2611, 1.3122, 1.2837, 1.2341, 1.2565, 1.3576]","[180, 224, 183, 224, 265, 228, 247, 291, 269, 204]","[1.2766, 1.2108, 1.2708, 1.2108, 1.1726, 1.2063, 1.1875, 1.1548, 1.1696, 1.2364]",251.5,1.31711,231.5,1.20962
"First by Tideman and Chieruzzi: (D, D),First by Nydegger","[10, 0, 0]","[496, 688, 544, 496, 664, 484, 502, 550, 463, 769]","[3.0244, 3.0175, 3.0222, 3.0244, 3.0182, 3.025, 3.0241, 3.022, 3.0261, 3.0157]","[486, 678, 534, 486, 654, 474, 492, 540, 453, 759]","[2.9634, 2.9737, 2.9667, 2.9634, 2.9727, 2.9625, 2.9639, 2.967, 2.9608, 2.9765]",565.6,3.02196,555.6,2.96706
"Grudger,First by Anonymous","[10, 0, 0]","[451, 445, 607, 507, 617, 407, 546, 420, 557, 593]","[2.5337, 2.5284, 2.594, 2.6134, 2.5708, 2.5123, 2.6634, 2.515, 2.6779, 2.6473]","[116, 115, 147, 122, 152, 107, 126, 110, 127, 138]","[0.6517, 0.6534, 0.6282, 0.6289, 0.6333, 0.6605, 0.6146, 0.6587, 0.6106, 0.6161]",515.0,2.58562,126.0,0.6355999999999999
"First by Tideman and Chieruzzi: (D, D),First by Grofman","[10, 0, 0]","[741, 618, 642, 720, 705, 534, 573, 723, 732, 684]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[736, 613, 637, 715, 700, 529, 568, 718, 727, 679]","[2.9798, 2.9757, 2.9766, 2.9792, 2.9787, 2.9719, 2.9738, 2.9793, 2.9795, 2.9781]",667.2,3.0,662.2,2.97726
"Grudger,Random: 0.5","[10, 0, 0]","[691, 459, 419, 581, 563, 510, 708, 606, 719, 373]","[2.8554, 2.6379, 2.6519, 2.7406, 2.733, 2.6984, 2.8664, 2.7926, 2.876, 2.5903]","[146, 119, 109, 136, 133, 125, 148, 136, 149, 103]","[0.6033, 0.6839, 0.6899, 0.6415, 0.6456, 0.6614, 0.5992, 0.6267, 0.596, 0.7153]",562.9,2.74425,130.4,0.64628
"First by Tideman and Chieruzzi: (D, D),First by Shubik","[10, 0, 0]","[690, 435, 768, 684, 702, 669, 621, 531, 666, 450]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[685, 430, 763, 679, 697, 664, 616, 526, 661, 445]","[2.9783, 2.9655, 2.9805, 2.9781, 2.9786, 2.9776, 2.9758, 2.9718, 2.9775, 2.9667]",621.6,3.0,616.6,2.97504
"First by Davis: 10,First by Davis: 10","[0, 0, 10]","[471, 453, 426, 468, 594, 735, 774, 579, 570, 483]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[471, 453, 426, 468, 594, 735, 774, 579, 570, 483]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",555.3,3.0,555.3,3.0
"First by Tideman and Chieruzzi: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[608, 770, 617, 734, 449, 416, 476, 683, 776, 737]","[2.9804, 2.9845, 2.9807, 2.9837, 2.9735, 2.9714, 2.975, 2.9825, 2.9846, 2.9838]","[608, 770, 617, 734, 449, 416, 476, 683, 776, 737]","[2.9804, 2.9845, 2.9807, 2.9837, 2.9735, 2.9714, 2.975, 2.9825, 2.9846, 2.9838]",626.6,2.98001,626.6,2.98001
"First by Davis: 10,First by Graaskamp: 0.05","[10, 0, 0]","[420, 420, 433, 392, 401, 398, 418, 375, 351, 409]","[2.0096, 2.0096, 1.9505, 2.1657, 2.1105, 2.1283, 2.0193, 2.2866, 2.5071, 2.0657]","[285, 285, 298, 257, 266, 263, 283, 240, 216, 274]","[1.3636, 1.3636, 1.3423, 1.4199, 1.4, 1.4064, 1.3671, 1.4634, 1.5429, 1.3838]",401.7,2.12529,266.7,1.4053
"First by Tideman and Chieruzzi: (D, D),Grudger","[10, 0, 0]","[564, 732, 612, 486, 678, 429, 552, 573, 759, 711]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[559, 727, 607, 481, 673, 424, 547, 568, 754, 706]","[2.9734, 2.9795, 2.9755, 2.9691, 2.9779, 2.965, 2.9728, 2.9738, 2.9802, 2.9789]",609.6,3.0,604.6,2.9746099999999998
"First by Graaskamp: 0.05,First by Downing","[10, 0, 0]","[772, 464, 700, 449, 563, 680, 449, 516, 732, 616]","[3.151, 3.1141, 3.139, 3.1181, 3.1278, 3.1336, 3.1181, 3.1273, 3.1416, 3.1269]","[672, 414, 615, 399, 498, 600, 399, 456, 642, 546]","[2.7429, 2.7785, 2.7578, 2.7708, 2.7667, 2.765, 2.7708, 2.7636, 2.7554, 2.7716]",594.1,3.12975,524.1,2.76431
"First by Tideman and Chieruzzi: (D, D),First by Davis: 10","[10, 0, 0]","[699, 474, 549, 588, 744, 768, 735, 507, 762, 726]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[694, 469, 544, 583, 739, 763, 730, 502, 757, 721]","[2.9785, 2.9684, 2.9727, 2.9745, 2.9798, 2.9805, 2.9796, 2.9704, 2.9803, 2.9793]",655.2,3.0,650.2,2.9764
"First by Graaskamp: 0.05,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[290, 200, 221, 248, 280, 228, 199, 316, 232, 221]","[1.2446, 1.3986, 1.3476, 1.2984, 1.2556, 1.3333, 1.4014, 1.2201, 1.3257, 1.3476]","[295, 205, 226, 253, 285, 233, 204, 321, 237, 226]","[1.2661, 1.4336, 1.378, 1.3246, 1.278, 1.3626, 1.4366, 1.2394, 1.3543, 1.378]",243.5,1.31729,248.5,1.34512
"First by Tideman and Chieruzzi: (D, D),First by Graaskamp: 0.05","[10, 0, 0]","[500, 610, 655, 441, 431, 780, 700, 695, 655, 709]","[2.9762, 2.9902, 2.9909, 2.9797, 2.9521, 3.0, 2.9787, 2.9957, 2.9909, 2.9916]","[465, 555, 600, 411, 411, 710, 645, 635, 600, 649]","[2.7679, 2.7206, 2.7397, 2.777, 2.8151, 2.7308, 2.7447, 2.7371, 2.7397, 2.7384]",617.6,2.9846,568.1,2.7511
"First by Graaskamp: 0.05,First by Tullock","[0, 10, 0]","[448, 428, 465, 558, 413, 468, 572, 413, 431, 471]","[2.6047, 2.5939, 2.6271, 2.6321, 2.5975, 2.6292, 2.6359, 2.5975, 2.5964, 2.6313]","[518, 498, 530, 638, 478, 533, 652, 478, 501, 536]","[3.0116, 3.0182, 2.9944, 3.0094, 3.0063, 2.9944, 3.0046, 3.0063, 3.0181, 2.9944]",466.7,2.61456,536.2,3.00577
"First by Tideman and Chieruzzi: (D, D),First by Downing","[10, 0, 0]","[277, 281, 175, 220, 248, 193, 209, 221, 205, 241]","[1.1352, 1.1331, 1.2324, 1.1765, 1.1535, 1.2063, 1.1875, 1.1755, 1.1919, 1.1587]","[247, 251, 145, 190, 218, 163, 179, 191, 175, 211]","[1.0123, 1.0121, 1.0211, 1.016, 1.014, 1.0188, 1.017, 1.016, 1.0174, 1.0144]",227.0,1.17506,197.0,1.0159099999999999
"First by Graaskamp: 0.05,Random: 0.5","[10, 0, 0]","[483, 426, 623, 488, 590, 365, 463, 456, 685, 348]","[2.5691, 2.4912, 2.6398, 2.582, 2.5991, 2.4333, 2.5163, 2.5193, 2.6969, 2.4]","[198, 191, 223, 198, 220, 180, 198, 196, 230, 178]","[1.0532, 1.117, 0.9449, 1.0476, 0.9692, 1.2, 1.0761, 1.0829, 0.9055, 1.2276]",492.7,2.5447,201.2,1.0624
"First by Tideman and Chieruzzi: (D, D),First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[172, 210, 191, 169, 248, 176, 167, 205, 168, 204]","[1.1622, 1.129, 1.1437, 1.1655, 1.1071, 1.1579, 1.1678, 1.1326, 1.1667, 1.1333]","[172, 210, 191, 169, 248, 176, 167, 205, 168, 204]","[1.1622, 1.129, 1.1437, 1.1655, 1.1071, 1.1579, 1.1678, 1.1326, 1.1667, 1.1333]",191.0,1.14658,191.0,1.14658
"First by Downing,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[500, 503, 368, 548, 398, 533, 488, 539, 536, 503]","[2.3474, 2.2658, 2.6099, 2.1833, 2.5031, 2.2681, 2.3689, 2.1734, 2.1878, 2.276]","[725, 768, 453, 883, 523, 813, 698, 874, 861, 763]","[3.4038, 3.4595, 3.2128, 3.5179, 3.2893, 3.4596, 3.3883, 3.5242, 3.5143, 3.4525]",491.6,2.31837,736.1,3.42222
"First by Tideman and Chieruzzi: (D, D),First by Joss: 0.9","[0, 0, 10]","[187, 218, 257, 192, 265, 239, 280, 263, 189, 271]","[1.2222, 1.1848, 1.1525, 1.2152, 1.1472, 1.1659, 1.1382, 1.1485, 1.2194, 1.1435]","[187, 218, 257, 192, 265, 239, 280, 263, 189, 271]","[1.2222, 1.1848, 1.1525, 1.2152, 1.1472, 1.1659, 1.1382, 1.1485, 1.2194, 1.1435]",236.1,1.17374,236.1,1.17374
"First by Downing,First by Tullock","[10, 0, 0]","[223, 251, 212, 216, 267, 231, 252, 185, 228, 276]","[1.2054, 1.1784, 1.2254, 1.2203, 1.1659, 1.1969, 1.1776, 1.2671, 1.2, 1.1597]","[193, 221, 177, 181, 237, 201, 222, 150, 198, 246]","[1.0432, 1.0376, 1.0231, 1.0226, 1.0349, 1.0415, 1.0374, 1.0274, 1.0421, 1.0336]",234.1,1.19967,202.6,1.03434
"First by Tideman and Chieruzzi: (D, D),First by Tullock","[10, 0, 0]","[304, 337, 292, 347, 369, 322, 350, 323, 351, 282]","[1.8537, 1.7107, 1.9211, 1.6763, 1.6114, 1.7692, 1.6667, 1.765, 1.6635, 1.9859]","[279, 312, 267, 322, 344, 297, 325, 298, 326, 257]","[1.7012, 1.5838, 1.7566, 1.5556, 1.5022, 1.6319, 1.5476, 1.6284, 1.545, 1.8099]",327.7,1.76235,302.7,1.62622
"First by Downing,Random: 0.5","[10, 0, 0]","[640, 739, 550, 727, 484, 613, 782, 572, 764, 704]","[3.0476, 3.0664, 3.1977, 3.0675, 3.3151, 3.0804, 3.1032, 3.1429, 3.1057, 3.0609]","[105, 119, 80, 117, 64, 98, 122, 87, 119, 114]","[0.5, 0.4938, 0.4651, 0.4937, 0.4384, 0.4925, 0.4841, 0.478, 0.4837, 0.4957]",657.5,3.11874,102.5,0.4825
"First by Tideman and Chieruzzi: (D, D),First by Anonymous","[10, 0, 0]","[505, 726, 407, 418, 654, 501, 626, 647, 747, 702]","[2.7747, 2.881, 2.8462, 2.863, 2.8684, 2.8146, 2.8455, 2.8756, 2.8953, 2.877]","[155, 196, 127, 128, 184, 151, 181, 182, 202, 192]","[0.8516, 0.7778, 0.8881, 0.8767, 0.807, 0.8483, 0.8227, 0.8089, 0.7829, 0.7869]",593.3,2.85413,169.8,0.82509
"First by Feld: 1.0, 0.5, 200,First by Joss: 0.9","[0, 0, 10]","[193, 255, 282, 224, 259, 228, 276, 290, 290, 273]","[1.3219, 1.226, 1.2, 1.2655, 1.2217, 1.2597, 1.2052, 1.1934, 1.1934, 1.208]","[193, 255, 282, 224, 259, 228, 276, 290, 290, 273]","[1.3219, 1.226, 1.2, 1.2655, 1.2217, 1.2597, 1.2052, 1.1934, 1.1934, 1.208]",257.0,1.2294800000000001,257.0,1.2294800000000001
"First by Tideman and Chieruzzi: (D, D),Random: 0.5","[10, 0, 0]","[438, 629, 644, 472, 567, 516, 645, 606, 770, 432]","[2.9396, 2.8986, 2.9273, 2.9686, 2.9077, 3.0, 2.9186, 2.9417, 2.9845, 2.9388]","[138, 184, 184, 147, 172, 156, 185, 176, 200, 137]","[0.9262, 0.8479, 0.8364, 0.9245, 0.8821, 0.907, 0.8371, 0.8544, 0.7752, 0.932]",571.9,2.94254,167.9,0.87228
"First by Feld: 1.0, 0.5, 200,First by Anonymous","[10, 0, 0]","[544, 441, 565, 636, 435, 456, 358, 524, 355, 378]","[2.4071, 2.3457, 2.3941, 2.4462, 2.3387, 2.3505, 2.3247, 2.4037, 2.351, 2.319]","[414, 361, 425, 446, 360, 371, 308, 399, 305, 328]","[1.8319, 1.9202, 1.8008, 1.7154, 1.9355, 1.9124, 2.0, 1.8303, 2.0199, 2.0123]",469.2,2.36807,371.7,1.89787
"First by Nydegger,First by Nydegger","[0, 0, 10]","[636, 510, 507, 696, 753, 732, 480, 753, 456, 612]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[636, 510, 507, 696, 753, 732, 480, 753, 456, 612]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",613.5,3.0,613.5,3.0
"First by Joss: 0.9,First by Joss: 0.9","[0, 0, 10]","[167, 249, 198, 220, 206, 219, 225, 185, 185, 222]","[1.0844, 1.0551, 1.0703, 1.0628, 1.0674, 1.0631, 1.0613, 1.0756, 1.0756, 1.0622]","[167, 249, 198, 220, 206, 219, 225, 185, 185, 222]","[1.0844, 1.0551, 1.0703, 1.0628, 1.0674, 1.0631, 1.0613, 1.0756, 1.0756, 1.0622]",207.6,1.06778,207.6,1.06778
