P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Grofman,First by Davis: 10","[0, 0, 10]","[747, 453, 687, 426, 732, 735, 726, 759, 693, 528]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[747, 453, 687, 426, 732, 735, 726, 759, 693, 528]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",648.6,3.0,648.6,3.0
"First by Grofman,First by Graaskamp: 0.05","[10, 0, 0]","[464, 731, 455, 621, 667, 740, 579, 728, 716, 740]","[3.0327, 2.9959, 3.0333, 3.0146, 3.0045, 2.9839, 3.0314, 2.9959, 3.0084, 2.996]","[419, 676, 410, 566, 612, 690, 519, 673, 656, 685]","[2.7386, 2.7705, 2.7333, 2.7476, 2.7568, 2.7823, 2.7173, 2.7695, 2.7563, 2.7733]",644.1,3.0096600000000002,590.6,2.75455
"First by Grofman,First by Downing","[0, 10, 0]","[112, 110, 128, 119, 88, 98, 89, 95, 91, 128]","[0.5, 0.4977, 0.4923, 0.4958, 0.5176, 0.5052, 0.5145, 0.5135, 0.5141, 0.4923]","[727, 720, 843, 779, 553, 633, 564, 600, 576, 843]","[3.2455, 3.2579, 3.2423, 3.2458, 3.2529, 3.2629, 3.2601, 3.2432, 3.2542, 3.2423]",105.8,0.5043,683.8,3.2507099999999998
"First by Grofman,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[468, 453, 402, 411, 473, 429, 429, 374, 402, 467]","[1.8871, 1.9442, 2.0, 1.9479, 1.892, 1.95, 1.95, 2.0663, 2.0, 1.9061]","[708, 663, 577, 606, 713, 634, 634, 514, 577, 697]","[2.8548, 2.8455, 2.8706, 2.872, 2.852, 2.8818, 2.8818, 2.8398, 2.8706, 2.8449]",430.8,1.9543599999999999,632.3,2.86138
"First by Grofman,First by Joss: 0.9","[0, 10, 0]","[609, 622, 471, 382, 649, 355, 399, 483, 367, 465]","[2.5375, 2.5081, 2.5053, 2.5467, 2.4962, 2.5177, 2.5253, 2.5026, 2.531, 2.5]","[684, 702, 531, 417, 729, 390, 439, 548, 402, 525]","[2.85, 2.8306, 2.8245, 2.78, 2.8038, 2.766, 2.7785, 2.8394, 2.7724, 2.8226]",480.2,2.51704,536.7,2.80678
"First by Grofman,First by Tullock","[0, 10, 0]","[666, 359, 537, 546, 359, 625, 534, 439, 456, 450]","[2.6324, 2.5282, 2.6195, 2.625, 2.5282, 2.6261, 2.6176, 2.5976, 2.5909, 2.5862]","[746, 414, 607, 616, 414, 700, 604, 494, 516, 510]","[2.9486, 2.9155, 2.961, 2.9615, 2.9155, 2.9412, 2.9608, 2.9231, 2.9318, 2.931]",497.1,2.59517,562.1,2.939
"First by Grofman,First by Anonymous","[0, 10, 0]","[577, 454, 361, 519, 448, 421, 469, 344, 365, 548]","[2.2627, 2.2929, 2.2994, 2.2763, 2.2974, 2.2757, 2.2548, 2.3401, 2.2671, 2.2739]","[662, 509, 391, 584, 498, 471, 539, 364, 405, 618]","[2.5961, 2.5707, 2.4904, 2.5614, 2.5538, 2.5459, 2.5913, 2.4762, 2.5155, 2.5643]",450.6,2.28403,504.1,2.54656
"First by Grofman,Random: 0.5","[0, 10, 0]","[460, 236, 246, 470, 382, 387, 470, 310, 456, 244]","[1.8327, 1.6738, 1.5974, 1.8359, 1.819, 1.8255, 1.8359, 1.7416, 1.8462, 1.6486]","[725, 436, 481, 735, 617, 622, 735, 535, 711, 459]","[2.8884, 3.0922, 3.1234, 2.8711, 2.9381, 2.934, 2.8711, 3.0056, 2.8785, 3.1014]",366.1,1.76566,605.6,2.97038
"First by Shubik,First by Shubik","[0, 0, 10]","[426, 666, 462, 573, 666, 471, 483, 729, 591, 729]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[426, 666, 462, 573, 666, 471, 483, 729, 591, 729]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",579.6,3.0,579.6,3.0
"First by Shubik,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[751, 583, 583, 493, 442, 601, 469, 610, 463, 769]","[2.9802, 2.9745, 2.9745, 2.9699, 2.9664, 2.9752, 2.9684, 2.9756, 2.9679, 2.9806]","[756, 588, 588, 498, 447, 606, 474, 615, 468, 774]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",576.4,2.97332,581.4,3.0
"First by Shubik,Grudger","[0, 0, 10]","[744, 735, 762, 507, 441, 711, 537, 660, 654, 486]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[744, 735, 762, 507, 441, 711, 537, 660, 654, 486]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",623.7,3.0,623.7,3.0
"First by Shubik,First by Davis: 10","[0, 0, 10]","[747, 609, 507, 462, 684, 510, 651, 480, 711, 735]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[747, 609, 507, 462, 684, 510, 651, 480, 711, 735]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",609.6,3.0,609.6,3.0
"First by Shubik,First by Graaskamp: 0.05","[10, 0, 0]","[570, 511, 585, 575, 827, 761, 802, 841, 735, 761]","[3.4545, 3.3841, 3.4821, 3.4639, 3.4458, 3.5231, 3.5487, 3.298, 3.5, 3.5231]","[335, 321, 335, 335, 437, 411, 422, 456, 410, 411]","[2.0303, 2.1258, 1.994, 2.0181, 1.8208, 1.9028, 1.8673, 1.7882, 1.9524, 1.9028]",696.8,3.46233,387.3,1.94025
"First by Shubik,First by Downing","[0, 10, 0]","[194, 218, 280, 297, 225, 303, 286, 284, 305, 303]","[1.3472, 1.3374, 1.25, 1.2479, 1.3554, 1.2418, 1.2435, 1.2456, 1.2398, 1.2418]","[204, 228, 300, 317, 230, 323, 306, 304, 325, 323]","[1.4167, 1.3988, 1.3393, 1.3319, 1.3855, 1.3238, 1.3304, 1.3333, 1.3211, 1.3238]",269.5,1.27504,286.0,1.35046
"First by Shubik,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[260, 257, 320, 296, 293, 300, 334, 341, 315, 277]","[1.6352, 1.6581, 1.4679, 1.5337, 1.5421, 1.5228, 1.4335, 1.4208, 1.4789, 1.565]","[280, 272, 350, 321, 318, 325, 369, 376, 345, 302]","[1.761, 1.7548, 1.6055, 1.6632, 1.6737, 1.6497, 1.5837, 1.5667, 1.6197, 1.7062]",299.3,1.5258,325.8,1.65842
"First by Shubik,First by Joss: 0.9","[0, 10, 0]","[205, 268, 195, 325, 305, 325, 223, 210, 249, 280]","[1.3758, 1.3202, 1.3732, 1.2795, 1.2869, 1.2795, 1.3598, 1.3636, 1.3316, 1.3023]","[215, 278, 205, 335, 315, 335, 233, 220, 259, 290]","[1.443, 1.3695, 1.4437, 1.3189, 1.3291, 1.3189, 1.4207, 1.4286, 1.385, 1.3488]",258.5,1.32724,268.5,1.38062
"First by Shubik,First by Tullock","[0, 10, 0]","[330, 319, 278, 273, 265, 339, 269, 271, 247, 308]","[1.3415, 1.3632, 1.4555, 1.4757, 1.4972, 1.3294, 1.4862, 1.4809, 1.5633, 1.3874]","[390, 374, 323, 313, 305, 399, 309, 311, 282, 358]","[1.5854, 1.5983, 1.6911, 1.6919, 1.7232, 1.5647, 1.7072, 1.6995, 1.7848, 1.6126]",289.9,1.43803,336.4,1.66587
"First by Shubik,First by Anonymous","[10, 0, 0]","[450, 604, 656, 679, 541, 715, 605, 451, 581, 732]","[2.9032, 2.8762, 2.9156, 2.9267, 2.8777, 2.8715, 2.8673, 2.891, 2.8621, 2.8819]","[190, 254, 266, 269, 231, 285, 255, 191, 251, 287]","[1.2258, 1.2095, 1.1822, 1.1595, 1.2287, 1.1446, 1.2085, 1.2244, 1.2365, 1.1299]",601.4,2.88732,247.9,1.19496
"First by Shubik,Random: 0.5","[10, 0, 0]","[442, 592, 623, 486, 593, 430, 553, 420, 509, 645]","[2.6154, 2.7281, 2.7205, 2.6851, 2.7202, 2.6061, 2.6845, 2.6582, 2.6931, 2.7447]","[192, 227, 238, 196, 228, 190, 223, 180, 209, 240]","[1.1361, 1.0461, 1.0393, 1.0829, 1.0459, 1.1515, 1.0825, 1.1392, 1.1058, 1.0213]",529.3,2.68559,212.3,1.08506
"First by Stein and Rapoport: 0.05: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[656, 629, 728, 665, 584, 422, 614, 458, 566, 461]","[2.9818, 2.981, 2.9836, 2.9821, 2.9796, 2.9718, 2.9806, 2.974, 2.9789, 2.9742]","[656, 629, 728, 665, 584, 422, 614, 458, 566, 461]","[2.9818, 2.981, 2.9836, 2.9821, 2.9796, 2.9718, 2.9806, 2.974, 2.9789, 2.9742]",578.3,2.97876,578.3,2.97876
"First by Stein and Rapoport: 0.05: (D, D),Grudger","[10, 0, 0]","[477, 768, 480, 741, 750, 618, 603, 714, 570, 501]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[472, 763, 475, 736, 745, 613, 598, 709, 565, 496]","[2.9686, 2.9805, 2.9688, 2.9798, 2.98, 2.9757, 2.9751, 2.979, 2.9737, 2.9701]",622.2,3.0,617.2,2.97513
"First by Stein and Rapoport: 0.05: (D, D),First by Davis: 10","[10, 0, 0]","[735, 567, 573, 726, 630, 537, 477, 561, 441, 564]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[730, 562, 568, 721, 625, 532, 472, 556, 436, 559]","[2.9796, 2.9735, 2.9738, 2.9793, 2.9762, 2.9721, 2.9686, 2.9733, 2.966, 2.9734]",581.1,3.0,576.1,2.97358
"First by Stein and Rapoport: 0.05: (D, D),First by Graaskamp: 0.05","[5, 0, 5]","[556, 656, 401, 446, 476, 606, 476, 446, 586, 601]","[2.6226, 2.5929, 2.6556, 2.6548, 2.6444, 2.6121, 2.6298, 2.6391, 2.6161, 2.6017]","[551, 656, 401, 441, 471, 601, 476, 446, 581, 601]","[2.5991, 2.5929, 2.6556, 2.625, 2.6167, 2.5905, 2.6298, 2.6391, 2.5938, 2.6017]",525.0,2.62691,522.5,2.61442
"First by Stein and Rapoport: 0.05: (D, D),First by Downing","[10, 0, 0]","[503, 541, 591, 544, 516, 491, 492, 505, 528, 521]","[2.5404, 2.3319, 2.3176, 2.3149, 2.4455, 2.5842, 2.5759, 2.525, 2.411, 2.412]","[218, 251, 286, 254, 231, 211, 212, 220, 238, 236]","[1.101, 1.0819, 1.1216, 1.0809, 1.0948, 1.1105, 1.1099, 1.1, 1.0868, 1.0926]",523.2,2.44584,235.7,1.098
"First by Stein and Rapoport: 0.05: (D, D),First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[264, 210, 278, 304, 317, 210, 264, 238, 266, 258]","[1.3134, 1.4286, 1.293, 1.2614, 1.248, 1.4286, 1.3134, 1.36, 1.3103, 1.3231]","[269, 215, 283, 309, 322, 215, 269, 243, 271, 263]","[1.3383, 1.4626, 1.3163, 1.2822, 1.2677, 1.4626, 1.3383, 1.3886, 1.335, 1.3487]",260.9,1.32798,265.9,1.35403
"First by Stein and Rapoport: 0.05: (D, D),First by Joss: 0.9","[0, 10, 0]","[228, 297, 312, 322, 210, 224, 289, 211, 240, 208]","[1.3735, 1.2638, 1.248, 1.2385, 1.4189, 1.3827, 1.2731, 1.4161, 1.3483, 1.4247]","[233, 302, 317, 327, 215, 229, 294, 216, 245, 213]","[1.4036, 1.2851, 1.268, 1.2577, 1.4527, 1.4136, 1.2952, 1.4497, 1.3764, 1.4589]",254.1,1.33876,259.1,1.36609
"First by Stein and Rapoport: 0.05: (D, D),First by Tullock","[0, 10, 0]","[440, 344, 359, 421, 443, 451, 409, 441, 359, 394]","[1.8257, 2.3724, 2.2437, 1.8964, 1.8156, 1.7897, 1.9476, 1.8223, 2.2437, 2.0205]","[445, 349, 364, 426, 448, 456, 414, 446, 364, 399]","[1.8465, 2.4069, 2.275, 1.9189, 1.8361, 1.8095, 1.9714, 1.843, 2.275, 2.0462]",406.1,1.99776,411.1,2.02285
"First by Stein and Rapoport: 0.05: (D, D),First by Anonymous","[10, 0, 0]","[393, 479, 633, 439, 598, 730, 633, 584, 452, 707]","[2.7483, 2.8343, 2.8904, 2.7962, 2.8208, 2.8516, 2.8904, 2.835, 2.7901, 2.8394]","[103, 114, 138, 109, 138, 160, 138, 134, 112, 157]","[0.7203, 0.6746, 0.6301, 0.6943, 0.6509, 0.625, 0.6301, 0.6505, 0.6914, 0.6305]",564.8,2.82965,130.3,0.65977
"First by Stein and Rapoport: 0.05: (D, D),Random: 0.5","[10, 0, 0]","[519, 633, 661, 579, 508, 424, 467, 572, 428, 488]","[2.7316, 2.7763, 2.7542, 2.7571, 2.7166, 2.8079, 2.7471, 2.7633, 2.7613, 2.7263]","[134, 153, 161, 144, 133, 109, 122, 142, 113, 128]","[0.7053, 0.6711, 0.6708, 0.6857, 0.7112, 0.7219, 0.7176, 0.686, 0.729, 0.7151]",527.9,2.7541700000000002,133.9,0.70137
"Grudger,Grudger","[0, 0, 10]","[732, 678, 708, 546, 477, 438, 600, 462, 618, 438]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[732, 678, 708, 546, 477, 438, 600, 462, 618, 438]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",569.7,3.0,569.7,3.0
"Grudger,First by Davis: 10","[0, 0, 10]","[537, 708, 657, 600, 507, 444, 669, 711, 492, 576]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[537, 708, 657, 600, 507, 444, 669, 711, 492, 576]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",590.1,3.0,590.1,3.0
"Grudger,First by Graaskamp: 0.05","[10, 0, 0]","[392, 358, 359, 419, 469, 450, 453, 451, 459, 463]","[2.1657, 2.4354, 2.4257, 2.0144, 1.8178, 1.8828, 1.8719, 1.8792, 1.8508, 1.8373]","[257, 223, 224, 284, 334, 315, 318, 316, 324, 328]","[1.4199, 1.517, 1.5135, 1.3654, 1.2946, 1.318, 1.314, 1.3167, 1.3065, 1.3016]",427.3,2.0181,292.3,1.36672
"Grudger,First by Downing","[10, 0, 0]","[174, 179, 232, 226, 228, 196, 207, 181, 257, 160]","[1.0675, 1.0655, 1.0498, 1.0512, 1.0507, 1.0595, 1.0561, 1.0647, 1.0447, 1.0738]","[164, 169, 222, 216, 218, 186, 197, 171, 247, 150]","[1.0061, 1.006, 1.0045, 1.0047, 1.0046, 1.0054, 1.0051, 1.0059, 1.0041, 1.0067]",204.0,1.05835,194.0,1.00531
"Grudger,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[265, 189, 189, 171, 171, 166, 270, 179, 254, 193]","[1.1042, 1.1524, 1.1524, 1.1712, 1.1712, 1.1773, 1.102, 1.1623, 1.1092, 1.1488]","[265, 189, 189, 171, 171, 166, 270, 179, 254, 193]","[1.1042, 1.1524, 1.1524, 1.1712, 1.1712, 1.1773, 1.102, 1.1623, 1.1092, 1.1488]",204.7,1.1451,204.7,1.1451
"Grudger,First by Joss: 0.9","[0, 10, 0]","[206, 279, 237, 264, 223, 233, 222, 235, 201, 227]","[1.1135, 1.0814, 1.0972, 1.0864, 1.104, 1.0991, 1.1045, 1.0981, 1.1167, 1.1019]","[211, 284, 242, 269, 228, 238, 227, 240, 206, 232]","[1.1405, 1.1008, 1.1204, 1.107, 1.1287, 1.1226, 1.1294, 1.1215, 1.1444, 1.1262]",232.7,1.10028,237.7,1.12415
"Grudger,First by Tullock","[10, 0, 0]","[252, 215, 281, 285, 264, 279, 248, 214, 192, 227]","[1.1613, 1.1944, 1.1423, 1.14, 1.1528, 1.1434, 1.1643, 1.1955, 1.2229, 1.1823]","[242, 205, 271, 275, 254, 269, 238, 204, 182, 217]","[1.1152, 1.1389, 1.1016, 1.1, 1.1092, 1.1025, 1.1174, 1.1397, 1.1592, 1.1302]",245.7,1.16992,235.7,1.1213899999999999
"Grudger,First by Anonymous","[10, 0, 0]","[706, 444, 546, 735, 661, 533, 527, 700, 635, 594]","[2.9053, 2.902, 2.9198, 2.9167, 2.8739, 2.9286, 2.9278, 2.9046, 2.8864, 2.9261]","[131, 84, 101, 135, 126, 98, 97, 130, 120, 109]","[0.5391, 0.549, 0.5401, 0.5357, 0.5478, 0.5385, 0.5389, 0.5394, 0.5455, 0.5369]",608.1,2.90912,113.1,0.54109
"Grudger,Random: 0.5","[10, 0, 0]","[645, 645, 665, 711, 700, 783, 482, 667, 705, 490]","[2.9587, 2.9587, 2.9425, 2.9625, 2.9536, 3.0115, 3.0314, 2.9254, 2.9622, 3.0061]","[120, 120, 125, 131, 130, 138, 87, 127, 130, 90]","[0.5505, 0.5505, 0.5531, 0.5458, 0.5485, 0.5308, 0.5472, 0.557, 0.5462, 0.5521]",649.3,2.97126,119.8,0.54817
"First by Davis: 10,First by Davis: 10","[0, 0, 10]","[651, 747, 717, 735, 627, 780, 564, 738, 570, 513]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[651, 747, 717, 735, 627, 780, 564, 738, 570, 513]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",664.2,3.0,664.2,3.0
"First by Davis: 10,First by Graaskamp: 0.05","[10, 0, 0]","[398, 363, 441, 370, 365, 364, 431, 400, 436, 357]","[2.0838, 2.3269, 1.8846, 2.2699, 2.3101, 2.3185, 1.9241, 2.0725, 1.9039, 2.38]","[268, 233, 311, 240, 235, 234, 301, 270, 306, 227]","[1.4031, 1.4936, 1.3291, 1.4724, 1.4873, 1.4904, 1.3438, 1.399, 1.3362, 1.5133]",392.5,2.14743,262.5,1.42682
"First by Davis: 10,First by Downing","[0, 10, 0]","[216, 154, 250, 206, 251, 181, 252, 161, 204, 264]","[1.0435, 1.0336, 1.0373, 1.0457, 1.0372, 1.0523, 1.037, 1.0321, 1.0462, 1.0353]","[241, 184, 275, 231, 276, 206, 277, 191, 229, 289]","[1.1643, 1.2349, 1.1411, 1.1726, 1.1405, 1.1977, 1.1399, 1.2244, 1.1744, 1.1333]",213.9,1.04002,239.9,1.17231
"First by Davis: 10,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[306, 298, 251, 210, 306, 327, 326, 226, 328, 219]","[1.2911, 1.3013, 1.3791, 1.4894, 1.2911, 1.2674, 1.2685, 1.4395, 1.2664, 1.46]","[311, 303, 256, 215, 311, 332, 331, 231, 333, 224]","[1.3122, 1.3231, 1.4066, 1.5248, 1.3122, 1.2868, 1.2879, 1.4713, 1.2857, 1.4933]",279.7,1.34538,284.7,1.37039
"First by Davis: 10,First by Joss: 0.9","[0, 0, 10]","[203, 277, 175, 246, 180, 274, 219, 243, 228, 276]","[1.1667, 1.1169, 1.1986, 1.1336, 1.1921, 1.1184, 1.1526, 1.1355, 1.1457, 1.1174]","[203, 277, 175, 246, 180, 274, 219, 243, 228, 276]","[1.1667, 1.1169, 1.1986, 1.1336, 1.1921, 1.1184, 1.1526, 1.1355, 1.1457, 1.1174]",232.1,1.14775,232.1,1.14775
"First by Davis: 10,First by Tullock","[10, 0, 0]","[215, 304, 310, 277, 280, 261, 279, 273, 313, 292]","[1.3438, 1.2209, 1.2157, 1.2477, 1.2444, 1.267, 1.2455, 1.2523, 1.2132, 1.2321]","[200, 289, 295, 262, 265, 246, 264, 258, 298, 277]","[1.25, 1.1606, 1.1569, 1.1802, 1.1778, 1.1942, 1.1786, 1.1835, 1.155, 1.1688]",280.4,1.24826,265.4,1.18056
"First by Davis: 10,First by Anonymous","[10, 0, 0]","[455, 784, 789, 424, 745, 797, 558, 543, 708, 730]","[2.9545, 3.1235, 3.131, 2.965, 3.1042, 3.1133, 2.9524, 2.9835, 3.0649, 3.0802]","[110, 149, 149, 104, 145, 152, 128, 123, 143, 145]","[0.7143, 0.5936, 0.5913, 0.7273, 0.6042, 0.5938, 0.6772, 0.6758, 0.619, 0.6118]",653.3,3.04725,134.8,0.64083
"First by Davis: 10,Random: 0.5","[10, 0, 0]","[409, 642, 623, 687, 519, 485, 595, 660, 498, 725]","[2.8014, 2.9315, 2.9387, 2.9612, 2.8207, 2.7874, 2.9167, 2.9333, 2.7821, 2.9472]","[114, 147, 143, 152, 134, 130, 140, 150, 133, 160]","[0.7808, 0.6712, 0.6745, 0.6552, 0.7283, 0.7471, 0.6863, 0.6667, 0.743, 0.6504]",584.3,2.88202,140.3,0.70035
"First by Graaskamp: 0.05,First by Graaskamp: 0.05","[0, 0, 10]","[272, 312, 288, 323, 320, 245, 300, 260, 269, 357]","[1.5814, 1.4717, 1.5319, 1.4484, 1.4545, 1.6897, 1.5, 1.625, 1.5917, 1.3891]","[272, 312, 288, 323, 320, 245, 300, 260, 269, 357]","[1.5814, 1.4717, 1.5319, 1.4484, 1.4545, 1.6897, 1.5, 1.625, 1.5917, 1.3891]",294.6,1.52834,294.6,1.52834
"First by Graaskamp: 0.05,First by Downing","[10, 0, 0]","[502, 671, 543, 526, 543, 819, 604, 502, 543, 464]","[3.118, 3.1355, 3.1207, 3.1124, 3.1207, 3.15, 3.1295, 3.118, 3.1207, 3.1141]","[447, 591, 483, 471, 483, 714, 534, 447, 483, 414]","[2.7764, 2.7617, 2.7759, 2.787, 2.7759, 2.7462, 2.7668, 2.7764, 2.7759, 2.7785]",571.7,3.12396,506.7,2.7720700000000003
"First by Graaskamp: 0.05,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[318, 258, 212, 260, 311, 252, 308, 217, 262, 284]","[1.2619, 1.3438, 1.4521, 1.3402, 1.2694, 1.3548, 1.2727, 1.4371, 1.3367, 1.3028]","[323, 263, 217, 265, 316, 257, 313, 222, 267, 289]","[1.2817, 1.3698, 1.4863, 1.366, 1.2898, 1.3817, 1.2934, 1.4702, 1.3622, 1.3257]",268.2,1.33715,273.2,1.3626800000000001
"First by Graaskamp: 0.05,First by Joss: 0.9","[0, 0, 10]","[252, 335, 282, 307, 266, 261, 334, 229, 274, 316]","[1.4824, 1.3241, 1.41, 1.3644, 1.4457, 1.4581, 1.3254, 1.5578, 1.4271, 1.3504]","[252, 335, 282, 307, 266, 261, 334, 229, 274, 316]","[1.4824, 1.3241, 1.41, 1.3644, 1.4457, 1.4581, 1.3254, 1.5578, 1.4271, 1.3504]",285.6,1.41454,285.6,1.41454
"First by Graaskamp: 0.05,First by Tullock","[0, 10, 0]","[284, 282, 255, 261, 249, 263, 274, 224, 311, 251]","[1.2241, 1.2261, 1.2562, 1.2488, 1.264, 1.2464, 1.2342, 1.3023, 1.2008, 1.2613]","[289, 287, 260, 266, 254, 268, 279, 229, 316, 256]","[1.2457, 1.2478, 1.2808, 1.2727, 1.2893, 1.2701, 1.2568, 1.3314, 1.2201, 1.2864]",265.4,1.24642,270.4,1.2701099999999999
"First by Graaskamp: 0.05,Random: 0.5","[10, 0, 0]","[518, 386, 591, 482, 532, 421, 414, 705, 513, 748]","[2.7849, 2.6438, 2.8551, 2.7079, 2.7708, 2.6815, 2.6883, 2.9253, 2.773, 2.8769]","[173, 156, 181, 172, 177, 161, 159, 195, 173, 208]","[0.9301, 1.0685, 0.8744, 0.9663, 0.9219, 1.0255, 1.0325, 0.8091, 0.9351, 0.8]",531.0,2.77075,175.5,0.9363400000000001
"First by Downing,Random: 0.5","[10, 0, 0]","[547, 685, 630, 430, 563, 789, 662, 463, 415, 720]","[2.9728, 3.031, 3.0435, 3.007, 2.9947, 3.0581, 3.0791, 2.9679, 2.9643, 3.038]","[97, 115, 105, 75, 98, 129, 107, 83, 75, 120]","[0.5272, 0.5088, 0.5072, 0.5245, 0.5213, 0.5, 0.4977, 0.5321, 0.5357, 0.5063]",590.4,3.01564,100.4,0.51608
"First by Feld: 1.0, 0.5, 200,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[271, 189, 289, 271, 265, 184, 265, 205, 249, 247]","[1.1886, 1.2945, 1.1748, 1.1886, 1.1937, 1.305, 1.1937, 1.2654, 1.2087, 1.2108]","[271, 189, 289, 271, 265, 184, 265, 205, 249, 247]","[1.1886, 1.2945, 1.1748, 1.1886, 1.1937, 1.305, 1.1937, 1.2654, 1.2087, 1.2108]",243.5,1.22238,243.5,1.22238
"First by Feld: 1.0, 0.5, 200,First by Joss: 0.9","[0, 10, 0]","[311, 246, 235, 298, 268, 198, 280, 200, 256, 260]","[1.2292, 1.3085, 1.3277, 1.2417, 1.2762, 1.4143, 1.2613, 1.4085, 1.2929, 1.2871]","[316, 251, 240, 303, 273, 203, 285, 205, 261, 265]","[1.249, 1.3351, 1.3559, 1.2625, 1.3, 1.45, 1.2838, 1.4437, 1.3182, 1.3119]",255.2,1.30474,260.2,1.33101
"First by Feld: 1.0, 0.5, 200,First by Anonymous","[10, 0, 0]","[381, 631, 435, 419, 499, 452, 468, 544, 620, 323]","[2.3962, 2.4457, 2.4167, 2.4793, 2.4341, 2.4432, 2.4375, 2.4505, 2.4409, 2.3071]","[296, 436, 330, 309, 369, 337, 348, 389, 430, 258]","[1.8616, 1.6899, 1.8333, 1.8284, 1.8, 1.8216, 1.8125, 1.7523, 1.6929, 1.8429]",477.2,2.42512,350.2,1.79354
"First by Joss: 0.9,First by Tullock","[0, 0, 10]","[262, 197, 204, 242, 243, 292, 237, 284, 221, 188]","[1.1963, 1.2792, 1.2671, 1.2161, 1.215, 1.1727, 1.2216, 1.1784, 1.2416, 1.2966]","[262, 197, 204, 242, 243, 292, 237, 284, 221, 188]","[1.1963, 1.2792, 1.2671, 1.2161, 1.215, 1.1727, 1.2216, 1.1784, 1.2416, 1.2966]",237.0,1.2284599999999999,237.0,1.2284599999999999
"First by Joss: 0.9,Random: 0.5","[10, 0, 0]","[525, 350, 381, 570, 582, 596, 573, 417, 551, 367]","[2.3333, 2.3026, 2.2952, 2.3265, 2.328, 2.3101, 2.3293, 2.3167, 2.3249, 2.2795]","[470, 320, 346, 510, 527, 541, 513, 382, 496, 337]","[2.0889, 2.1053, 2.0843, 2.0816, 2.108, 2.0969, 2.0854, 2.1222, 2.0928, 2.0932]",491.2,2.31461,444.2,2.09586
"First by Tullock,First by Anonymous","[10, 0, 0]","[456, 533, 424, 618, 472, 627, 632, 565, 515, 450]","[2.5333, 2.5874, 2.5697, 2.5537, 2.5514, 2.5488, 2.5484, 2.6037, 2.5495, 2.5281]","[356, 388, 329, 478, 362, 487, 492, 420, 385, 355]","[1.9778, 1.8835, 1.9939, 1.9752, 1.9568, 1.9797, 1.9839, 1.9355, 1.9059, 1.9944]",529.2,2.5574,405.2,1.95866
"First by Anonymous,First by Anonymous","[5, 5, 0]","[381, 394, 306, 430, 425, 492, 505, 328, 426, 381]","[2.0595, 2.0957, 2.0265, 2.1182, 2.125, 2.1116, 2.1042, 2.05, 2.1194, 2.0595]","[456, 459, 376, 490, 485, 567, 580, 398, 486, 456]","[2.4649, 2.4415, 2.4901, 2.4138, 2.425, 2.4335, 2.4167, 2.4875, 2.4179, 2.4649]",406.8,2.08696,475.3,2.44558
