P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Nydegger,First by Grofman","[0, 0, 10]","[423, 543, 540, 720, 753, 723, 498, 633, 450, 471]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[423, 543, 540, 720, 753, 723, 498, 633, 450, 471]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",575.4,3.0,575.4,3.0
"First by Nydegger,First by Shubik","[0, 0, 10]","[564, 681, 528, 444, 681, 612, 636, 576, 588, 429]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[564, 681, 528, 444, 681, 612, 636, 576, 588, 429]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",573.9,3.0,573.9,3.0
"First by Nydegger,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[417, 627, 660, 645, 675, 525, 432, 567, 432, 510]","[2.9574, 2.9716, 2.973, 2.9724, 2.9736, 2.9661, 2.9589, 2.9686, 2.9589, 2.9651]","[427, 637, 670, 655, 685, 535, 442, 577, 442, 520]","[3.0284, 3.019, 3.018, 3.0184, 3.0176, 3.0226, 3.0274, 3.0209, 3.0274, 3.0233]",549.0,2.96656,559.0,3.0223
"First by Nydegger,Grudger","[0, 0, 10]","[756, 441, 714, 732, 717, 462, 747, 648, 657, 762]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[756, 441, 714, 732, 717, 462, 747, 648, 657, 762]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",663.6,3.0,663.6,3.0
"First by Nydegger,First by Davis: 10","[0, 0, 10]","[747, 762, 669, 735, 573, 687, 540, 588, 615, 759]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[747, 762, 669, 735, 573, 687, 540, 588, 615, 759]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",667.5,3.0,667.5,3.0
"First by Nydegger,First by Graaskamp: 0.05","[0, 10, 0]","[549, 492, 696, 492, 558, 672, 576, 612, 636, 420]","[2.745, 2.764, 2.7402, 2.7486, 2.7353, 2.7317, 2.7429, 2.7321, 2.7414, 2.7632]","[634, 562, 806, 567, 648, 782, 666, 712, 736, 480]","[3.17, 3.1573, 3.1732, 3.1676, 3.1765, 3.1789, 3.1714, 3.1786, 3.1724, 3.1579]",570.3,2.74444,659.3,3.17038
"First by Nydegger,First by Downing","[0, 10, 0]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[0.0652, 0.0644, 0.0743, 0.0682, 0.0949, 0.0932, 0.1027, 0.0701, 0.0658, 0.0595]","[1130, 1145, 990, 1080, 770, 785, 710, 1050, 1120, 1240]","[4.913, 4.9142, 4.901, 4.9091, 4.8734, 4.8758, 4.863, 4.9065, 4.9123, 4.9206]",15.0,0.07583,1002.0,4.89889
"First by Nydegger,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[423, 390, 393, 474, 489, 399, 408, 504, 411, 360]","[2.2263, 2.3494, 2.3393, 2.0789, 2.0897, 2.3333, 2.2921, 2.0241, 2.2337, 2.3377]","[668, 570, 578, 824, 844, 589, 618, 909, 646, 530]","[3.5158, 3.4337, 3.4405, 3.614, 3.6068, 3.4444, 3.4719, 3.6506, 3.5109, 3.4416]",425.1,2.23045,677.6,3.51302
"First by Nydegger,First by Joss: 0.9","[0, 10, 0]","[552, 477, 624, 651, 429, 564, 414, 615, 600, 399]","[2.6411, 2.6798, 2.6441, 2.6463, 2.6481, 2.6479, 2.6883, 2.6623, 2.6549, 2.6779]","[677, 572, 764, 796, 524, 689, 494, 745, 730, 479]","[3.2392, 3.2135, 3.2373, 3.2358, 3.2346, 3.2347, 3.2078, 3.2251, 3.2301, 3.2148]",532.5,2.65907,647.0,3.22729
"First by Nydegger,First by Tullock","[0, 10, 0]","[405, 609, 489, 651, 606, 444, 444, 636, 390, 411]","[2.7, 2.7432, 2.7318, 2.7353, 2.7421, 2.7239, 2.7239, 2.7414, 2.6897, 2.7039]","[480, 704, 569, 756, 701, 519, 519, 736, 465, 486]","[3.2, 3.1712, 3.1788, 3.1765, 3.1719, 3.184, 3.184, 3.1724, 3.2069, 3.1974]",508.5,2.72352,593.5,3.18431
"First by Nydegger,First by Anonymous","[0, 10, 0]","[281, 305, 386, 296, 236, 278, 269, 224, 257, 272]","[1.4264, 1.4663, 1.5019, 1.4581, 1.4658, 1.433, 1.5028, 1.5238, 1.5118, 1.4945]","[781, 820, 1011, 801, 631, 768, 699, 569, 662, 712]","[3.9645, 3.9423, 3.9339, 3.9458, 3.9193, 3.9588, 3.905, 3.8707, 3.8941, 3.9121]",280.4,1.47844,745.4,3.9246499999999997
"First by Nydegger,Random: 0.5","[0, 10, 0]","[303, 240, 270, 315, 219, 225, 315, 258, 303, 366]","[1.4159, 1.4286, 1.4062, 1.4126, 1.4898, 1.461, 1.4189, 1.3946, 1.4225, 1.4699]","[853, 665, 765, 890, 574, 605, 885, 738, 848, 986]","[3.986, 3.9583, 3.9844, 3.991, 3.9048, 3.9286, 3.9865, 3.9892, 3.9812, 3.9598]",281.4,1.432,780.9,3.96698
"First by Grofman,First by Grofman","[0, 0, 10]","[477, 444, 702, 753, 681, 597, 678, 582, 435, 582]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[477, 444, 702, 753, 681, 597, 678, 582, 435, 582]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",593.1,3.0,593.1,3.0
"First by Grofman,First by Shubik","[0, 0, 10]","[594, 567, 546, 426, 513, 483, 714, 687, 507, 630]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[594, 567, 546, 426, 513, 483, 714, 687, 507, 630]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",566.7,3.0,566.7,3.0
"First by Grofman,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[628, 661, 511, 730, 463, 436, 679, 583, 667, 703]","[2.9763, 2.9775, 2.9709, 2.9796, 2.9679, 2.966, 2.9781, 2.9745, 2.9777, 2.9788]","[633, 666, 516, 735, 468, 441, 684, 588, 672, 708]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",606.1,2.97473,611.1,3.0
"First by Grofman,Grudger","[0, 0, 10]","[771, 495, 513, 567, 501, 546, 579, 504, 468, 723]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[771, 495, 513, 567, 501, 546, 579, 504, 468, 723]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",566.7,3.0,566.7,3.0
"First by Grofman,First by Davis: 10","[0, 0, 10]","[447, 693, 582, 714, 501, 633, 726, 639, 747, 576]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[447, 693, 582, 714, 501, 633, 726, 639, 747, 576]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",625.8,3.0,625.8,3.0
"First by Grofman,First by Graaskamp: 0.05","[10, 0, 0]","[578, 471, 584, 763, 703, 703, 560, 499, 779, 587]","[3.2472, 3.2041, 3.2444, 3.1925, 3.181, 3.181, 3.2558, 3.2194, 3.2058, 3.2431]","[423, 366, 429, 588, 548, 548, 410, 379, 594, 432]","[2.3764, 2.4898, 2.3833, 2.4603, 2.4796, 2.4796, 2.3837, 2.4452, 2.4444, 2.3867]",622.7,3.21743,471.7,2.4329
"First by Grofman,First by Downing","[0, 10, 0]","[88, 106, 111, 88, 87, 99, 75, 105, 81, 112]","[0.4607, 0.4492, 0.4476, 0.4607, 0.4603, 0.4583, 0.4808, 0.4487, 0.4737, 0.4498]","[638, 791, 831, 638, 632, 719, 515, 785, 566, 832]","[3.3403, 3.3517, 3.3508, 3.3403, 3.3439, 3.3287, 3.3013, 3.3547, 3.3099, 3.3414]",95.2,0.45898,694.7,3.3363
"First by Grofman,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[296, 385, 450, 377, 360, 462, 314, 302, 407, 463]","[2.0699, 1.9845, 1.9481, 2.0269, 2.0339, 1.9331, 2.0658, 2.0685, 1.9567, 1.9053]","[396, 530, 635, 507, 485, 657, 419, 407, 567, 673]","[2.7692, 2.732, 2.7489, 2.7258, 2.7401, 2.749, 2.7566, 2.7877, 2.726, 2.7695]",381.6,1.9992699999999999,527.6,2.75048
"First by Grofman,First by Joss: 0.9","[0, 10, 0]","[431, 437, 470, 443, 333, 383, 554, 336, 437, 347]","[2.1232, 2.1317, 2.1461, 2.1298, 2.0812, 2.1044, 2.2429, 2.0741, 2.1214, 2.0778]","[521, 522, 560, 528, 403, 463, 644, 411, 527, 422]","[2.5665, 2.5463, 2.5571, 2.5385, 2.5187, 2.544, 2.6073, 2.537, 2.5583, 2.5269]",417.1,2.12326,500.1,2.55006
"First by Grofman,First by Anonymous","[0, 10, 0]","[418, 439, 312, 372, 388, 316, 347, 372, 376, 272]","[1.8333, 1.8445, 1.9141, 1.86, 1.8476, 1.8922, 1.8757, 1.8693, 1.8522, 1.9021]","[653, 674, 457, 572, 598, 471, 522, 567, 581, 402]","[2.864, 2.8319, 2.8037, 2.86, 2.8476, 2.8204, 2.8216, 2.8492, 2.8621, 2.8112]",361.2,1.8691,549.7,2.83717
"First by Shubik,First by Shubik","[0, 0, 10]","[708, 702, 780, 504, 453, 726, 633, 729, 753, 480]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[708, 702, 780, 504, 453, 726, 633, 729, 753, 480]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",646.8,3.0,646.8,3.0
"First by Shubik,Grudger","[0, 0, 10]","[687, 525, 576, 423, 462, 609, 498, 642, 453, 426]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[687, 525, 576, 423, 462, 609, 498, 642, 453, 426]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",530.1,3.0,530.1,3.0
"First by Shubik,First by Davis: 10","[0, 0, 10]","[507, 600, 717, 702, 483, 492, 570, 771, 654, 696]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[507, 600, 717, 702, 483, 492, 570, 771, 654, 696]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",619.2,3.0,619.2,3.0
"First by Shubik,First by Downing","[0, 10, 0]","[298, 313, 275, 234, 296, 227, 280, 202, 233, 269]","[1.2469, 1.2323, 1.2557, 1.3371, 1.2489, 1.3512, 1.25, 1.3289, 1.3391, 1.2689]","[318, 333, 295, 239, 316, 232, 300, 212, 238, 284]","[1.3305, 1.311, 1.347, 1.3657, 1.3333, 1.381, 1.3393, 1.3947, 1.3678, 1.3396]",262.7,1.2859,276.7,1.35099
"First by Shubik,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[289, 364, 294, 353, 272, 357, 321, 284, 347, 367]","[1.8766, 1.6106, 1.8375, 1.6495, 1.9429, 1.6376, 1.7446, 1.906, 1.6683, 1.6026]","[299, 389, 309, 373, 282, 377, 336, 294, 367, 392]","[1.9416, 1.7212, 1.9312, 1.743, 2.0143, 1.7294, 1.8261, 1.9732, 1.7644, 1.7118]",324.8,1.74762,341.8,1.83562
"First by Shubik,First by Joss: 0.9","[0, 10, 0]","[271, 328, 346, 374, 318, 288, 338, 346, 289, 329]","[1.6938, 1.5472, 1.5242, 1.4841, 1.5437, 1.6552, 1.5225, 1.5242, 1.6514, 1.5446]","[276, 338, 356, 384, 333, 293, 348, 356, 294, 339]","[1.725, 1.5943, 1.5683, 1.5238, 1.6165, 1.6839, 1.5676, 1.5683, 1.68, 1.5915]",322.7,1.56909,331.7,1.61192
"First by Shubik,First by Tullock","[0, 10, 0]","[281, 306, 291, 267, 245, 305, 339, 310, 267, 284]","[1.4789, 1.4167, 1.4478, 1.5257, 1.6118, 1.4186, 1.3506, 1.4027, 1.5257, 1.4715]","[306, 336, 321, 287, 260, 335, 379, 345, 287, 309]","[1.6105, 1.5556, 1.597, 1.64, 1.7105, 1.5581, 1.51, 1.5611, 1.64, 1.601]",289.5,1.465,316.5,1.59838
"First by Shubik,First by Anonymous","[10, 0, 0]","[683, 544, 690, 455, 442, 577, 428, 470, 500, 743]","[2.8577, 2.8632, 2.8512, 2.7744, 2.7975, 2.8284, 2.8158, 2.7485, 2.8249, 2.9023]","[228, 189, 235, 175, 167, 207, 163, 180, 180, 243]","[0.954, 0.9947, 0.9711, 1.0671, 1.057, 1.0147, 1.0724, 1.0526, 1.0169, 0.9492]",553.2,2.82639,196.7,1.01497
"First by Shubik,Random: 0.5","[10, 0, 0]","[423, 749, 391, 653, 507, 764, 491, 552, 759, 630]","[2.82, 2.9258, 2.7535, 2.9152, 2.8483, 2.9498, 2.8218, 2.875, 2.9419, 2.9032]","[178, 269, 176, 238, 207, 269, 206, 217, 269, 235]","[1.1867, 1.0508, 1.2394, 1.0625, 1.1629, 1.0386, 1.1839, 1.1302, 1.0426, 1.0829]",591.9,2.87545,226.4,1.11805
"First by Stein and Rapoport: 0.05: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[425, 503, 446, 617, 731, 518, 587, 749, 449, 641]","[2.972, 2.9763, 2.9733, 2.9807, 2.9837, 2.977, 2.9797, 2.9841, 2.9735, 2.9814]","[425, 503, 446, 617, 731, 518, 587, 749, 449, 641]","[2.972, 2.9763, 2.9733, 2.9807, 2.9837, 2.977, 2.9797, 2.9841, 2.9735, 2.9814]",566.6,2.97817,566.6,2.97817
"First by Stein and Rapoport: 0.05: (D, D),First by Davis: 10","[10, 0, 0]","[591, 534, 675, 603, 708, 672, 693, 660, 738, 462]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[586, 529, 670, 598, 703, 667, 688, 655, 733, 457]","[2.9746, 2.9719, 2.9778, 2.9751, 2.9788, 2.9777, 2.9784, 2.9773, 2.9797, 2.9675]",633.6,3.0,628.6,2.97588
"First by Stein and Rapoport: 0.05: (D, D),First by Downing","[10, 0, 0]","[527, 335, 514, 385, 521, 504, 376, 354, 382, 579]","[2.4174, 2.2789, 2.4593, 2.3476, 2.412, 2.5327, 2.3354, 2.2839, 2.3436, 2.3068]","[237, 165, 229, 200, 236, 219, 191, 174, 197, 274]","[1.0872, 1.1224, 1.0957, 1.2195, 1.0926, 1.1005, 1.1863, 1.1226, 1.2086, 1.0916]",447.7,2.37176,212.2,1.1327
"First by Stein and Rapoport: 0.05: (D, D),First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[236, 286, 262, 243, 315, 307, 310, 281, 256, 283]","[1.5629, 1.4229, 1.4802, 1.538, 1.3696, 1.3829, 1.3778, 1.4337, 1.4971, 1.4293]","[241, 291, 267, 248, 320, 312, 315, 286, 261, 288]","[1.596, 1.4478, 1.5085, 1.5696, 1.3913, 1.4054, 1.4, 1.4592, 1.5263, 1.4545]",277.9,1.44944,282.9,1.47586
"First by Stein and Rapoport: 0.05: (D, D),First by Joss: 0.9","[0, 0, 10]","[307, 330, 303, 354, 332, 347, 283, 264, 315, 247]","[1.4689, 1.4224, 1.478, 1.3828, 1.4188, 1.3936, 1.5297, 1.5904, 1.4516, 1.6577]","[307, 330, 303, 354, 332, 347, 283, 264, 315, 247]","[1.4689, 1.4224, 1.478, 1.3828, 1.4188, 1.3936, 1.5297, 1.5904, 1.4516, 1.6577]",308.2,1.47939,308.2,1.47939
"First by Stein and Rapoport: 0.05: (D, D),First by Tullock","[0, 10, 0]","[269, 193, 298, 254, 278, 233, 270, 230, 293, 192]","[1.2396, 1.3688, 1.2114, 1.2574, 1.2301, 1.2873, 1.2385, 1.2921, 1.2158, 1.3714]","[274, 198, 303, 259, 283, 238, 275, 235, 298, 197]","[1.2627, 1.4043, 1.2317, 1.2822, 1.2522, 1.3149, 1.2615, 1.3202, 1.2365, 1.4071]",251.0,1.27124,256.0,1.29733
"First by Stein and Rapoport: 0.05: (D, D),First by Anonymous","[10, 0, 0]","[592, 650, 582, 648, 771, 796, 611, 688, 593, 592]","[3.0995, 3.11, 3.0794, 3.1304, 3.186, 3.1713, 3.0859, 3.1416, 3.0885, 3.0995]","[117, 125, 117, 123, 136, 141, 121, 128, 118, 117]","[0.6126, 0.5981, 0.619, 0.5942, 0.562, 0.5618, 0.6111, 0.5845, 0.6146, 0.6126]",652.3,3.11921,124.3,0.59705
"First by Stein and Rapoport: 0.05: (D, D),Random: 0.5","[10, 0, 0]","[539, 511, 422, 632, 547, 488, 442, 590, 465, 684]","[2.5789, 2.5423, 2.5576, 2.7009, 2.5681, 2.5417, 2.6, 2.6339, 2.5549, 2.6929]","[209, 206, 132, 217, 212, 193, 137, 215, 165, 229]","[1.0, 1.0249, 0.8, 0.9274, 0.9953, 1.0052, 0.8059, 0.9598, 0.9066, 0.9016]",532.0,2.59712,191.5,0.93267
"Grudger,Grudger","[0, 0, 10]","[612, 591, 723, 660, 465, 528, 627, 564, 447, 444]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[612, 591, 723, 660, 465, 528, 627, 564, 447, 444]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",566.1,3.0,566.1,3.0
"Grudger,First by Davis: 10","[0, 0, 10]","[702, 723, 468, 699, 429, 708, 549, 480, 636, 486]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[702, 723, 468, 699, 429, 708, 549, 480, 636, 486]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",588.0,3.0,588.0,3.0
"Grudger,First by Graaskamp: 0.05","[10, 0, 0]","[367, 437, 445, 353, 403, 397, 377, 361, 403, 411]","[2.3526, 1.9336, 1.9017, 2.4859, 2.099, 2.1344, 2.2711, 2.4067, 2.099, 2.055]","[232, 302, 310, 218, 268, 262, 242, 226, 268, 276]","[1.4872, 1.3363, 1.3248, 1.5352, 1.3958, 1.4086, 1.4578, 1.5067, 1.3958, 1.38]",395.4,2.1739,260.4,1.42282
"First by Davis: 10,First by Downing","[0, 10, 0]","[231, 147, 166, 227, 237, 181, 176, 166, 226, 229]","[1.0405, 1.0352, 1.0311, 1.0413, 1.0395, 1.0523, 1.0539, 1.0311, 1.0415, 1.0409]","[256, 177, 196, 252, 262, 206, 201, 196, 251, 254]","[1.1532, 1.2465, 1.2174, 1.156, 1.1491, 1.1977, 1.2036, 1.2174, 1.1567, 1.1545]",198.6,1.04073,225.1,1.18521
"First by Davis: 10,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[292, 289, 250, 338, 255, 302, 250, 314, 260, 293]","[1.3839, 1.3894, 1.4793, 1.3152, 1.4655, 1.3665, 1.4793, 1.3476, 1.4525, 1.3821]","[292, 289, 250, 338, 255, 302, 250, 314, 260, 293]","[1.3839, 1.3894, 1.4793, 1.3152, 1.4655, 1.3665, 1.4793, 1.3476, 1.4525, 1.3821]",284.3,1.40613,284.3,1.40613
"First by Davis: 10,First by Joss: 0.9","[0, 0, 10]","[216, 280, 271, 266, 176, 227, 268, 275, 238, 175]","[1.1077, 1.0811, 1.084, 1.0857, 1.1355, 1.1019, 1.085, 1.0827, 1.0968, 1.1364]","[216, 280, 271, 266, 176, 227, 268, 275, 238, 175]","[1.1077, 1.0811, 1.084, 1.0857, 1.1355, 1.1019, 1.085, 1.0827, 1.0968, 1.1364]",239.2,1.09968,239.2,1.09968
"First by Davis: 10,First by Tullock","[10, 0, 0]","[290, 234, 277, 296, 232, 207, 227, 249, 278, 230]","[1.2236, 1.2928, 1.2366, 1.2181, 1.2961, 1.3442, 1.3046, 1.2704, 1.2356, 1.2994]","[270, 214, 257, 276, 212, 187, 207, 229, 258, 210]","[1.1392, 1.1823, 1.1473, 1.1358, 1.1844, 1.2143, 1.1897, 1.1684, 1.1467, 1.1864]",252.0,1.27214,232.0,1.1694499999999999
"First by Davis: 10,First by Anonymous","[10, 0, 0]","[395, 434, 612, 514, 416, 632, 679, 600, 663, 600]","[2.8214, 2.8, 2.8203, 2.8087, 2.7919, 2.8089, 2.8292, 2.8169, 2.8093, 2.8169]","[110, 119, 152, 134, 116, 157, 164, 150, 163, 150]","[0.7857, 0.7677, 0.7005, 0.7322, 0.7785, 0.6978, 0.6833, 0.7042, 0.6907, 0.7042]",554.5,2.81235,141.5,0.72448
"First by Davis: 10,Random: 0.5","[10, 0, 0]","[461, 714, 511, 708, 678, 438, 455, 606, 460, 501]","[3.0329, 2.9143, 3.0059, 2.9136, 2.9607, 3.0207, 3.0333, 2.9561, 3.0464, 3.0549]","[106, 159, 116, 158, 148, 103, 105, 136, 105, 111]","[0.6974, 0.649, 0.6824, 0.6502, 0.6463, 0.7103, 0.7, 0.6634, 0.6954, 0.6768]",553.2,2.99388,124.7,0.6771199999999999
"First by Graaskamp: 0.05,First by Graaskamp: 0.05","[0, 0, 10]","[328, 269, 324, 289, 284, 260, 348, 302, 338, 289]","[1.4386, 1.5917, 1.4464, 1.5291, 1.5435, 1.625, 1.4032, 1.495, 1.4202, 1.5291]","[328, 269, 324, 289, 284, 260, 348, 302, 338, 289]","[1.4386, 1.5917, 1.4464, 1.5291, 1.5435, 1.625, 1.4032, 1.495, 1.4202, 1.5291]",303.1,1.50218,303.1,1.50218
"First by Graaskamp: 0.05,First by Tullock","[0, 9, 1]","[523, 478, 630, 395, 446, 395, 612, 531, 624, 554]","[2.7819, 2.8118, 2.7273, 2.8214, 2.805, 2.8014, 2.7444, 2.7947, 2.7368, 2.77]","[538, 483, 675, 395, 451, 400, 647, 541, 664, 574]","[2.8617, 2.8412, 2.9221, 2.8214, 2.8365, 2.8369, 2.9013, 2.8474, 2.9123, 2.87]",518.8,2.77947,536.8,2.86508
"First by Graaskamp: 0.05,Random: 0.5","[10, 0, 0]","[691, 384, 686, 503, 658, 485, 455, 698, 521, 630]","[2.7751, 2.6301, 2.7661, 2.779, 2.7417, 2.7714, 2.7576, 2.7698, 2.7861, 2.7632]","[226, 174, 226, 188, 223, 185, 180, 228, 191, 215]","[0.9076, 1.1918, 0.9113, 1.0387, 0.9292, 1.0571, 1.0909, 0.9048, 1.0214, 0.943]",571.1,2.75401,203.6,0.99958
"First by Downing,First by Joss: 0.9","[0, 10, 0]","[465, 378, 417, 597, 600, 600, 417, 528, 510, 414]","[2.6571, 2.6809, 2.6561, 2.6652, 2.6549, 2.6432, 2.6731, 2.6533, 2.6562, 2.671]","[560, 448, 502, 717, 725, 730, 497, 638, 615, 494]","[3.2, 3.1773, 3.1975, 3.2009, 3.208, 3.2159, 3.1859, 3.206, 3.2031, 3.1871]",492.6,2.6611,592.6,3.19817
"First by Downing,First by Anonymous","[10, 0, 0]","[614, 680, 628, 777, 573, 458, 688, 430, 771, 617]","[3.0396, 2.9825, 3.0192, 3.0233, 3.0317, 2.974, 2.9655, 3.0282, 3.0235, 3.0098]","[119, 135, 123, 147, 113, 98, 138, 90, 146, 122]","[0.5891, 0.5921, 0.5913, 0.572, 0.5979, 0.6364, 0.5948, 0.6338, 0.5725, 0.5951]",623.6,3.00973,123.1,0.5975
"First by Feld: 1.0, 0.5, 200,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[266, 263, 295, 272, 211, 253, 282, 256, 291, 267]","[1.2091, 1.212, 1.1847, 1.2035, 1.2788, 1.2222, 1.1949, 1.219, 1.1878, 1.2081]","[266, 263, 295, 272, 211, 253, 282, 256, 291, 267]","[1.2091, 1.212, 1.1847, 1.2035, 1.2788, 1.2222, 1.1949, 1.219, 1.1878, 1.2081]",265.6,1.21201,265.6,1.21201
"First by Feld: 1.0, 0.5, 200,First by Tullock","[10, 0, 0]","[313, 293, 253, 325, 269, 300, 266, 278, 312, 264]","[1.5268, 1.5838, 1.7448, 1.4977, 1.6708, 1.5625, 1.6835, 1.6353, 1.5294, 1.6923]","[298, 278, 238, 310, 254, 285, 251, 263, 297, 249]","[1.4537, 1.5027, 1.6414, 1.4286, 1.5776, 1.4844, 1.5886, 1.5471, 1.4559, 1.5962]",287.3,1.61269,272.3,1.52762
"First by Feld: 1.0, 0.5, 200,Random: 0.5","[10, 0, 0]","[370, 621, 422, 376, 475, 607, 560, 418, 613, 422]","[2.4026, 2.4449, 2.4253, 2.4103, 2.4485, 2.4378, 2.3932, 2.4444, 2.4325, 2.4253]","[285, 426, 312, 286, 340, 417, 395, 303, 423, 312]","[1.8506, 1.6772, 1.7931, 1.8333, 1.7526, 1.6747, 1.688, 1.7719, 1.6786, 1.7931]",488.4,2.42648,349.9,1.75131
"First by Joss: 0.9,Random: 0.5","[10, 0, 0]","[540, 549, 420, 387, 438, 554, 363, 437, 421, 344]","[2.25, 2.2048, 2.246, 2.2632, 2.2347, 2.216, 2.2687, 2.2526, 2.2394, 2.2933]","[505, 514, 395, 367, 413, 514, 343, 407, 396, 324]","[2.1042, 2.0643, 2.1123, 2.1462, 2.1071, 2.056, 2.1437, 2.0979, 2.1064, 2.16]",445.3,2.24687,417.8,2.10981
"First by Tullock,First by Anonymous","[10, 0, 0]","[535, 335, 538, 415, 544, 575, 575, 581, 455, 476]","[2.3362, 2.3592, 2.3391, 2.3446, 2.3448, 2.3374, 2.3469, 2.3427, 2.3214, 2.3448]","[465, 310, 468, 385, 469, 495, 490, 496, 415, 421]","[2.0306, 2.1831, 2.0348, 2.1751, 2.0216, 2.0122, 2.0, 2.0, 2.1173, 2.0739]",502.9,2.34171,441.4,2.06486
"First by Anonymous,First by Anonymous","[3, 3, 4]","[334, 485, 566, 576, 323, 528, 480, 435, 454, 369]","[2.2416, 2.2454, 2.2731, 2.2677, 2.3071, 2.2373, 2.2326, 2.3387, 2.2814, 2.2638]","[334, 485, 541, 556, 308, 523, 485, 405, 434, 364]","[2.2416, 2.2454, 2.1727, 2.189, 2.2, 2.2161, 2.2558, 2.1774, 2.1809, 2.2331]",455.0,2.26887,443.5,2.2112
"Random: 0.5,Random: 0.5","[4, 4, 2]","[489, 336, 518, 470, 319, 451, 381, 359, 438, 402]","[2.285, 2.1961, 2.2328, 2.2596, 2.1849, 2.2438, 2.2023, 2.216, 2.2462, 2.2458]","[484, 346, 523, 470, 329, 451, 391, 359, 433, 397]","[2.2617, 2.2614, 2.2543, 2.2596, 2.2534, 2.2438, 2.2601, 2.216, 2.2205, 2.2179]",416.3,2.23125,418.3,2.24487
