P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Joss: 0.9,First by Tullock","[10, 0, 0]","[262, 357, 311, 271, 314, 377, 303, 316, 278, 313]","[1.8322, 1.5, 1.6198, 1.7829, 1.6103, 1.4612, 1.6467, 1.6041, 1.7484, 1.6134]","[247, 342, 296, 256, 299, 362, 288, 301, 263, 298]","[1.7273, 1.437, 1.5417, 1.6842, 1.5333, 1.4031, 1.5652, 1.5279, 1.6541, 1.5361]",310.2,1.6419,295.2,1.56099
"First by Nydegger,First by Grofman","[0, 0, 10]","[486, 690, 537, 426, 456, 624, 438, 429, 663, 630]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[486, 690, 537, 426, 456, 624, 438, 429, 663, 630]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",537.9,3.0,537.9,3.0
"First by Joss: 0.9,Random: 0.5","[10, 0, 0]","[423, 325, 587, 498, 587, 414, 567, 321, 471, 422]","[2.2742, 2.2727, 2.3294, 2.3056, 2.3294, 2.2747, 2.3143, 2.2766, 2.3202, 2.2935]","[378, 280, 512, 438, 512, 369, 497, 276, 411, 372]","[2.0323, 1.958, 2.0317, 2.0278, 2.0317, 2.0275, 2.0286, 1.9574, 2.0246, 2.0217]",461.5,2.29906,404.5,2.0141299999999998
"First by Nydegger,First by Shubik","[0, 0, 10]","[714, 441, 756, 438, 576, 681, 498, 432, 483, 528]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[714, 441, 756, 438, 576, 681, 498, 432, 483, 528]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",554.7,3.0,554.7,3.0
"First by Tullock,First by Anonymous","[10, 0, 0]","[495, 488, 466, 577, 494, 520, 508, 385, 385, 583]","[2.25, 2.2593, 2.2512, 2.2988, 2.2557, 2.2414, 2.2578, 2.2384, 2.2647, 2.2953]","[410, 403, 391, 467, 409, 445, 423, 335, 325, 478]","[1.8636, 1.8657, 1.8889, 1.8606, 1.8676, 1.9181, 1.88, 1.9477, 1.9118, 1.8819]",490.1,2.26126,408.6,1.88859
"First by Nydegger,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[717, 552, 483, 603, 531, 444, 771, 588, 549, 474]","[2.9751, 2.9677, 2.9632, 2.9704, 2.9665, 2.96, 2.9768, 2.9697, 2.9676, 2.9625]","[727, 562, 493, 613, 541, 454, 781, 598, 559, 484]","[3.0166, 3.0215, 3.0245, 3.0197, 3.0223, 3.0267, 3.0154, 3.0202, 3.0216, 3.025]",571.2,2.96795,581.2,3.02135
"First by Anonymous,Random: 0.5","[1, 9, 0]","[332, 375, 466, 462, 609, 488, 332, 438, 527, 399]","[2.1419, 2.1676, 2.2404, 2.2427, 2.3514, 2.2804, 2.1419, 2.2234, 2.3114, 2.1803]","[377, 415, 496, 492, 589, 498, 377, 468, 532, 439]","[2.4323, 2.3988, 2.3846, 2.3883, 2.2741, 2.3271, 2.4323, 2.3756, 2.3333, 2.3989]",442.8,2.2281400000000002,468.3,2.37453
"First by Nydegger,Grudger","[0, 0, 10]","[570, 696, 597, 504, 657, 600, 471, 669, 576, 471]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[570, 696, 597, 504, 657, 600, 471, 669, 576, 471]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",581.1,3.0,581.1,3.0
"First by Nydegger,First by Davis: 10","[0, 0, 10]","[540, 624, 756, 654, 522, 696, 699, 606, 477, 438]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[540, 624, 756, 654, 522, 696, 699, 606, 477, 438]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",601.2,3.0,601.2,3.0
"First by Nydegger,First by Graaskamp: 0.05","[0, 10, 0]","[699, 519, 447, 630, 663, 669, 597, 603, 423, 513]","[2.752, 2.7754, 2.7938, 2.7632, 2.751, 2.7531, 2.7512, 2.7534, 2.8013, 2.773]","[804, 589, 502, 720, 763, 769, 687, 693, 473, 583]","[3.1654, 3.1497, 3.1375, 3.1579, 3.166, 3.1646, 3.1659, 3.1644, 3.1325, 3.1514]",576.3,2.76674,658.3,3.15553
"First by Nydegger,First by Downing","[0, 10, 0]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[0.0679, 0.1064, 0.0802, 0.092, 0.0943, 0.0607, 0.0993, 0.1007, 0.102, 0.0811]","[1085, 685, 915, 795, 775, 1215, 735, 725, 715, 905]","[4.9095, 4.8582, 4.893, 4.8773, 4.8742, 4.919, 4.8675, 4.8658, 4.8639, 4.8919]",15.0,0.08846,855.0,4.88203
"First by Nydegger,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[459, 372, 339, 522, 450, 450, 426, 489, 522, 342]","[2.295, 2.4314, 2.4214, 2.1933, 2.2959, 2.3077, 2.3536, 2.2127, 2.175, 2.4255]","[694, 517, 474, 842, 680, 675, 621, 779, 852, 477]","[3.47, 3.3791, 3.3857, 3.5378, 3.4694, 3.4615, 3.4309, 3.5249, 3.55, 3.383]",437.1,2.31115,661.1,3.45923
"First by Nydegger,First by Joss: 0.9","[0, 10, 0]","[441, 420, 498, 447, 582, 468, 678, 663, 609, 516]","[2.7222, 2.7632, 2.7363, 2.7256, 2.7324, 2.7368, 2.712, 2.7172, 2.7067, 2.7302]","[516, 480, 578, 522, 677, 543, 798, 778, 719, 601]","[3.1852, 3.1579, 3.1758, 3.1829, 3.1784, 3.1754, 3.192, 3.1885, 3.1956, 3.1799]",532.2,2.72826,621.2,3.18116
"First by Nydegger,First by Tullock","[0, 10, 0]","[456, 609, 564, 702, 693, 624, 468, 405, 645, 399]","[2.7975, 2.7309, 2.7512, 2.7104, 2.707, 2.7249, 2.7857, 2.7931, 2.7331, 2.7902]","[511, 709, 649, 827, 818, 729, 528, 455, 750, 449]","[3.135, 3.1794, 3.1659, 3.1931, 3.1953, 3.1834, 3.1429, 3.1379, 3.178, 3.1399]",556.5,2.7523999999999997,642.5,3.16508
"First by Nydegger,First by Anonymous","[0, 10, 0]","[348, 372, 225, 300, 276, 372, 297, 231, 363, 231]","[1.5747, 1.6034, 1.4706, 1.5, 1.5, 1.5966, 1.4925, 1.4713, 1.6062, 1.4808]","[873, 912, 615, 800, 736, 917, 797, 631, 888, 626]","[3.9502, 3.931, 4.0196, 4.0, 4.0, 3.9356, 4.005, 4.0191, 3.9292, 4.0128]",301.5,1.52961,779.5,3.98025
"First by Nydegger,Random: 0.5","[0, 10, 0]","[321, 303, 255, 387, 252, 390, 270, 261, 366, 390]","[1.597, 1.6378, 1.723, 1.5542, 1.7379, 1.56, 1.7089, 1.7059, 1.5508, 1.56]","[791, 723, 570, 987, 557, 990, 610, 591, 936, 990]","[3.9353, 3.9081, 3.8514, 3.9639, 3.8414, 3.96, 3.8608, 3.8627, 3.9661, 3.96]",319.5,1.63355,774.5,3.91097
"First by Grofman,First by Grofman","[0, 0, 10]","[564, 684, 474, 549, 543, 753, 519, 507, 534, 483]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[564, 684, 474, 549, 543, 753, 519, 507, 534, 483]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",561.0,3.0,561.0,3.0
"First by Grofman,First by Shubik","[0, 0, 10]","[483, 555, 624, 477, 429, 645, 717, 564, 651, 744]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[483, 555, 624, 477, 429, 645, 717, 564, 651, 744]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",588.9,3.0,588.9,3.0
"First by Grofman,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[450, 732, 513, 513, 567, 447, 696, 504, 582, 720]","[2.9605, 2.9756, 2.9653, 2.9653, 2.9686, 2.9603, 2.9744, 2.9647, 2.9694, 2.9752]","[460, 742, 523, 523, 577, 457, 706, 514, 592, 730]","[3.0263, 3.0163, 3.0231, 3.0231, 3.0209, 3.0265, 3.0171, 3.0235, 3.0204, 3.0165]",572.4,2.96793,582.4,3.02137
"First by Grofman,Grudger","[0, 0, 10]","[435, 675, 759, 615, 675, 750, 699, 519, 546, 720]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[435, 675, 759, 615, 675, 750, 699, 519, 546, 720]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",639.3,3.0,639.3,3.0
"First by Grofman,First by Davis: 10","[0, 0, 10]","[642, 444, 774, 468, 726, 732, 660, 723, 567, 714]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[642, 444, 774, 468, 726, 732, 660, 723, 567, 714]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",645.0,3.0,645.0,3.0
"First by Grofman,First by Graaskamp: 0.05","[10, 0, 0]","[689, 758, 489, 478, 587, 537, 810, 522, 481, 492]","[3.2347, 3.2393, 3.1961, 3.2081, 3.2253, 3.1775, 3.2271, 3.1829, 3.1854, 3.1948]","[519, 563, 384, 373, 447, 427, 610, 412, 381, 387]","[2.4366, 2.406, 2.5098, 2.5034, 2.456, 2.5266, 2.4303, 2.5122, 2.5232, 2.513]",584.3,3.20712,450.3,2.48171
"First by Grofman,First by Downing","[0, 10, 0]","[95, 102, 90, 111, 78, 95, 77, 92, 97, 85]","[0.4612, 0.4513, 0.4569, 0.4336, 0.4727, 0.4612, 0.4753, 0.4577, 0.4575, 0.4645]","[685, 757, 660, 871, 548, 685, 537, 672, 707, 610]","[3.3252, 3.3496, 3.3503, 3.4023, 3.3212, 3.3252, 3.3148, 3.3433, 3.3349, 3.3333]",92.2,0.45919,673.2,3.34001
"First by Grofman,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[436, 439, 348, 413, 354, 354, 396, 502, 421, 457]","[1.964, 1.9598, 2.2308, 2.0859, 2.1988, 2.1988, 2.0952, 1.9457, 2.0637, 1.953]","[611, 619, 418, 538, 434, 434, 516, 712, 551, 647]","[2.7523, 2.7634, 2.6795, 2.7172, 2.6957, 2.6957, 2.7302, 2.7597, 2.701, 2.765]",412.0,2.06957,548.0,2.7259700000000002
"First by Grofman,First by Joss: 0.9","[0, 10, 0]","[337, 506, 355, 389, 513, 442, 501, 392, 381, 425]","[2.2467, 2.2, 2.2611, 2.1977, 2.183, 2.2323, 2.1974, 2.2022, 2.2023, 2.2251]","[402, 611, 420, 474, 623, 532, 606, 477, 461, 515]","[2.68, 2.6565, 2.6752, 2.678, 2.6511, 2.6869, 2.6579, 2.6798, 2.6647, 2.6963]",424.1,2.21478,512.1,2.67264
"First by Grofman,First by Tullock","[0, 10, 0]","[393, 372, 540, 426, 561, 343, 546, 570, 512, 404]","[2.1833, 2.1754, 2.2041, 2.1624, 2.2174, 2.1987, 2.2016, 2.2266, 2.1974, 2.1838]","[458, 437, 630, 496, 656, 393, 641, 665, 597, 469]","[2.5444, 2.5556, 2.5714, 2.5178, 2.5929, 2.5192, 2.5847, 2.5977, 2.5622, 2.5351]",466.7,2.19507,544.2,2.5581
"First by Grofman,Random: 0.5","[0, 10, 0]","[468, 281, 423, 365, 423, 432, 359, 385, 491, 331]","[1.8947, 1.9789, 1.9227, 2.0391, 1.9227, 1.9286, 2.0398, 2.0052, 1.8958, 2.0307]","[698, 401, 613, 490, 613, 627, 479, 525, 736, 446]","[2.8259, 2.8239, 2.7864, 2.7374, 2.7864, 2.7991, 2.7216, 2.7344, 2.8417, 2.7362]",395.8,1.96582,562.8,2.7793
"First by Shubik,First by Shubik","[0, 0, 10]","[450, 612, 648, 468, 600, 561, 489, 573, 462, 435]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[450, 612, 648, 468, 600, 561, 489, 573, 462, 435]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",529.8,3.0,529.8,3.0
"First by Shubik,Grudger","[0, 0, 10]","[459, 657, 591, 729, 657, 741, 747, 543, 672, 465]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[459, 657, 591, 729, 657, 741, 747, 543, 672, 465]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",626.1,3.0,626.1,3.0
"First by Shubik,First by Davis: 10","[0, 0, 10]","[471, 429, 549, 636, 777, 423, 495, 519, 501, 594]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[471, 429, 549, 636, 777, 423, 495, 519, 501, 594]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",539.4,3.0,539.4,3.0
"First by Shubik,First by Downing","[0, 10, 0]","[285, 254, 245, 285, 264, 263, 300, 266, 282, 312]","[1.2445, 1.2893, 1.3102, 1.2445, 1.2754, 1.2767, 1.2448, 1.2727, 1.2478, 1.2332]","[305, 269, 255, 305, 279, 278, 320, 281, 302, 332]","[1.3319, 1.3655, 1.3636, 1.3319, 1.3478, 1.3495, 1.3278, 1.3445, 1.3363, 1.3123]",275.6,1.26391,292.6,1.34111
"First by Shubik,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[215, 255, 259, 317, 262, 327, 284, 219, 328, 310]","[1.5357, 1.4326, 1.4231, 1.3723, 1.4162, 1.3568, 1.3922, 1.5208, 1.3554, 1.3656]","[225, 270, 274, 332, 277, 342, 299, 229, 343, 325]","[1.6071, 1.5169, 1.5055, 1.4372, 1.4973, 1.4191, 1.4657, 1.5903, 1.4174, 1.4317]",277.6,1.41707,291.6,1.48882
"First by Shubik,First by Joss: 0.9","[0, 10, 0]","[352, 338, 295, 359, 255, 247, 278, 350, 287, 335]","[1.4728, 1.5089, 1.5775, 1.4593, 1.6667, 1.7034, 1.6069, 1.4768, 1.6034, 1.5158]","[377, 358, 315, 384, 275, 267, 298, 375, 307, 355]","[1.5774, 1.5982, 1.6845, 1.561, 1.7974, 1.8414, 1.7225, 1.5823, 1.7151, 1.6063]",309.6,1.55915,331.1,1.66861
"First by Shubik,First by Tullock","[0, 10, 0]","[259, 256, 295, 338, 310, 333, 275, 250, 260, 235]","[1.5058, 1.5148, 1.3981, 1.3203, 1.3717, 1.3267, 1.4474, 1.5337, 1.4943, 1.5986]","[299, 296, 350, 403, 365, 398, 325, 290, 305, 270]","[1.7384, 1.7515, 1.6588, 1.5742, 1.615, 1.5857, 1.7105, 1.7791, 1.7529, 1.8367]",281.1,1.45114,330.1,1.70028
"First by Shubik,First by Anonymous","[10, 0, 0]","[408, 605, 612, 708, 680, 561, 718, 381, 497, 371]","[2.6323, 2.7252, 2.72, 2.7874, 2.7642, 2.7635, 2.7938, 2.6831, 2.672, 2.65]","[198, 260, 262, 278, 275, 241, 283, 186, 232, 186]","[1.2774, 1.1712, 1.1644, 1.0945, 1.1179, 1.1872, 1.1012, 1.3099, 1.2473, 1.3286]",554.1,2.71915,240.1,1.19996
"First by Shubik,Random: 0.5","[10, 0, 0]","[424, 582, 398, 629, 572, 572, 481, 404, 404, 534]","[2.5389, 2.6575, 2.5513, 2.6766, 2.6359, 2.6359, 2.5722, 2.557, 2.557, 2.6176]","[194, 242, 183, 254, 242, 242, 221, 184, 184, 229]","[1.1617, 1.105, 1.1731, 1.0809, 1.1152, 1.1152, 1.1818, 1.1646, 1.1646, 1.1225]",500.0,2.59999,217.5,1.13846
"First by Stein and Rapoport: 0.05: (D, D),Grudger","[10, 0, 0]","[684, 483, 720, 507, 498, 657, 462, 591, 735, 423]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[679, 478, 715, 502, 493, 652, 457, 586, 730, 418]","[2.9781, 2.9689, 2.9792, 2.9704, 2.9699, 2.9772, 2.9675, 2.9746, 2.9796, 2.9645]",576.0,3.0,571.0,2.9729900000000002
"First by Stein and Rapoport: 0.05: (D, D),First by Davis: 10","[10, 0, 0]","[462, 444, 693, 504, 426, 573, 567, 663, 600, 747]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[457, 439, 688, 499, 421, 568, 562, 658, 595, 742]","[2.9675, 2.9662, 2.9784, 2.9702, 2.9648, 2.9738, 2.9735, 2.9774, 2.975, 2.9799]",567.9,3.0,562.9,2.97267
"First by Stein and Rapoport: 0.05: (D, D),First by Graaskamp: 0.05","[5, 0, 5]","[411, 676, 666, 671, 521, 616, 446, 566, 466, 526]","[2.6688, 2.6, 2.6016, 2.6008, 2.6181, 2.5992, 2.6391, 2.6204, 2.6328, 2.6169]","[406, 671, 661, 666, 521, 616, 446, 561, 466, 526]","[2.6364, 2.5808, 2.582, 2.5814, 2.6181, 2.5992, 2.6391, 2.5972, 2.6328, 2.6169]",556.5,2.61977,554.0,2.60839
"Grudger,First by Graaskamp: 0.05","[10, 0, 0]","[385, 467, 454, 394, 430, 381, 449, 366, 381, 409]","[2.2126, 1.8242, 1.8683, 2.153, 1.9635, 2.2412, 1.8866, 2.3613, 2.2412, 2.0657]","[250, 332, 319, 259, 295, 246, 314, 231, 246, 274]","[1.4368, 1.2969, 1.3128, 1.4153, 1.347, 1.4471, 1.3193, 1.4903, 1.4471, 1.3838]",411.6,2.08176,276.6,1.38964
"First by Davis: 10,First by Downing","[0, 10, 0]","[238, 223, 256, 182, 240, 156, 218, 178, 232, 148]","[1.0393, 1.0421, 1.0364, 1.052, 1.039, 1.0331, 1.0431, 1.0533, 1.0404, 1.035]","[263, 248, 281, 207, 265, 186, 243, 203, 257, 178]","[1.1485, 1.1589, 1.1377, 1.1965, 1.1472, 1.2318, 1.1627, 1.2012, 1.1525, 1.2448]",207.1,1.04137,233.1,1.17818
"First by Davis: 10,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[194, 289, 193, 275, 231, 260, 256, 210, 252, 290]","[1.205, 1.1289, 1.2063, 1.1364, 1.1667, 1.1454, 1.148, 1.1864, 1.1507, 1.1284]","[194, 289, 193, 275, 231, 260, 256, 210, 252, 290]","[1.205, 1.1289, 1.2063, 1.1364, 1.1667, 1.1454, 1.148, 1.1864, 1.1507, 1.1284]",245.0,1.16022,245.0,1.16022
"First by Davis: 10,First by Joss: 0.9","[0, 10, 0]","[194, 178, 245, 235, 167, 272, 208, 207, 195, 187]","[1.1023, 1.1125, 1.0793, 1.0829, 1.1208, 1.0709, 1.0947, 1.0952, 1.1017, 1.1065]","[199, 183, 250, 240, 172, 277, 213, 212, 200, 192]","[1.1307, 1.1438, 1.1013, 1.106, 1.1544, 1.0906, 1.1211, 1.1217, 1.1299, 1.1361]",208.8,1.09668,213.8,1.12356
"First by Davis: 10,First by Tullock","[10, 0, 0]","[234, 229, 212, 281, 305, 226, 271, 284, 215, 298]","[1.4182, 1.4312, 1.4825, 1.3255, 1.2924, 1.4395, 1.3416, 1.3209, 1.4726, 1.3013]","[224, 219, 202, 271, 295, 216, 261, 274, 205, 288]","[1.3576, 1.3687, 1.4126, 1.2783, 1.25, 1.3758, 1.2921, 1.2744, 1.4041, 1.2576]",255.5,1.3825699999999999,245.5,1.32712
"First by Davis: 10,First by Anonymous","[10, 0, 0]","[754, 505, 760, 450, 733, 460, 710, 655, 668, 693]","[3.0281, 3.0793, 3.0279, 3.1915, 3.0542, 3.2168, 3.0472, 3.0607, 3.0502, 3.0395]","[154, 110, 155, 95, 148, 95, 145, 135, 138, 143]","[0.6185, 0.6707, 0.6175, 0.6738, 0.6167, 0.6643, 0.6223, 0.6308, 0.6301, 0.6272]",638.8,3.0795399999999997,131.8,0.63719
"First by Davis: 10,Random: 0.5","[10, 0, 0]","[701, 548, 615, 450, 633, 660, 506, 462, 731, 650]","[2.873, 2.7538, 2.8211, 2.6627, 2.8259, 2.8571, 2.7351, 2.6705, 2.878, 2.8384]","[161, 143, 150, 130, 153, 155, 136, 132, 166, 155]","[0.6598, 0.7186, 0.6881, 0.7692, 0.683, 0.671, 0.7351, 0.763, 0.6535, 0.6769]",595.6,2.79156,148.1,0.70182
"First by Graaskamp: 0.05,First by Graaskamp: 0.05","[0, 0, 10]","[350, 337, 328, 328, 317, 330, 320, 282, 248, 304]","[1.4, 1.4219, 1.4386, 1.4386, 1.4608, 1.4348, 1.4545, 1.5495, 1.6757, 1.4902]","[350, 337, 328, 328, 317, 330, 320, 282, 248, 304]","[1.4, 1.4219, 1.4386, 1.4386, 1.4608, 1.4348, 1.4545, 1.5495, 1.6757, 1.4902]",314.4,1.47646,314.4,1.47646
"First by Graaskamp: 0.05,First by Joss: 0.9","[0, 10, 0]","[226, 301, 301, 263, 229, 251, 215, 230, 225, 313]","[1.3533, 1.2438, 1.2438, 1.2892, 1.3471, 1.3073, 1.3782, 1.345, 1.3554, 1.2323]","[241, 316, 316, 278, 244, 266, 230, 245, 240, 328]","[1.4431, 1.3058, 1.3058, 1.3627, 1.4353, 1.3854, 1.4744, 1.4327, 1.4458, 1.2913]",255.4,1.30954,270.4,1.38823
"First by Graaskamp: 0.05,First by Anonymous","[10, 0, 0]","[520, 653, 585, 661, 696, 659, 641, 541, 641, 492]","[2.8415, 2.864, 2.8125, 2.8491, 2.8178, 2.8652, 2.8616, 2.8177, 2.8616, 2.8114]","[180, 203, 195, 206, 216, 204, 201, 186, 201, 177]","[0.9836, 0.8904, 0.9375, 0.8879, 0.8745, 0.887, 0.8973, 0.9688, 0.8973, 1.0114]",608.9,2.84024,196.9,0.92357
"First by Downing,First by Downing","[0, 0, 10]","[223, 221, 225, 206, 259, 205, 227, 232, 238, 240]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[223, 221, 225, 206, 259, 205, 227, 232, 238, 240]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",227.6,1.0,227.6,1.0
"First by Downing,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[390, 459, 411, 504, 381, 513, 459, 366, 549, 372]","[2.5, 2.4415, 2.4759, 2.3014, 2.5066, 2.3108, 2.4677, 2.5241, 2.2227, 2.4966]","[515, 629, 551, 754, 501, 763, 619, 476, 864, 492]","[3.3013, 3.3457, 3.3193, 3.4429, 3.2961, 3.4369, 3.328, 3.2828, 3.498, 3.302]",440.4,2.42473,616.4,3.3553
"First by Downing,First by Joss: 0.9","[0, 10, 0]","[504, 501, 582, 681, 582, 600, 441, 462, 558, 441]","[2.6952, 2.6935, 2.6944, 2.7131, 2.6944, 2.7027, 2.689, 2.7018, 2.7087, 2.689]","[594, 591, 687, 796, 687, 705, 521, 542, 653, 521]","[3.1765, 3.1774, 3.1806, 3.1713, 3.1806, 3.1757, 3.1768, 3.1696, 3.1699, 3.1768]",535.2,2.69818,629.7,3.17552
"First by Downing,First by Anonymous","[10, 0, 0]","[598, 728, 739, 650, 679, 490, 480, 567, 576, 453]","[2.9029, 2.9355, 2.9442, 2.8761, 2.8894, 3.1013, 3.1579, 2.9686, 2.9388, 3.1241]","[108, 128, 129, 120, 124, 75, 70, 97, 101, 68]","[0.5243, 0.5161, 0.5139, 0.531, 0.5277, 0.4747, 0.4605, 0.5079, 0.5153, 0.469]",596.0,2.98388,102.0,0.50404
"First by Feld: 1.0, 0.5, 200,First by Joss: 0.9","[0, 0, 10]","[242, 276, 217, 191, 267, 284, 210, 265, 228, 223]","[1.1921, 1.1646, 1.2191, 1.2566, 1.1711, 1.1592, 1.2281, 1.1726, 1.2063, 1.212]","[242, 276, 217, 191, 267, 284, 210, 265, 228, 223]","[1.1921, 1.1646, 1.2191, 1.2566, 1.1711, 1.1592, 1.2281, 1.1726, 1.2063, 1.212]",240.3,1.19817,240.3,1.19817
"First by Feld: 1.0, 0.5, 200,First by Anonymous","[10, 0, 0]","[426, 477, 509, 479, 498, 323, 310, 454, 420, 359]","[2.254, 2.2394, 2.2723, 2.2279, 2.2534, 2.1973, 2.1831, 2.27, 2.2581, 2.216]","[356, 387, 399, 389, 398, 293, 290, 369, 350, 314]","[1.8836, 1.8169, 1.7812, 1.8093, 1.8009, 1.9932, 2.0423, 1.845, 1.8817, 1.9383]",425.5,2.23715,354.5,1.87924
"First by Joss: 0.9,First by Joss: 0.9","[5, 5, 0]","[246, 191, 201, 179, 226, 235, 172, 230, 158, 181]","[1.0165, 1.0214, 1.0203, 1.0229, 1.018, 1.0173, 1.0238, 1.0177, 1.026, 1.0226]","[251, 196, 206, 184, 231, 240, 177, 235, 163, 186]","[1.0372, 1.0481, 1.0457, 1.0514, 1.0405, 1.039, 1.0536, 1.0398, 1.0584, 1.0508]",201.9,1.02065,206.9,1.04645
"First by Joss: 0.9,First by Anonymous","[10, 0, 0]","[424, 589, 562, 350, 520, 367, 502, 446, 511, 394]","[2.3297, 2.2741, 2.2753, 2.3179, 2.2414, 2.3376, 2.2715, 2.3109, 2.2611, 2.3314]","[384, 524, 502, 325, 470, 337, 457, 401, 461, 359]","[2.1099, 2.0232, 2.0324, 2.1523, 2.0259, 2.1465, 2.0679, 2.0777, 2.0398, 2.1243]",466.5,2.29509,422.0,2.07999
"First by Tullock,First by Tullock","[5, 5, 0]","[279, 274, 237, 245, 329, 265, 304, 311, 272, 233]","[1.361, 1.37, 1.454, 1.4327, 1.2902, 1.3874, 1.3217, 1.3122, 1.3737, 1.4654]","[304, 299, 262, 270, 354, 290, 329, 336, 297, 258]","[1.4829, 1.495, 1.6074, 1.5789, 1.3882, 1.5183, 1.4304, 1.4177, 1.5, 1.6226]",274.9,1.37683,299.9,1.50414
"First by Tullock,Random: 0.5","[10, 0, 0]","[506, 394, 373, 508, 530, 533, 470, 431, 556, 397]","[2.2793, 2.2386, 2.2335, 2.2478, 2.2747, 2.2585, 2.2381, 2.2448, 2.2694, 2.2429]","[396, 324, 308, 408, 420, 423, 380, 361, 441, 327]","[1.7838, 1.8409, 1.8443, 1.8053, 1.8026, 1.7924, 1.8095, 1.8802, 1.8, 1.8475]",469.8,2.25276,378.8,1.82065
"First by Anonymous,First by Anonymous","[5, 5, 0]","[422, 513, 487, 540, 591, 495, 528, 519, 320, 506]","[2.2688, 2.2599, 2.2757, 2.2785, 2.3176, 2.2811, 2.2661, 2.2664, 2.2695, 2.3]","[387, 483, 452, 505, 541, 460, 498, 489, 290, 466]","[2.0806, 2.1278, 2.1121, 2.1308, 2.1216, 2.1198, 2.1373, 2.1354, 2.0567, 2.1182]",492.1,2.27836,457.1,2.11403
"Random: 0.5,Random: 0.5","[5, 5, 0]","[409, 539, 587, 485, 409, 446, 406, 409, 327, 326]","[2.3371, 2.3333, 2.348, 2.3317, 2.3107, 2.3351, 2.3468, 2.3107, 2.2552, 2.2797]","[394, 519, 557, 470, 404, 436, 386, 404, 322, 316]","[2.2514, 2.2468, 2.228, 2.2596, 2.2825, 2.2827, 2.2312, 2.2825, 2.2207, 2.2098]",434.3,2.31883,420.8,2.24952
